Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,8,8,6,4,-1,6,-1,-1,8,5,4,5,8,5,2,14,4,17,12,26,15,17,16,2
2,3,4,3,-1,-1,-1,6,7,6,-1,1,3,3,10,9,-1,1,3,3,2,-1,6,2,2
3,12,1,4,-1,-1,-1,-1,-1,-1,-1,2,3,9,21,17,1,4,10,10,15,17,21,30,20
4,14,6,-1,9,-1,-1,-1,-1,-1,6,5,4,5,16,14,23,14,16,16,25,18,21,28,20
5,18,16,14,9,9,9,3,5,6,9,-1,-1,11,18,19,12,18,18,20,32,19,22,17,21
6,7,10,9,6,13,6,5,8,7,5,5,7,7,17,14,14,17,15,19,14,16,25,20,14
7,4,1,-1,-1,-1,-1,3,-1,-1,-1,3,4,7,3,-1,12,9,14,11,10,6,6,3,1
8,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,8
9,7,-1,-1,-1,5,-1,4,4,-1,5,4,3,8,16,15,-1,4,3,4,4,22,16,23,24
10,16,4,-1,-1,-1,-1,-1,4,5,5,7,3,12,19,26,14,15,5,17,18,21,15,18,21
11,-1,-1,-1,14,8,9,5,9,5,13,2,4,23,32,35,30,19,16,24,20,22,25,5,-1,-1
12,20,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,3,27,16,25,13,26,46,40,37,31
13,1,1,-1,-1,-1,-1,1,-1,-1,8,39,34,45,48,72,16,23,1,2,1,6,9,11,23
14,24,10,6,2,-1,-1,-1,-1,8,13,18,56,41,62,70,74,62,28,32,44,64,84,58,26
15,25,6,-1,-1,-1,-1,-1,6,1,4,8,6,1,12,13,96,96,20,34,45,49,60,49,43
16,20,11,10,11,-1,4,7,1,8,10,10,9,17,19,22,23,22,18,16,24,23,17,29,21
17,20,7,8,7,4,5,8,8,3,5,1,2,-1,2,3,18,16,22,16,16,31,25,20,20
18,14,10,7,4,3,4,1,3,-1,6,8,3,10,7,2,5,3,7,2,9,16,19,14,12
19,7,3,1,6,3,2,-1,-1,-1,-1,-1,2,1,2,1,3,-1,2,3,3,8,13,7,12
20,9,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,3,10,2,2,5,4,2,12,17,21,7
21,6,6,12,14,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,3,18,27,24,17,21,22,14,6
22,3,-1,-1,-1,11,-1,-1,-1,6,3,3,4,9,13,17,3,2,5,4,2,4,8,12,4
23,35,13,-1,5,2,5,1,1,4,3,4,1,-1,9,10,3,21,17,29,18,31,25,23,24
24,11,6,2,1,1,1,1,7,4,7,6,5,4,10,18,11,7,4,15,16,15,17,15,11
25,18,7,8,6,3,3,3,5,4,3,2,-1,7,11,9,16,21,12,21,21,20,15,23,24
26,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,6,5,1,2,9,7,17,14,11,4,9,13,6
27,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,-1,-1,-1
28,4,1,1,-1,1,4,-1,-1,6,5,2,8,4,5,9,6,-1,7,9,5,8,12,21,19
29,1,5,4,6,7,3,-1,1,1,1,3,4,3,1,7,8,10,11,24,17,31,15,12,12
30,19,-1,1,4,3,-1,1,-1,2,1,5,4,6,6,6,3,6,7,4,7,10,4,4,13
31,7,1,1,5,4,6,-1,-1,4,-1,2,6,6,7,6,9,10,14,12,6,17,24,12,9
