nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,54,54,49,51,55,51,58,98,120,112,109,93,90,81,109,109,107,83,89,90,87,70,71,50,""
02,55,51,65,61,51,60,70,101,132,146,119,107,104,81,80,72,82,82,93,75,67,54,55,57,""
03,56,63,53,52,44,65,73,101,133,137,126,-1,114,83,82,92,78,91,117,89,97,61,74,58,""
04,56,60,51,65,52,59,72,110,154,140,138,100,90,90,73,76,71,77,93,101,98,62,54,68,""
05,56,52,40,47,51,63,75,82,92,68,110,89,96,113,100,96,124,97,97,87,83,78,53,60,""
06,71,63,60,66,67,78,84,101,136,110,99,102,86,88,99,129,70,77,85,95,65,50,50,57,""
07,60,56,42,37,37,41,50,77,99,111,89,79,63,87,99,82,51,37,39,26,36,32,26,30,""
08,39,30,36,53,38,55,54,69,114,128,96,119,91,80,60,60,-1,35,35,46,37,36,24,40,""
09,41,55,42,46,48,64,71,79,122,144,115,109,86,80,93,107,86,78,77,70,64,64,47,65,""
10,53,50,49,52,44,27,51,51,63,30,67,78,109,95,91,106,99,83,74,66,78,75,60,53,""
11,74,57,51,68,60,51,64,77,-1,110,116,101,97,95,118,128,117,87,82,82,70,54,59,53,""
12,69,62,50,60,44,64,52,87,119,135,118,91,100,96,123,121,85,76,84,79,66,64,59,53,""
13,77,60,64,66,64,55,61,76,-1,-1,134,117,76,89,87,96,88,90,83,77,72,55,56,50,""
14,54,71,56,45,51,36,56,88,119,115,102,86,80,79,76,70,76,62,84,98,71,42,55,46,""
15,38,40,54,54,37,50,61,85,104,122,108,93,93,99,80,89,72,71,81,64,72,63,58,63,""
16,33,49,49,43,45,54,49,82,93,117,125,114,100,82,80,74,72,54,60,40,29,35,28,33,""
17,27,34,33,34,33,49,38,78,75,115,79,84,69,80,60,56,62,40,39,39,44,41,36,36,""
18,53,34,27,35,40,46,52,61,59,-1,-1,-1,-1,-1,-1,-1,-1,68,53,58,-1,90,47,55,""
19,45,33,33,42,39,33,44,56,82,49,68,83,87,87,66,92,88,94,77,87,58,52,41,50,""
20,46,60,56,58,61,43,57,101,126,130,127,96,112,92,117,121,81,63,74,55,48,41,34,38,""
21,43,50,44,52,47,50,66,86,100,126,115,95,79,84,96,69,59,53,48,45,43,38,40,35,""
22,39,34,49,41,47,48,75,63,81,108,104,82,89,93,90,69,100,80,79,78,62,52,64,43,""
23,59,39,43,51,48,36,66,85,101,93,123,92,95,78,69,52,43,36,14,19,12,23,16,15,""
24,14,16,14,19,16,17,21,21,38,34,39,41,58,52,47,34,37,31,32,33,26,26,28,38,""
25,33,32,33,26,48,42,54,52,92,107,96,97,83,83,85,83,87,71,44,49,47,48,33,29,""
26,30,41,44,32,41,34,55,47,90,98,98,89,66,70,72,90,103,71,49,48,39,47,52,38,""
27,35,31,29,27,38,31,37,36,67,77,77,92,76,88,64,70,50,61,48,46,39,36,29,45,""
28,34,37,30,36,43,52,50,57,88,111,120,93,80,85,106,106,88,78,87,81,57,46,50,40,""
29,40,44,32,44,53,38,67,56,93,89,85,88,65,54,68,79,84,74,79,67,66,59,51,40,""
30,43,31,49,33,27,40,34,48,69,81,99,81,61,74,83,74,99,79,76,83,50,51,37,39,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
