nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,18,18,12,12,22,10,17,14,17,10,7,5,11,11,7,33,15,12,24,19,16,18,8,""
02,12,17,15,15,10,18,14,13,11,11,13,10,10,10,6,7,8,9,9,10,16,17,21,12,""
03,16,12,12,16,22,13,19,17,18,14,16,13,16,8,10,9,6,8,6,10,20,15,18,13,""
04,15,15,10,8,21,13,8,18,14,10,4,16,15,10,9,8,8,11,13,19,19,19,21,15,""
05,13,22,12,14,17,27,14,6,5,19,11,13,8,13,8,6,15,12,11,15,16,19,29,23,""
06,15,21,24,18,19,16,29,18,15,14,12,15,9,12,10,4,16,14,20,21,44,21,21,24,""
07,19,9,17,20,11,18,13,12,8,10,7,20,5,11,10,10,7,19,13,20,15,23,19,9,""
08,15,21,17,20,20,23,20,11,21,16,16,20,10,11,14,9,11,7,9,11,20,23,15,18,""
09,10,19,9,16,21,8,11,16,14,18,12,17,6,10,13,2,12,18,19,11,22,20,14,19,""
10,15,21,20,19,20,10,18,19,17,10,18,13,14,4,17,12,7,12,13,23,25,17,23,16,""
11,18,14,12,14,15,16,11,13,13,9,10,9,14,13,6,7,14,7,15,16,20,21,15,23,""
12,10,10,9,18,18,24,10,18,14,21,9,11,6,12,14,8,5,13,20,21,17,18,17,16,""
13,13,12,16,13,14,15,15,15,14,10,15,13,9,10,9,8,7,12,10,15,8,20,17,17,""
14,16,19,11,15,10,17,8,20,17,13,7,7,8,10,8,10,20,12,13,15,16,20,21,18,""
15,14,13,21,18,15,15,8,20,10,13,13,10,6,6,8,7,10,9,15,13,17,16,11,17,""
16,17,14,16,11,23,15,11,5,14,13,13,8,5,10,12,5,7,11,11,18,9,19,23,18,""
17,17,13,11,14,12,17,17,14,12,22,9,10,16,8,10,6,13,13,16,16,15,22,20,15,""
18,15,15,12,19,13,17,22,12,17,13,12,6,9,18,9,9,13,15,9,12,20,7,17,14,""
19,10,5,19,14,21,16,13,19,14,13,11,11,8,4,5,12,9,9,11,14,16,18,11,15,""
20,15,16,20,23,20,19,24,12,18,18,13,16,8,10,10,8,8,5,11,13,17,17,10,11,""
21,16,13,19,13,15,15,14,13,16,21,13,19,5,10,7,7,9,11,11,9,9,8,18,9,""
22,8,9,16,8,13,15,16,22,13,7,12,12,12,5,8,7,11,8,15,11,8,21,6,15,""
23,9,8,13,11,10,12,17,13,14,25,10,7,6,5,4,7,5,8,13,11,14,11,11,8,""
24,12,11,23,13,16,16,19,17,14,11,15,6,9,6,5,5,6,5,11,14,11,12,14,11,""
25,9,8,11,21,17,14,15,12,16,11,13,10,10,12,11,12,4,7,5,11,9,13,9,13,""
26,8,9,16,12,13,12,9,8,11,9,10,6,13,6,14,6,15,5,4,15,11,1,13,16,""
27,12,9,10,17,10,12,17,8,9,7,9,4,9,6,7,8,11,11,6,14,16,12,15,11,""
28,14,10,16,13,13,16,10,16,9,14,11,14,12,7,4,1,11,7,9,15,8,11,13,10,""
29,14,12,13,15,15,11,12,19,8,13,7,6,9,12,7,11,7,14,4,9,10,15,13,7,""
30,11,15,17,18,16,11,7,14,10,9,13,11,4,10,13,10,2,10,17,13,14,20,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
