nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,28,34,31,26,30,23,22,23,17,22,26,20,26,16,6,6,9,12,14,16,15,10,9,""
02,21,26,29,35,24,17,21,17,20,17,29,15,20,19,11,14,12,10,24,19,18,21,16,12,""
03,14,32,37,43,32,21,31,17,17,22,21,30,19,20,9,9,11,18,12,20,15,14,12,12,""
04,33,24,30,45,46,30,30,22,22,32,24,22,22,23,20,13,11,17,-1,-1,32,20,12,20,""
05,24,31,38,53,34,23,28,18,25,26,15,26,19,21,22,12,17,17,15,14,37,24,20,13,""
06,21,35,20,30,26,27,20,22,18,15,20,21,25,18,17,6,7,12,12,27,32,27,13,19,""
07,22,23,30,36,25,20,29,12,21,19,24,14,17,21,15,10,11,13,13,21,27,18,13,15,""
08,29,25,40,31,30,28,24,18,12,20,9,19,15,17,13,12,6,15,12,25,24,31,11,16,""
09,21,29,44,24,31,30,29,24,12,18,15,27,18,14,11,10,14,6,26,19,33,16,11,13,""
10,26,28,29,21,28,22,32,16,22,15,15,15,12,9,9,4,10,9,9,21,17,19,14,15,""
11,18,27,24,30,29,19,31,16,17,20,14,16,16,9,8,11,13,15,15,16,27,11,10,11,""
12,18,27,32,40,32,21,26,24,25,23,22,33,24,19,18,8,10,17,19,15,17,19,17,22,""
13,28,23,31,35,29,24,20,26,21,22,22,29,24,23,14,20,20,10,15,15,25,24,22,41,""
14,31,26,28,32,34,35,24,23,20,18,20,22,21,19,17,13,13,13,12,34,20,21,17,20,""
15,19,19,18,28,30,20,15,12,24,21,16,16,14,15,16,8,9,11,16,21,20,19,11,15,""
16,6,20,23,21,17,26,13,14,14,21,17,23,27,19,19,18,13,13,15,22,20,28,18,13,""
17,25,20,39,24,35,35,31,27,18,30,27,19,20,12,16,12,15,9,17,20,16,18,12,8,""
18,32,31,32,24,37,25,23,30,16,28,14,24,14,17,16,14,12,8,17,16,21,18,9,19,""
19,27,26,41,37,30,35,20,26,23,24,41,20,26,15,10,8,15,9,16,25,15,15,10,7,""
20,12,20,34,24,24,30,26,32,29,12,31,14,25,19,20,14,13,15,18,22,21,28,15,21,""
21,20,35,30,41,44,38,28,38,28,35,22,20,23,18,14,12,12,12,19,31,21,20,16,17,""
22,21,29,42,30,34,27,29,28,25,18,22,34,19,19,20,18,14,16,21,25,21,12,20,19,""
23,23,23,31,24,36,35,23,25,25,27,20,22,22,20,16,13,13,10,12,17,19,17,15,16,""
24,13,24,31,38,30,15,13,24,39,21,16,21,15,13,10,10,13,12,20,19,25,25,13,20,""
25,14,24,32,29,27,31,22,18,18,22,16,26,21,16,17,9,17,11,21,17,22,9,8,14,""
26,13,18,27,29,36,35,26,20,18,14,16,20,11,18,16,11,5,3,13,17,19,14,15,5,""
27,17,19,26,21,20,20,25,9,13,28,19,15,15,7,16,13,10,17,8,34,14,12,18,26,""
28,16,29,20,32,35,26,25,22,22,15,18,24,24,20,7,10,35,9,13,17,21,21,16,28,""
29,28,34,22,30,33,25,16,18,22,22,21,21,19,17,31,22,13,13,15,30,18,32,19,13,""
30,21,25,37,32,49,36,22,16,10,23,22,27,26,10,16,6,15,20,18,10,19,18,21,16,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
