feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,5,3,7,14,10,13,23,27,46,58,52,55,36,49,32,27,31,37,21,20,23,36,5,""
02,2,2,8,7,5,9,16,24,35,39,51,56,53,40,41,43,31,36,30,28,24,14,10,6,""
03,2,3,9,5,8,6,6,16,18,33,44,43,45,39,46,46,33,41,24,22,22,13,6,3,""
04,7,3,3,10,5,18,16,17,26,41,41,44,58,48,37,37,38,26,27,27,19,14,12,8,""
05,5,8,4,10,7,8,13,12,31,28,41,31,34,50,20,38,34,30,35,25,15,12,8,0,""
06,6,5,4,4,13,9,13,15,23,25,38,48,35,39,49,50,35,36,24,29,17,16,8,2,""
07,5,2,5,8,4,18,13,17,23,31,45,36,37,36,40,38,33,30,32,20,22,17,12,10,""
08,7,4,6,6,5,11,15,14,27,30,51,56,43,39,31,37,36,43,33,22,18,17,1,3,""
09,4,7,3,10,10,9,11,14,22,29,44,41,46,31,43,46,42,32,32,20,22,12,9,11,""
10,4,4,7,6,10,5,11,17,17,33,40,35,44,33,38,34,26,31,25,19,16,14,4,4,""
11,5,6,10,3,12,10,11,13,14,26,39,35,39,29,25,34,34,32,21,20,24,14,19,12,""
12,6,7,7,9,11,15,19,12,31,38,32,45,51,36,34,28,33,30,27,31,28,14,13,2,""
13,5,3,6,9,15,20,14,18,20,33,30,47,44,32,33,24,29,28,23,21,23,16,8,6,""
14,7,3,4,9,13,15,9,14,12,28,31,40,32,33,41,36,32,34,45,27,18,25,9,10,""
15,5,4,4,10,4,10,14,11,18,30,38,50,45,32,48,29,57,44,38,43,20,16,14,9,""
16,7,3,5,7,13,11,6,15,19,16,39,40,40,41,31,28,35,35,29,26,25,19,12,6,""
17,4,4,10,9,12,11,11,15,11,28,35,42,37,37,37,38,39,51,31,23,27,23,7,4,""
18,3,6,2,8,9,6,8,19,26,28,37,24,36,40,35,31,44,34,33,33,15,9,11,12,""
19,4,2,7,3,5,4,11,10,16,25,27,39,35,44,42,34,27,32,25,20,23,13,13,5,""
20,8,11,4,4,16,11,13,10,11,16,17,27,29,22,31,26,28,27,29,26,19,12,13,12,""
21,7,5,3,4,10,8,13,12,14,29,32,33,38,31,29,31,34,28,26,26,22,24,11,7,""
22,6,3,8,9,10,13,10,11,18,25,29,38,34,22,26,39,38,44,27,25,18,18,10,32,""
23,71,11,5,5,11,6,12,14,16,29,40,44,46,29,39,24,35,26,24,19,22,11,6,8,""
24,6,7,6,5,7,10,8,13,12,14,21,41,44,40,46,26,29,35,26,28,22,8,10,4,""
25,2,4,5,13,12,12,10,11,24,27,40,34,35,42,42,42,39,35,22,26,21,18,7,7,""
26,4,3,2,10,7,10,11,12,23,19,36,29,39,35,31,46,43,23,33,19,24,15,11,6,""
27,3,4,9,11,4,12,13,15,22,21,36,52,37,48,42,31,44,35,32,18,16,14,6,9,""
28,8,5,2,3,9,15,9,12,18,22,45,48,38,34,34,41,39,19,26,26,18,14,9,8,""
29,1,4,7,3,6,6,16,17,21,25,42,44,40,36,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
