feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,0,0,0,1,1,0,0,0,1,3,2,2,3,1,2,1,3,9,6,11,11,5,9,""
02,1,0,2,0,1,0,0,1,1,1,0,0,2,1,2,2,1,3,1,4,4,8,5,3,""
03,1,1,0,0,1,0,0,2,0,0,1,2,2,2,1,0,1,0,4,2,4,4,5,3,""
04,3,2,0,0,0,4,1,2,0,1,1,0,3,0,1,-1,-1,-1,-1,-1,3,7,8,4,""
05,3,1,2,0,0,2,1,2,1,4,1,4,2,5,1,1,0,5,5,6,5,12,4,4,""
06,3,0,1,0,0,1,1,1,1,4,3,3,2,0,3,6,1,2,4,5,1,3,1,1,""
07,0,1,0,0,2,0,-1,0,1,1,1,7,1,6,1,4,1,8,6,10,3,-1,6,7,""
08,3,1,1,0,2,2,0,0,2,0,0,1,5,2,1,1,0,4,10,11,7,3,1,4,""
09,2,0,1,0,0,1,0,0,0,4,1,0,0,0,2,2,2,4,6,1,6,8,4,2,""
10,2,1,0,1,0,0,0,0,2,0,1,1,3,1,1,1,1,3,1,6,5,4,4,1,""
11,1,3,0,1,1,1,1,0,2,-1,0,1,2,2,1,2,3,3,1,3,6,3,1,9,""
12,0,1,2,0,0,0,0,1,0,0,-1,2,3,0,2,0,1,2,7,12,9,7,2,1,""
13,0,0,0,2,2,1,0,2,0,0,0,1,1,0,1,1,2,1,4,7,8,4,1,0,""
14,-1,-1,-1,0,2,1,0,1,4,3,1,2,4,0,3,1,1,1,0,1,4,7,2,0,""
15,2,0,0,1,0,0,1,1,0,1,1,0,3,2,1,1,1,2,2,3,5,10,5,2,""
16,1,1,0,0,2,0,0,1,0,0,1,0,0,2,3,8,26,3,1,1,3,8,1,2,""
17,2,1,0,0,0,1,1,0,1,4,2,1,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,1,1,2,0,1,1,4,3,4,1,6,3,8,4,7,3,1,2,""
19,0,0,1,1,1,1,2,1,0,0,2,2,3,1,1,4,1,2,1,3,0,6,4,4,""
20,0,0,0,2,1,0,0,1,0,0,1,1,0,1,4,4,2,1,2,3,2,-1,-1,-1,""
21,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,""
22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,5,""
23,0,0,0,0,0,1,0,0,0,2,3,2,2,1,0,2,2,4,1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,0,1,1,0,0,0,1,2,1,3,1,2,2,2,3,3,5,4,6,3,3,""
25,2,1,1,0,1,2,0,1,1,0,0,2,3,6,3,5,17,15,10,22,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
