feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,20,13,13,12,14,9,21,10,17,17,12,6,3,4,5,4,4,4,7,3,14,17,12,""
02,22,16,21,20,17,5,13,18,20,9,14,10,10,7,6,3,4,3,4,5,8,9,13,17,""
03,14,13,12,15,9,12,20,11,16,8,13,8,7,1,8,5,6,6,1,8,13,7,12,8,""
04,14,28,17,9,17,5,12,15,12,15,6,14,6,3,4,6,6,2,4,8,8,6,9,7,""
05,11,15,18,21,14,11,11,16,19,13,8,14,13,8,4,5,2,6,9,6,10,9,13,16,""
06,16,11,8,14,10,15,18,8,11,13,17,7,6,5,8,4,3,6,4,8,5,11,9,9,""
07,9,13,24,12,15,9,6,6,12,14,9,11,11,6,7,2,6,6,8,4,9,4,16,6,""
08,6,14,14,11,16,13,7,10,11,14,13,13,10,4,6,5,8,3,6,6,7,9,14,11,""
09,11,12,22,13,11,7,13,15,15,7,8,3,9,5,9,5,2,4,8,5,5,10,7,13,""
10,19,17,16,18,16,13,14,12,11,7,17,8,11,5,8,0,6,7,3,6,7,16,6,10,""
11,15,16,13,14,12,14,14,11,7,12,17,9,13,4,6,9,3,6,5,6,5,7,14,10,""
12,15,14,16,13,15,14,13,15,26,17,18,7,4,6,12,3,6,5,4,7,17,10,15,17,""
13,12,18,12,14,13,12,8,10,14,15,11,9,8,9,1,4,3,4,6,10,11,17,6,12,""
14,15,13,15,19,7,8,9,10,13,8,15,10,3,6,5,3,10,6,4,10,8,8,12,14,""
15,12,15,17,12,13,13,8,8,13,15,8,12,3,9,5,8,8,2,3,11,10,7,10,17,""
16,7,10,18,14,11,10,14,8,7,9,6,11,9,9,6,7,3,4,5,3,7,8,8,5,""
17,7,14,8,16,8,13,16,6,19,21,14,8,8,5,5,1,4,6,6,9,10,9,3,8,""
18,11,10,13,9,11,17,13,14,18,15,10,10,15,4,5,4,4,3,2,10,6,7,11,6,""
19,15,20,14,6,14,9,14,7,9,9,14,4,9,6,5,6,4,2,9,8,9,10,11,13,""
20,7,15,22,15,22,10,6,9,10,5,6,6,12,10,2,1,4,4,4,4,9,7,13,6,""
21,11,19,20,12,9,13,15,11,17,7,12,3,5,3,8,4,3,2,5,7,9,6,10,7,""
22,5,13,12,15,12,16,13,9,8,11,10,12,5,5,4,3,4,2,7,10,8,10,12,5,""
23,19,10,13,15,19,7,5,7,11,11,11,12,9,7,2,5,3,4,7,4,6,7,10,12,""
24,10,10,12,11,18,9,9,9,14,10,15,15,8,7,4,6,5,3,4,4,15,10,4,6,""
25,8,12,12,14,3,8,12,14,15,12,11,13,8,5,3,8,5,7,2,4,8,8,5,10,""
26,7,16,20,10,9,6,22,14,11,8,10,8,7,6,5,2,0,4,1,7,9,15,9,12,""
27,9,4,19,15,14,13,12,11,9,10,9,10,9,6,8,3,1,4,1,6,8,16,8,10,""
28,10,11,21,15,12,8,13,13,8,7,15,8,8,12,5,5,4,8,4,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
