aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,93,114,110,113,125,86,56,37,59,46,28,31,25,17,24,25,34,21,20,26,23,54,68,87,""
02,99,89,107,102,88,75,70,48,33,31,36,37,25,50,40,19,14,15,21,18,35,30,66,93,""
03,114,105,111,80,95,112,60,43,49,31,16,15,6,21,21,20,15,13,9,16,32,30,43,53,""
04,58,65,85,80,68,70,49,36,37,51,25,29,21,21,25,17,20,3,5,7,25,37,26,44,""
05,87,89,99,60,73,78,64,60,52,42,45,38,43,27,32,15,20,30,22,28,21,35,45,83,""
06,100,106,80,109,61,59,57,51,58,45,35,9,4,3,1,25,2,4,17,15,23,33,51,65,""
07,69,93,80,68,73,86,51,49,52,57,37,34,24,29,25,16,23,13,20,27,31,30,43,59,""
08,78,73,79,77,77,72,69,43,33,6,4,2,0,26,34,14,22,35,84,18,22,33,79,91,""
09,69,95,96,84,78,84,54,57,82,42,38,8,31,23,32,26,26,15,28,22,22,42,72,63,""
10,66,80,60,64,84,69,65,53,64,65,40,49,48,30,28,20,19,19,19,15,27,33,43,38,""
11,66,43,88,70,53,62,59,59,50,50,49,55,41,29,35,34,17,28,18,17,30,45,62,88,""
12,87,87,92,90,91,101,82,94,83,106,112,44,69,42,49,29,43,19,24,29,48,48,61,66,""
13,76,78,80,87,75,101,88,52,78,107,77,60,46,38,38,33,32,28,16,30,33,43,48,42,""
14,36,87,104,80,53,35,46,42,51,52,53,35,22,28,23,9,18,9,19,20,22,37,48,61,""
15,47,44,50,45,68,53,47,54,53,36,40,42,26,20,7,4,15,13,13,20,16,42,35,44,""
16,65,60,54,63,50,49,70,42,36,43,32,43,24,34,26,16,17,15,17,13,21,30,28,41,""
17,53,55,71,65,68,77,49,36,53,33,32,31,22,19,20,15,16,19,16,18,22,28,39,48,""
18,44,63,57,56,47,46,42,43,40,29,30,33,16,22,17,30,20,18,13,26,14,37,41,46,""
19,61,64,44,42,61,45,48,44,36,45,35,25,30,22,23,30,21,22,19,24,33,29,44,55,""
20,46,56,54,54,59,64,58,42,41,33,44,19,22,20,18,18,40,16,19,8,14,30,41,39,""
21,56,39,49,55,42,56,43,40,32,23,23,21,31,22,20,24,20,19,14,9,19,27,48,42,""
22,62,50,57,55,54,44,45,35,24,34,27,35,28,34,17,31,14,15,17,10,11,22,22,20,""
23,26,34,20,29,18,30,29,42,33,43,33,35,18,11,20,20,28,25,21,26,23,33,27,43,""
24,53,65,55,56,41,53,50,47,32,32,28,32,17,19,18,13,19,16,16,15,17,33,45,43,""
25,56,49,44,42,36,61,34,31,24,32,-1,-1,-1,-1,-1,-1,2,8,4,11,14,20,20,33,""
26,26,33,23,45,48,37,40,30,22,50,26,0,0,1,11,10,11,0,1,0,1,0,2,0,""
27,1,3,5,1,3,1,7,6,1,1,1,0,1,5,0,0,1,3,10,36,43,47,71,87,""
28,71,65,66,51,81,97,59,76,67,62,61,45,72,59,61,54,70,22,23,23,18,52,53,48,""
29,62,59,66,60,49,52,53,45,55,47,60,47,48,36,44,33,33,36,64,55,29,53,52,63,""
30,68,63,61,60,51,74,64,55,59,50,67,46,33,30,35,34,19,31,20,26,23,34,39,43,""
31,56,69,55,63,51,55,73,34,52,58,61,49,39,27,28,17,27,20,25,23,27,40,62,45,""
