apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,035,030,039,028,036,038,044,044,050,046,038,039,023,026,022,031,023,019,018,030,020,034,026,039
02,038,039,042,023,029,021,032,030,034,035,046,045,035,036,029,033,019,018,023,019,029,033,035,035
03,034,036,034,037,027,035,035,058,043,035,058,052,045,028,024,023,012,019,034,027,023,051,051,041
04,040,028,052,041,046,048,047,057,060,063,044,053,036,021,016,027,025,012,024,018,037,032,038,040
05,044,052,041,042,030,029,032,034,029,025,030,028,022,030,035,029,023,025,022,021,029,038,039,031
06,050,043,044,051,049,052,051,056,063,056,063,039,058,034,044,030,028,022,021,023,037,041,040,053
07,035,040,032,040,038,031,040,040,040,036,055,049,041,027,018,020,020,017,027,031,024,037,041,026
08,041,042,051,044,041,041,059,049,041,047,064,058,062,037,025,030,020,013,016,026,022,026,037,024
09,042,041,048,049,030,042,041,037,048,042,041,036,028,019,045,027,021,014,019,027,033,035,035,045
10,039,041,036,045,030,043,053,043,026,026,030,043,034,034,029,022,033,026,026,026,039,027,026,022
11,032,028,023,042,046,033,042,045,034,054,038,038,019,030,034,029,026,012,016,022,022,035,021,024
12,026,029,021,028,029,030,033,040,039,049,047,033,023,045,038,026,023,024,021,023,018,029,032,037
13,040,055,046,044,049,052,046,054,059,067,078,055,038,042,034,033,032,035,026,024,033,034,043,046
14,047,040,037,022,031,033,046,045,065,067,061,058,039,025,016,019,023,023,033,023,037,042,035,037
15,035,036,054,036,042,053,036,014,011,010,011,010,029,037,030,041,026,018,018,016,023,038,039,033
16,034,053,045,045,037,061,061,048,051,056,037,018,049,020,031,031,026,033,027,023,035,044,048,042
17,064,057,048,055,060,054,066,063,065,075,083,063,056,053,040,034,016,031,029,023,036,039,045,044
18,041,044,040,057,045,062,055,043,040,059,066,040,045,055,052,038,039,025,019,029,029,021,027,037
19,037,046,036,054,052,063,054,069,054,059,048,053,041,044,053,032,032,033,027,024,027,036,029,037
20,034,021,035,038,031,045,034,036,053,034,042,034,037,051,033,033,032,030,031,026,034,033,042,038
21,037,042,031,039,036,043,051,044,047,065,060,058,039,025,038,024,020,025,023,033,031,044,050,026
22,048,048,035,017,026,028,036,060,062,056,065,059,045,037,046,048,029,031,019,035,033,051,049,036
23,041,041,031,034,050,042,053,060,049,059,058,058,043,038,054,032,033,019,023,032,031,030,046,051
24,045,055,059,055,048,039,-1,-1,-1,-1,-1,-1,018,038,028,026,026,027,024,029,041,039,043,042
25,044,044,048,041,028,043,050,064,067,071,056,055,057,033,039,036,036,031,020,020,029,043,035,045
26,046,039,058,044,060,064,067,052,065,056,069,053,049,046,035,038,034,033,025,028,030,028,037,041
27,038,053,042,053,050,052,049,058,063,081,066,070,052,038,032,027,024,019,025,029,041,025,036,039
28,059,060,057,050,057,056,074,061,073,071,073,050,043,052,046,039,025,013,018,024,020,022,034,047
29,044,039,050,053,059,059,063,066,071,070,055,037,039,044,039,042,033,029,020,029,019,023,024,031
30,045,058,051,058,063,066,065,068,061,063,048,058,054,029,045,025,020,022,015,031,025,022,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
