apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,55,39,33,49,38,38,39,25,41,31,32,32,31,30,19,21,18,12,14,18,17,23,29,43,""
02,58,59,50,56,47,40,37,31,47,33,36,34,47,37,29,29,19,12,12,11,19,26,25,41,""
03,59,54,53,53,47,44,24,35,47,46,39,37,39,42,25,16,21,12,13,12,19,22,27,35,""
04,44,55,61,50,55,36,34,38,31,35,26,19,26,30,27,11,19,8,11,19,24,29,32,31,""
05,34,51,52,44,45,44,39,47,23,29,36,21,25,31,24,8,15,13,12,13,18,25,30,33,""
06,49,54,57,41,44,46,40,41,60,44,29,37,40,29,38,27,16,23,20,25,25,36,52,38,""
07,68,56,58,58,36,47,31,45,47,43,35,33,48,33,21,21,21,13,16,22,33,32,39,41,""
08,70,49,63,55,61,51,43,46,56,48,51,44,39,32,32,28,27,24,20,18,26,32,50,52,""
09,64,71,58,54,48,45,40,26,51,44,27,38,33,37,26,21,17,16,12,10,19,22,36,46,""
10,52,51,44,46,43,30,42,39,39,31,22,25,26,20,20,14,5,8,12,10,14,8,17,26,""
11,47,52,43,66,45,39,50,45,48,32,25,28,18,22,14,18,18,14,6,7,18,16,28,21,""
12,52,56,53,53,47,39,59,31,24,29,18,29,31,37,25,20,17,12,12,12,17,27,30,19,""
13,58,60,57,47,47,34,37,53,48,39,44,29,38,28,18,18,21,15,15,18,10,16,20,46,""
14,52,50,49,48,44,54,42,50,39,52,29,33,52,33,31,20,15,16,16,17,18,23,29,50,""
15,49,46,54,53,57,43,36,39,40,42,39,45,51,30,27,28,14,17,16,12,14,19,27,39,""
16,58,58,57,57,48,42,61,54,56,42,49,40,41,43,25,17,26,-1,14,13,13,26,21,44,""
17,53,49,45,52,48,33,42,44,51,35,39,28,25,33,28,33,20,16,23,18,13,12,28,34,""
18,46,58,44,52,52,53,43,47,45,50,45,36,34,28,21,27,24,19,21,13,17,27,38,27,""
19,60,61,64,71,51,47,53,53,34,29,37,36,35,43,36,22,23,17,17,11,19,27,32,56,""
20,51,54,63,45,46,42,35,39,51,43,38,40,28,34,26,23,18,22,14,13,20,36,58,65,""
21,71,62,53,55,57,48,56,59,64,54,46,43,33,26,30,17,17,14,12,-1,15,19,25,42,""
22,47,51,63,51,58,49,42,40,46,55,41,37,38,36,26,24,15,12,18,14,15,22,31,48,""
23,69,66,74,49,49,72,43,57,53,47,41,42,40,43,39,24,15,12,19,13,20,14,26,44,""
24,63,69,59,54,60,54,46,60,56,63,56,50,38,37,34,19,20,12,16,13,18,21,24,23,""
25,33,55,56,49,54,41,51,42,51,53,35,35,19,31,31,23,21,19,16,16,12,24,25,59,""
26,56,48,44,49,55,58,37,49,29,28,37,33,40,43,38,18,17,12,16,13,21,22,30,47,""
27,48,44,37,47,55,44,29,48,48,33,32,35,38,42,32,22,25,23,15,11,21,23,32,59,""
28,55,54,59,41,45,38,38,45,36,42,37,30,46,39,34,22,21,15,16,18,19,22,30,30,""
29,62,53,56,51,44,48,48,47,49,44,39,31,40,44,28,26,16,17,13,13,21,23,31,45,""
30,53,47,41,56,57,63,68,62,67,49,56,35,36,44,30,25,28,15,19,15,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
