apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,22,22,36,37,45,50,64,78,63,62,59,64,61,70,62,62,65,47,37,41,23,19,29,""
02,15,21,35,36,46,41,61,71,97,53,47,56,61,68,63,80,75,60,54,56,41,26,19,20,""
03,22,31,41,33,44,44,55,81,77,62,66,74,57,67,68,86,80,62,75,59,53,33,31,30,""
04,28,20,24,27,40,45,54,63,51,33,60,46,42,52,45,36,43,46,51,44,40,29,14,16,""
05,26,22,39,42,49,81,64,74,94,48,42,57,46,56,60,67,72,69,60,49,66,36,30,28,""
06,26,34,25,43,36,57,74,87,72,64,77,67,56,63,84,80,70,63,56,46,34,39,23,29,""
07,19,39,35,38,42,49,82,93,71,60,74,94,75,77,96,68,60,48,62,62,43,35,32,22,""
08,19,31,32,30,47,48,70,84,101,49,62,64,49,62,48,61,52,44,55,39,25,21,27,30,""
09,25,24,31,37,20,37,27,47,75,71,65,60,79,76,73,82,64,43,38,37,52,31,17,24,""
10,18,27,28,20,36,51,53,51,54,50,62,69,67,66,80,76,81,67,57,43,19,26,20,26,""
11,15,23,21,31,24,32,29,42,62,45,48,46,45,52,43,62,67,79,65,60,45,27,20,14,""
12,13,15,31,36,52,45,73,84,83,74,78,75,58,99,88,77,85,56,69,61,48,45,41,32,""
13,24,41,38,51,36,54,85,103,77,80,69,57,82,72,67,86,57,53,41,39,32,19,21,16,""
14,15,18,31,39,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,10,8,7,11,10,10,30,23,22,20,19,28,35,20,16,31,43,31,21,30,22,25,""
16,24,21,20,26,22,30,46,50,47,47,38,29,37,54,53,75,53,75,44,38,31,20,16,31,""
17,25,28,30,30,43,35,60,52,64,47,61,65,59,62,78,82,96,78,73,66,50,29,23,22,""
18,12,36,30,43,42,57,66,76,48,29,39,62,76,95,109,92,103,103,87,59,35,15,21,26,""
19,19,17,29,27,34,43,52,66,53,65,65,56,64,65,71,61,62,58,41,53,37,31,33,31,""
20,22,27,24,21,31,33,53,62,56,42,41,30,49,61,70,51,59,61,58,43,24,25,22,24,""
21,20,24,35,38,43,35,35,49,55,51,39,42,46,39,47,47,84,82,48,39,30,26,13,19,""
22,18,29,28,39,36,35,46,55,46,60,55,33,63,73,70,75,92,74,52,42,34,26,28,30,""
23,16,24,22,22,30,43,43,49,60,60,65,74,76,85,86,70,84,77,57,47,29,25,21,30,""
24,21,43,27,34,33,45,58,41,76,71,62,66,70,90,79,68,85,97,54,34,24,30,36,15,""
25,22,25,30,36,34,45,48,69,76,61,64,68,78,76,84,94,100,99,80,72,61,37,24,18,""
26,15,18,27,32,40,48,66,75,81,64,54,63,92,75,81,75,90,83,68,49,31,27,35,11,""
27,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,75,106,78,74,61,55,35,31,32,19,""
28,29,35,43,49,53,48,54,62,63,46,56,50,55,67,83,89,73,63,84,34,20,11,16,13,""
29,20,25,13,23,43,47,57,62,85,57,75,60,53,51,68,64,57,56,52,37,20,22,20,14,""
30,13,13,23,24,28,53,62,67,60,50,28,26,63,71,82,102,82,70,50,33,21,13,17,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
