apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,41,56,46,38,49,37,40,49,48,37,36,41,27,32,28,19,17,16,22,19,16,33,30,""
02,61,64,60,73,58,46,48,49,43,73,67,60,52,37,35,35,50,27,34,27,33,33,47,63,""
03,100,87,64,55,43,51,46,35,46,53,60,71,59,61,30,29,34,26,26,36,36,39,53,76,""
04,103,95,92,92,91,53,46,55,53,54,70,84,70,73,53,42,19,35,17,31,33,31,54,63,""
05,71,82,104,85,86,69,65,68,61,76,92,71,80,70,66,55,43,40,35,46,37,24,30,51,""
06,76,97,84,79,88,69,73,49,54,86,77,70,65,64,36,41,39,32,25,48,44,130,156,125,""
07,203,222,202,241,181,114,145,165,142,88,75,69,70,95,75,46,47,53,46,52,46,54,89,120,""
08,146,154,169,183,168,156,126,99,114,105,95,91,112,105,61,56,74,63,41,51,55,66,74,78,""
09,99,109,88,82,60,61,84,83,112,144,139,147,155,163,144,128,86,75,58,79,66,71,51,89,""
10,116,164,197,176,118,109,88,153,186,154,172,172,181,150,110,95,70,68,51,78,101,88,109,156,""
11,139,173,104,73,62,101,143,131,108,150,152,137,150,178,159,97,84,77,68,79,65,102,118,132,""
12,182,207,196,187,172,117,133,131,136,133,130,142,145,136,126,135,84,66,78,60,80,66,93,125,""
13,200,188,197,195,177,96,85,64,80,81,148,154,140,105,116,112,77,118,133,85,82,70,64,76,""
14,110,149,151,173,186,131,116,145,182,125,111,138,153,122,84,103,64,62,81,80,85,85,101,152,""
15,190,228,199,128,192,129,126,70,54,25,11,9,28,55,91,92,80,46,64,80,88,120,109,153,""
16,176,173,210,144,116,138,125,147,117,84,138,139,160,124,89,71,68,64,65,75,83,105,101,115,""
17,137,185,197,164,175,120,122,124,117,150,161,150,160,127,93,54,64,58,54,39,68,96,121,102,""
18,87,117,135,170,136,129,107,99,113,110,119,117,159,132,108,99,77,65,65,32,28,42,49,104,""
19,157,181,175,115,138,136,175,137,165,147,98,117,132,99,93,83,84,84,87,44,49,96,111,130,""
20,166,174,196,172,154,81,56,128,110,124,95,130,140,80,50,55,60,76,106,51,58,83,126,151,""
21,82,72,107,139,152,106,117,182,140,101,107,105,98,74,59,54,47,29,38,37,23,34,32,46,""
22,52,67,76,61,75,67,78,57,71,79,96,95,73,78,62,49,34,41,35,31,44,42,65,71,""
23,106,108,111,107,112,102,92,105,160,211,114,95,96,83,91,120,84,54,43,59,69,121,106,123,""
24,167,196,190,132,137,96,132,134,10,100,163,137,156,139,147,141,173,68,39,48,67,76,77,60,""
25,77,74,67,65,66,66,66,66,53,76,84,90,85,69,71,55,37,35,25,34,31,40,44,46,""
26,60,123,135,157,134,135,118,124,147,124,157,194,186,156,165,136,123,78,79,88,75,64,87,137,""
27,141,157,174,151,107,89,95,105,113,128,141,113,90,127,128,91,76,58,46,36,67,84,135,181,""
28,182,173,146,180,137,110,97,72,58,82,105,99,83,87,118,120,68,60,89,148,52,55,125,106,""
29,72,84,60,104,137,144,132,117,141,158,141,155,139,155,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
