sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,204,204,178,158,192,224,240,218,214,404,364,591,366,283,265,287,229,186,180,267,572,319,616,247,""
02,178,201,189,232,328,350,439,387,154,71,372,394,357,316,317,316,366,288,219,355,238,194,233,162,""
03,192,186,183,212,287,335,316,298,322,226,242,221,217,216,237,260,216,200,210,297,230,212,161,144,""
04,176,192,185,189,313,329,324,441,307,97,87,275,484,288,282,306,217,268,215,214,234,177,124,139,""
05,185,170,168,182,191,256,312,219,254,232,226,236,212,205,186,195,233,187,222,243,150,149,349,273,""
06,232,259,400,378,263,275,458,437,443,432,318,457,511,298,501,106,7,6,6,6,6,6,34,127,""
07,6,6,13,6,6,6,6,6,6,6,71,702,638,424,318,283,560,677,501,280,221,224,237,109,""
08,159,323,234,626,625,476,566,613,539,631,329,516,447,279,351,286,226,288,334,209,211,132,135,130,""
09,161,177,155,165,226,239,222,176,175,181,215,219,161,190,140,189,157,144,156,204,163,119,144,145,""
10,170,170,155,170,226,230,248,223,206,237,218,279,282,250,241,198,238,197,183,274,255,138,111,120,""
11,153,158,171,174,184,217,344,178,8,21,12,32,148,132,162,169,151,137,129,138,243,199,122,120,""
12,145,126,168,168,161,307,464,432,153,160,188,266,253,218,176,184,184,135,242,423,435,278,161,117,""
13,164,174,191,188,213,199,336,213,301,333,323,264,296,354,282,282,211,179,158,411,243,145,246,214,""
14,554,378,249,432,455,365,520,378,379,275,410,409,355,363,355,323,256,193,388,413,399,185,158,150,""
15,186,214,196,171,249,326,325,319,465,307,351,88,379,692,487,386,201,245,116,109,164,69,67,205,""
16,283,389,296,440,450,423,414,264,267,223,320,372,451,275,156,462,762,264,284,290,194,147,154,136,""
17,150,155,156,145,183,276,197,301,165,208,307,225,273,232,393,435,257,151,182,221,241,146,141,207,""
18,209,173,257,248,487,261,313,235,274,222,304,310,375,340,235,251,291,296,252,461,171,228,115,146,""
19,157,152,159,154,186,218,479,265,648,320,261,198,232,269,170,254,162,163,100,133,125,125,102,146,""
20,118,145,143,181,198,233,116,3,256,27,241,55,17,261,466,455,544,318,701,765,747,710,710,742,""
21,556,700,657,678,635,546,631,458,420,471,476,552,208,102,109,70,52,99,79,87,60,66,72,57,""
22,84,82,74,66,101,111,109,118,86,94,99,156,137,133,170,158,203,124,177,282,172,91,98,107,""
23,118,102,109,130,141,185,185,167,143,177,150,154,178,168,170,155,128,137,114,157,147,99,96,110,""
24,112,137,131,131,113,151,148,199,135,149,169,160,162,127,114,126,110,100,92,82,113,97,88,83,""
25,111,131,137,127,165,279,179,209,295,316,231,279,259,248,258,192,169,138,118,106,97,93,91,100,""
26,112,129,145,119,135,152,181,158,158,145,146,162,154,122,131,131,88,90,232,109,107,82,74,88,""
27,119,107,139,147,159,207,187,258,190,238,219,234,322,209,244,248,164,226,261,222,175,211,194,248,""
28,243,235,262,258,250,309,321,380,325,471,306,336,222,294,525,228,310,582,137,130,117,104,90,94,""
29,100,97,115,90,108,133,128,134,116,121,119,131,132,112,93,99,98,74,90,125,94,72,73,94,""
30,102,120,106,116,120,127,154,158,159,156,135,182,231,185,110,203,173,552,323,121,133,58,87,14,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]lqlzb`Ilqdf,}azb`je,"k'jfd"
