sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,80,74,73,76,59,47,29,30,27,22,27,11,20,15,10,13,10,12,14,13,11,32,42,43,""
02,67,77,73,55,43,20,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,22,29,57,69,""
03,67,68,81,61,71,30,33,26,26,27,23,31,10,21,10,12,12,17,24,11,20,18,19,37,""
04,56,29,32,35,22,17,11,14,16,18,22,17,24,22,14,8,17,9,6,12,14,14,23,27,""
05,16,25,22,40,43,26,21,15,21,21,19,14,17,12,9,21,18,10,18,14,28,22,32,60,""
06,50,49,40,41,24,13,21,18,15,22,21,11,15,15,14,19,20,10,12,27,19,17,13,34,""
07,31,38,29,21,29,23,19,25,14,14,11,17,16,13,24,9,16,11,15,14,18,13,24,36,""
08,39,7,13,21,29,25,21,10,9,7,14,5,17,17,15,14,11,16,18,10,30,13,17,23,""
09,28,30,25,33,39,22,20,18,24,21,17,19,20,15,21,11,13,15,9,12,17,24,27,34,""
10,31,29,25,37,19,18,17,22,19,16,16,16,16,9,16,6,9,15,11,13,15,14,33,34,""
11,31,43,34,23,16,33,16,20,21,26,15,14,14,15,22,14,20,17,14,18,12,28,28,43,""
12,54,55,50,45,37,-1,-1,-1,-1,-1,-1,18,29,18,18,23,20,14,13,23,25,39,42,59,""
13,64,59,46,53,41,34,21,26,23,32,18,24,23,15,12,12,12,12,25,18,19,26,17,21,""
14,32,49,39,25,21,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,25,27,31,51,""
15,65,88,41,69,48,32,20,32,22,20,25,15,24,17,7,12,12,18,12,18,30,8,24,40,""
16,60,36,35,37,22,26,10,23,19,20,24,16,24,20,13,25,20,13,12,18,25,26,32,33,""
17,44,44,55,67,47,23,22,21,26,20,15,26,19,20,23,19,20,12,24,25,22,23,26,56,""
18,52,46,59,26,42,32,10,30,43,27,26,22,35,28,27,18,19,26,17,12,20,25,40,58,""
19,74,81,62,75,56,46,26,22,18,19,20,27,20,19,20,22,22,16,28,24,33,35,40,40,""
20,36,56,55,43,46,38,21,18,31,22,27,24,24,24,22,14,9,21,18,14,28,27,38,61,""
21,45,45,32,34,17,17,20,24,11,17,12,13,16,14,18,12,14,9,14,24,13,31,28,36,""
22,51,58,57,59,43,26,20,26,27,22,22,30,15,17,15,14,8,14,18,16,25,26,21,39,""
23,42,47,46,60,31,25,14,20,18,16,17,10,17,17,19,20,16,18,14,15,20,36,57,52,""
24,51,64,59,66,38,28,19,37,23,27,26,29,18,13,19,14,25,19,10,22,33,29,46,72,""
25,70,76,62,44,44,31,18,39,30,28,26,14,22,25,13,9,19,22,20,29,26,35,33,58,""
26,66,45,48,60,44,32,25,19,12,12,26,12,23,17,19,17,21,12,11,22,26,26,32,46,""
27,28,59,56,62,37,24,29,32,33,38,24,15,19,20,18,24,18,21,16,17,26,29,55,61,""
28,70,72,55,55,42,25,13,35,21,27,16,25,9,14,16,16,15,15,14,22,19,37,39,66,""
29,58,80,48,49,46,29,15,23,16,15,20,23,19,15,23,24,16,8,15,18,22,14,31,46,""
30,38,38,38,54,29,18,19,25,17,23,27,19,18,19,17,8,9,4,6,16,25,29,24,56,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]e,"j'nfk`gIndh`e'jfd"
