sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,54,47,39,43,70,54,69,56,52,44,56,41,33,27,51,29,35,33,22,19,23,38,42,44,""
02,43,51,64,65,67,70,73,65,53,68,45,37,37,34,30,38,30,28,22,26,39,50,41,58,""
03,66,58,50,62,62,61,79,56,58,49,37,29,33,30,39,45,35,22,30,25,30,45,48,40,""
04,47,49,53,49,57,87,69,73,57,58,49,47,45,35,24,25,27,22,34,43,27,32,53,46,""
05,58,58,56,57,67,76,82,67,52,53,42,33,26,26,25,40,41,42,56,26,42,45,61,54,""
06,69,55,51,66,61,71,72,68,68,60,42,49,34,46,29,39,49,35,44,29,40,48,37,41,""
07,58,63,71,49,56,81,79,73,57,57,52,53,35,44,28,25,30,15,40,34,33,36,48,55,""
08,66,63,64,67,76,75,71,68,63,82,48,41,39,50,43,42,28,22,29,27,42,46,42,40,""
09,50,46,59,48,68,73,72,61,74,43,26,42,28,31,46,32,28,18,35,16,26,35,34,39,""
10,49,50,39,52,57,70,60,60,51,42,42,34,21,23,18,24,28,27,17,27,23,32,35,31,""
11,46,48,62,45,53,60,61,56,51,49,49,46,29,28,37,30,25,19,37,17,28,36,31,36,""
12,42,49,50,49,61,59,51,59,48,60,39,32,25,23,26,29,23,26,31,19,26,39,44,39,""
13,43,54,57,49,66,75,77,61,57,62,50,70,46,45,25,17,19,17,13,27,23,23,24,35,""
14,45,42,53,46,58,60,64,57,50,75,112,55,126,78,24,18,15,10,14,13,10,14,17,29,""
15,17,18,27,25,33,27,40,40,36,35,35,33,25,37,37,17,17,20,15,31,29,39,44,38,""
16,32,29,30,27,42,40,59,32,60,58,33,25,18,22,25,27,28,21,27,18,27,20,22,22,""
17,36,55,44,37,36,43,58,35,26,27,15,37,24,23,14,17,11,20,16,18,20,14,32,31,""
18,26,26,35,30,45,44,50,38,45,36,30,23,20,15,14,13,10,10,12,3,12,12,18,23,""
19,30,24,26,20,25,38,27,33,31,21,25,12,15,14,10,14,20,15,12,13,17,19,18,20,""
20,17,29,21,21,26,27,30,26,18,27,25,15,11,15,20,6,10,7,7,6,17,16,21,13,""
21,19,31,17,20,28,24,33,26,33,32,21,24,22,16,14,17,11,15,24,8,15,19,25,37,""
22,43,25,27,23,35,23,30,32,29,28,29,18,22,17,14,9,13,16,20,18,14,21,16,23,""
23,28,41,37,27,27,32,46,37,33,39,26,28,18,22,27,18,18,15,13,14,15,25,23,30,""
24,26,30,24,27,38,27,34,23,16,22,18,15,13,9,10,15,11,14,8,11,14,12,31,12,""
25,28,22,12,18,21,28,27,20,25,21,21,24,18,15,14,5,4,15,6,8,10,4,10,19,""
26,23,17,27,17,26,24,37,31,17,17,10,23,9,20,17,23,11,15,17,24,12,19,18,24,""
27,16,16,18,18,21,15,29,24,22,18,21,19,17,12,17,12,11,12,13,13,20,20,22,19,""
28,21,18,13,19,20,20,39,21,14,25,22,12,16,23,13,17,9,12,11,14,11,18,11,22,""
29,9,14,14,14,17,32,17,26,32,37,24,25,19,15,19,18,9,6,8,7,9,10,6,26,""
30,12,20,17,16,34,30,41,24,35,25,23,36,20,18,34,20,13,10,13,6,11,21,27,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
