sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,1,1,10,1,6,1,4,2,6,2,5,1,4,5,4,1,1,1,9,2,1,2,1,""
02,2,1,3,1,2,5,1,4,14,6,4,1,3,11,5,4,3,2,1,6,1,-1,2,1,""
03,2,2,2,1,2,1,1,5,5,1,1,2,4,3,7,1,1,5,-1,15,4,4,1,3,""
04,2,3,-1,-1,8,2,2,10,9,6,6,9,5,9,8,4,3,3,1,5,4,7,2,5,""
05,2,1,-1,-1,2,-1,2,3,2,-1,4,6,5,4,3,1,3,2,5,7,-1,1,-1,3,""
06,1,3,2,-1,5,2,2,5,3,3,4,11,9,12,4,2,3,2,10,6,10,-1,2,5,""
07,6,3,4,-1,2,2,4,4,3,5,5,4,2,11,6,6,3,3,2,3,6,4,2,4,""
08,1,2,-1,-1,5,-1,1,4,-1,4,7,5,5,3,5,1,4,-1,7,3,-1,3,-1,3,""
09,3,4,1,1,6,3,3,2,1,1,5,2,4,5,1,5,7,23,8,3,2,2,1,1,""
10,2,1,4,1,1,1,1,2,1,3,1,7,10,7,5,3,2,11,3,8,1,3,1,4,""
11,2,4,-1,-1,9,-1,1,7,9,9,10,11,1,16,5,10,4,2,7,4,1,2,6,7,""
12,1,6,-1,-1,1,4,1,3,1,2,2,3,2,4,5,2,1,-1,2,13,1,2,5,1,""
13,3,-1,-1,-1,2,-1,1,1,2,2,5,3,1,3,3,2,1,-1,-1,5,1,2,-1,1,""
14,-1,-1,1,-1,-1,1,3,2,5,2,5,2,-1,1,11,1,1,3,-1,-1,1,1,6,3,""
15,3,-1,2,-1,3,3,1,-1,-1,1,8,2,1,-1,3,5,1,6,-1,8,3,-1,-1,0,""
16,-1,1,6,1,-1,-1,5,3,5,5,2,4,4,5,2,1,5,-1,2,-1,2,1,1,0,""
17,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,2,2,1,-1,2,1,2,1,-1,-1,1,""
18,1,1,2,1,1,-1,-1,-1,9,6,-1,-1,-1,2,9,2,6,1,1,2,3,7,-1,0,""
19,1,-1,-1,-1,1,4,1,3,1,-1,1,-1,1,1,2,3,1,4,3,7,13,6,6,4,""
20,-1,1,3,1,2,2,2,1,1,3,1,-1,8,11,5,-1,-1,7,-1,3,3,1,1,1,""
21,2,2,1,4,6,3,3,1,1,4,3,3,4,2,1,7,1,3,8,6,4,4,1,0,""
22,1,-1,1,3,3,3,2,3,-1,-1,7,1,1,6,3,4,9,1,2,1,2,3,-1,0,""
23,1,2,2,3,-1,-1,2,1,1,1,5,1,3,3,3,1,1,-1,-1,1,1,-1,1,1,""
24,2,1,2,-1,1,1,1,2,-1,-1,6,2,2,6,2,9,7,1,4,-1,1,3,1,0,""
25,2,-1,-1,2,6,2,4,3,5,1,8,12,6,5,4,2,1,3,7,7,1,1,1,1,""
26,5,3,1,1,2,1,1,13,15,10,8,8,13,5,10,4,1,3,5,10,12,2,8,9,""
27,-1,2,1,1,-1,8,3,12,2,7,4,10,2,5,6,3,5,9,1,1,2,12,1,5,""
28,8,3,3,5,1,1,1,1,2,2,2,-1,6,4,3,-1,1,-1,6,10,8,8,-1,5,""
29,1,2,2,2,3,3,1,10,7,5,7,5,3,10,7,7,1,5,9,8,3,1,2,0,""
30,3,-1,2,1,2,1,1,2,5,3,11,3,2,9,9,6,5,3,-1,8,1,4,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
