sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,53,72,91,117,98,91,83,95,106,115,86,94,120,89,92,60,91,84,57,73,71,69,50,64,""
02,59,74,94,82,99,95,117,121,127,188,246,135,142,135,99,86,99,65,71,62,60,70,66,79,""
03,89,75,61,85,124,129,127,154,122,138,121,109,161,135,227,77,71,68,67,37,32,14,19,17,""
04,20,22,18,67,112,117,151,177,140,112,101,82,101,93,81,96,105,119,97,83,77,62,49,56,""
05,55,67,65,66,77,91,111,117,116,79,91,100,85,90,79,108,86,95,105,83,49,57,89,59,""
06,43,45,48,63,62,81,122,109,145,78,102,68,57,77,96,115,116,99,80,85,72,57,53,38,""
07,47,66,90,101,92,108,106,134,129,112,93,89,67,88,99,94,110,99,76,69,70,46,48,83,""
08,60,107,106,95,100,98,117,139,181,146,148,121,134,82,95,85,77,60,70,58,34,28,29,48,""
09,50,62,59,80,93,92,126,105,114,100,113,96,122,108,82,85,119,86,72,74,77,62,35,50,""
10,57,63,80,51,76,85,140,130,140,97,114,87,106,86,59,67,83,82,68,76,52,48,55,58,""
11,60,72,58,101,88,95,99,134,147,96,0,0,0,0,0,1,0,2,0,73,72,43,56,49,""
12,46,41,54,47,68,87,75,89,105,45,58,-1,-1,-1,10,26,26,39,23,29,26,20,25,17,""
13,14,27,29,26,24,22,35,48,40,21,31,27,21,19,23,32,34,28,28,26,22,15,26,23,""
14,32,32,33,25,29,26,56,47,54,29,28,20,16,32,20,24,34,39,17,27,24,14,27,37,""
15,20,40,30,19,27,32,43,61,64,54,49,41,31,29,32,43,30,34,28,27,20,20,23,17,""
16,26,19,14,27,25,32,37,35,39,33,28,38,37,48,45,34,42,36,31,23,17,30,25,32,""
17,21,20,22,18,36,22,42,49,41,40,48,48,37,38,31,45,54,49,29,41,34,33,19,9,""
18,19,24,19,25,22,33,48,57,52,49,35,30,23,28,31,40,49,41,37,36,33,40,31,32,""
19,20,26,33,27,28,38,32,40,38,21,37,22,30,23,23,22,43,41,29,34,11,30,24,18,""
20,18,35,35,26,26,37,47,36,43,19,24,28,29,32,24,42,47,42,32,30,30,22,30,21,""
21,23,24,32,26,30,32,31,33,32,23,25,16,16,28,30,30,28,31,17,29,21,25,27,35,""
22,27,37,39,29,22,28,37,42,34,44,38,17,25,39,26,25,29,29,19,30,24,32,30,25,""
23,28,33,36,39,28,47,56,30,41,27,25,43,42,54,30,32,34,39,34,24,23,26,15,27,""
24,34,25,34,35,29,37,35,42,35,29,32,25,28,25,33,36,37,32,23,24,34,31,29,37,""
25,25,25,29,36,52,36,49,48,49,50,36,38,32,39,47,57,69,57,48,48,47,34,33,25,""
26,15,24,20,29,28,37,36,34,36,24,18,26,23,40,34,51,41,28,22,15,24,12,15,22,""
27,16,15,27,31,35,30,34,25,37,12,25,22,20,3,1,1,2,15,31,25,25,26,24,26,""
28,25,22,21,27,22,35,30,34,51,29,18,22,18,26,24,70,125,127,122,98,83,47,47,51,""
29,37,56,66,115,109,131,137,130,149,108,107,90,71,76,136,120,123,135,96,69,82,95,79,84,""
30,76,91,71,91,107,111,157,130,96,91,109,66,87,81,85,133,155,135,111,117,82,71,100,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
