sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,6,24,17,24,28,32,40,77,43,6,29,31,26,27,29,22,35,26,32,34,22,25,22,""
02,19,27,28,23,29,32,37,39,22,22,19,14,26,27,25,25,26,55,27,45,39,52,44,42,""
03,58,23,27,27,26,48,46,35,28,31,26,20,50,42,45,29,32,51,42,37,49,45,37,24,""
04,35,28,27,41,34,33,47,35,25,30,27,33,35,31,29,33,27,47,40,34,48,36,31,22,""
05,29,18,25,21,20,13,26,18,21,10,31,18,25,39,35,34,44,58,39,38,36,42,37,23,""
06,18,24,19,36,19,22,26,27,29,15,30,14,32,25,35,54,62,93,43,54,63,164,93,54,""
07,46,37,50,57,33,43,58,54,44,47,37,29,43,49,54,41,48,65,54,47,39,58,50,34,""
08,37,47,39,41,35,43,62,43,35,39,41,49,56,69,55,83,132,118,96,109,85,128,88,87,""
09,49,27,30,29,35,32,45,34,28,54,31,46,46,30,360,211,178,139,86,76,94,140,121,71,""
10,67,54,52,51,51,152,65,55,52,60,96,86,78,71,79,89,120,209,163,248,84,306,301,274,""
11,228,194,239,211,182,159,185,152,168,178,202,130,299,361,515,563,592,721,760,691,660,644,724,746,""
12,699,551,566,652,406,409,430,348,368,386,234,13,6,16,24,45,14,30,21,23,29,30,37,7,""
13,7,9,2,8,2,11,20,5,1,-1,4,1,14,26,10,17,7,34,22,36,16,21,28,24,""
14,27,13,22,21,21,19,34,23,19,16,17,16,19,33,19,15,25,33,24,28,22,21,16,15,""
15,17,24,19,21,10,20,22,22,11,7,11,12,16,20,17,14,15,34,31,31,21,25,21,19,""
16,19,21,26,14,13,16,33,20,18,17,25,18,21,23,18,14,13,33,24,21,17,15,15,16,""
17,13,11,18,20,13,16,26,15,11,4,7,12,18,20,25,9,17,39,16,21,24,18,17,13,""
18,9,39,6,17,5,20,21,13,12,4,1,6,11,17,20,15,14,41,27,26,27,25,21,17,""
19,27,11,3,1,1,12,18,14,6,10,2,6,12,10,21,16,12,38,76,40,17,28,19,6,""
20,2,1,9,5,2,9,16,11,7,1,1,3,6,1,-1,10,14,26,27,26,24,75,64,12,""
21,8,22,20,12,8,18,26,15,14,7,4,6,5,3,1,1,1,29,17,19,11,9,13,6,""
22,-1,1,1,-1,-1,13,20,12,8,5,-1,-1,37,3,7,9,6,36,25,22,18,13,12,4,""
23,3,-1,-1,3,-1,1,1,2,6,-1,-1,-1,18,15,-1,-1,3,34,17,8,8,9,7,2,""
24,-1,-1,-1,-1,-1,-1,1,4,-1,9,-1,1,1,1,-1,-1,5,2,7,4,10,15,17,8,""
25,1,-1,-1,-1,1,-1,2,11,14,-1,2,3,8,1,9,-1,-1,9,-1,4,48,54,48,29,""
26,16,12,9,1,1,26,31,-1,15,2,1,25,43,89,22,10,10,25,48,37,27,30,54,15,""
27,8,-1,1,-1,5,274,17,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]`hgIhz}{fdhg`hg'jf',"b"
