oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,9,10,7,20,18,12,14,5,14,9,15,12,20,11,8,12,10,13,28,9,9,9,13,""
02,9,12,8,17,14,16,19,13,13,7,16,9,9,9,16,8,10,7,8,5,11,-1,8,6,""
03,4,10,14,7,15,30,16,9,12,12,13,9,11,20,11,15,11,7,8,8,10,10,20,14,""
04,12,17,10,5,10,20,16,13,8,8,16,17,12,6,7,8,8,12,5,14,9,11,6,7,""
05,9,5,13,10,5,6,12,7,13,11,12,10,7,9,12,11,9,11,5,14,19,14,1,2,""
06,7,8,9,9,5,9,11,21,12,9,12,6,11,9,11,17,8,12,15,16,5,13,15,7,""
07,15,9,8,19,11,18,11,22,19,8,12,25,13,14,8,12,9,12,19,8,7,13,17,11,""
08,17,12,3,9,9,20,10,28,5,13,6,13,16,9,13,12,14,10,7,4,14,9,3,9,""
09,22,7,8,14,11,16,17,10,9,14,12,13,3,7,12,9,11,9,10,18,6,10,8,8,""
10,23,7,7,8,4,12,15,13,15,9,13,20,4,7,13,10,8,14,23,14,7,12,2,13,""
11,12,6,6,14,10,17,4,12,12,8,20,13,15,10,10,16,9,12,15,5,7,8,8,8,""
12,16,9,5,10,8,8,9,17,12,17,13,18,9,10,15,15,9,11,9,13,11,11,16,18,""
13,3,6,7,10,11,21,9,8,10,12,6,9,14,6,4,7,10,14,10,8,8,6,10,5,""
14,15,24,5,10,12,10,16,6,7,6,7,19,16,18,5,5,5,6,4,7,6,22,8,7,""
15,4,11,5,5,11,11,5,5,5,5,6,6,9,6,7,4,5,5,9,7,11,18,8,5,""
16,4,7,5,3,15,21,9,12,10,9,6,6,17,3,7,9,9,12,4,8,8,6,11,9,""
17,14,10,10,8,11,14,12,15,16,19,14,10,9,7,7,11,17,9,7,19,10,2,6,7,""
18,6,4,11,3,12,9,6,7,10,12,8,9,7,9,10,11,8,6,14,11,14,7,1,11,""
19,21,8,5,8,7,10,10,12,7,7,11,10,15,27,7,7,4,9,9,10,6,8,14,8,""
20,7,5,13,6,14,11,10,22,10,4,6,4,4,9,6,5,14,7,7,7,8,7,7,3,""
21,16,5,8,7,10,11,9,11,29,2,3,1,7,6,22,7,9,4,5,17,10,13,12,6,""
22,5,1,5,8,7,7,8,7,7,8,6,3,5,4,3,10,8,5,11,5,5,14,5,6,""
23,9,7,8,12,14,10,13,12,13,10,2,7,11,13,4,8,7,9,4,7,9,6,4,8,""
24,5,4,8,10,9,8,13,12,7,19,8,15,6,6,12,8,5,5,9,9,3,3,14,25,""
25,9,4,5,10,11,14,7,12,29,7,10,3,25,19,31,19,6,16,8,2,5,7,4,10,""
26,2,9,10,2,6,5,11,5,2,7,3,10,10,9,9,9,12,8,5,4,5,3,5,4,""
27,5,6,3,6,7,7,10,7,8,16,4,6,9,11,9,7,3,8,12,8,12,5,9,15,""
28,9,8,7,7,6,22,8,13,12,6,5,6,10,12,6,13,9,8,3,13,2,5,12,14,""
29,10,6,4,2,13,7,8,7,7,8,8,11,20,11,10,10,8,4,11,6,12,9,16,16,""
30,8,5,3,7,7,13,5,7,16,15,6,7,11,9,8,15,4,7,2,5,3,3,3,5,""
31,5,8,8,8,7,8,4,6,8,7,7,7,2,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
