oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,186,194,200,162,136,111,110,111,79,60,119,116,94,56,154,102,100,128,98,140,136,130,100,141,""
02,145,141,153,186,118,70,91,73,87,102,104,110,90,93,134,112,75,80,112,135,158,173,193,194,""
03,198,257,256,268,288,242,170,191,192,212,166,164,154,201,210,151,200,211,254,281,215,204,252,259,""
04,297,292,306,354,127,197,382,405,392,383,361,413,372,356,245,311,258,318,335,255,321,375,338,286,""
05,283,356,304,288,296,223,256,243,223,259,211,220,261,236,219,225,338,382,412,456,439,470,428,339,""
06,331,336,386,42,199,221,383,323,369,369,342,339,357,342,298,378,313,228,210,175,162,138,121,122,""
07,95,106,127,102,151,184,235,274,229,226,252,260,239,202,224,212,230,188,206,167,169,146,123,94,""
08,97,100,116,149,168,205,244,251,264,230,235,255,225,227,204,209,213,197,196,160,169,123,102,94,""
09,80,79,103,147,162,176,246,245,368,400,250,212,179,182,171,248,254,243,193,261,350,381,374,357,""
10,131,71,110,136,149,167,212,258,288,432,385,387,390,205,219,246,252,232,191,185,163,171,115,102,""
11,92,95,123,137,169,206,242,223,229,232,233,282,274,213,237,245,239,213,205,204,179,173,119,120,""
12,102,100,134,156,162,201,262,262,288,275,291,263,297,271,238,233,215,243,197,178,143,135,117,94,""
13,101,104,101,123,174,174,223,214,252,210,226,227,350,237,210,239,213,217,176,143,128,138,117,99,""
14,103,84,113,135,133,187,219,222,262,260,248,191,163,143,176,162,178,164,137,121,132,100,96,81,""
15,65,61,54,94,104,148,150,190,207,189,226,168,192,205,241,224,214,128,167,164,141,110,111,111,""
16,92,96,87,131,119,218,246,275,231,226,239,341,272,215,211,231,220,180,171,135,157,130,137,82,""
17,103,117,169,135,177,193,236,354,265,277,287,304,287,189,168,238,225,193,199,167,170,115,110,96,""
18,94,89,162,158,143,225,288,236,96,128,86,123,167,233,219,225,216,151,185,168,155,112,107,85,""
19,83,98,121,133,178,186,215,215,252,224,255,266,271,260,215,226,219,208,171,198,148,119,116,121,""
20,70,104,123,162,167,204,242,314,314,293,280,272,288,246,252,246,239,224,188,215,175,156,144,125,""
21,97,106,149,180,202,239,262,291,418,428,445,479,382,363,451,387,386,398,349,399,399,414,411,247,""
22,111,122,135,185,201,231,416,424,362,390,386,425,417,370,323,379,310,284,291,293,223,238,266,270,""
23,231,247,252,238,213,223,285,333,380,370,420,211,177,293,216,245,208,164,176,145,155,120,101,107,""
24,88,126,133,130,184,232,249,273,268,243,232,239,229,209,219,241,233,210,173,155,154,134,126,116,""
25,91,124,133,168,214,200,212,204,323,153,13,41,38,290,374,406,178,37,32,138,155,114,134,83,""
26,92,115,137,186,185,200,158,214,207,204,234,227,248,238,234,255,208,211,181,166,116,88,145,94,""
27,111,94,114,157,186,225,239,249,280,293,262,236,218,195,226,199,185,158,140,109,98,96,90,76,""
28,76,97,110,156,182,207,242,229,239,186,163,207,179,145,170,187,159,107,139,130,121,94,87,102,""
29,87,115,120,133,142,158,195,221,214,236,202,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,142,159,153,127,128,117,116,111,94,74,""
31,84,95,108,158,206,226,227,239,238,219,231,157,183,194,177,202,215,195,142,122,135,115,101,-1,""
