oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,17,17,26,11,24,22,19,32,20,18,13,21,13,15,10,17,6,9,9,15,12,14,13,""
02,13,21,13,21,17,14,14,22,15,13,20,31,19,15,22,14,14,6,14,14,10,10,19,21,""
03,18,18,13,16,16,25,9,20,28,23,20,19,13,9,14,21,8,9,10,11,17,8,11,14,""
04,14,8,14,11,11,17,9,11,22,22,20,17,22,13,12,12,11,9,8,8,16,15,12,13,""
05,17,14,23,15,11,19,22,15,27,23,18,19,17,14,13,14,13,11,12,19,10,13,10,12,""
06,20,17,14,16,18,18,8,21,20,11,18,14,23,15,8,23,21,5,15,12,12,8,13,22,""
07,19,14,19,21,11,12,19,16,17,18,20,18,19,18,17,16,11,9,13,15,19,15,23,16,""
08,15,11,24,20,22,16,18,19,14,14,16,12,13,16,7,14,10,8,14,18,21,20,16,17,""
09,20,28,18,16,21,20,29,16,11,11,21,16,13,10,15,12,10,11,11,19,20,21,17,22,""
10,19,32,25,31,16,23,23,10,10,22,17,22,17,14,17,17,7,17,13,28,13,17,14,13,""
11,13,22,17,15,11,13,20,13,17,35,16,25,22,13,26,13,19,17,15,11,13,13,18,11,""
12,29,21,16,25,24,19,19,24,22,16,17,22,11,18,17,16,16,20,11,20,17,10,10,17,""
13,20,19,19,19,29,21,14,19,17,14,19,22,17,14,17,13,7,15,11,11,14,18,15,20,""
14,17,19,17,20,12,27,17,19,17,26,14,14,13,21,15,8,15,7,14,7,15,19,16,14,""
15,18,16,22,19,10,8,7,16,24,12,21,18,15,19,11,12,17,15,15,17,20,23,16,14,""
16,22,10,10,15,23,17,14,25,24,25,17,12,19,15,23,17,16,15,15,20,13,13,23,19,""
17,20,21,19,17,20,27,21,14,15,24,15,22,16,17,20,17,16,10,11,16,22,17,17,20,""
18,21,22,20,28,36,22,15,28,25,21,12,14,18,19,10,19,12,13,11,15,12,15,8,19,""
19,21,31,17,14,28,16,24,21,19,19,12,16,16,14,16,13,11,8,12,11,20,17,15,14,""
20,20,21,22,17,24,26,23,24,14,22,17,14,14,10,7,11,10,18,15,12,16,19,11,14,""
21,13,22,31,25,24,22,24,23,19,19,21,18,18,14,9,12,8,10,12,14,17,9,18,14,""
22,14,24,16,24,12,14,23,18,41,17,16,8,15,12,11,15,11,10,9,20,11,13,7,14,""
23,19,19,26,32,20,18,23,18,23,19,14,21,20,16,20,16,17,6,13,9,21,18,21,21,""
24,18,32,15,27,20,20,16,18,27,14,24,13,25,23,16,22,15,9,11,17,20,25,15,14,""
25,19,22,30,16,18,21,23,21,18,23,25,10,21,12,18,18,20,11,11,13,13,16,10,6,""
26,16,20,19,25,25,15,14,15,16,21,13,15,22,11,18,20,13,14,22,15,20,12,19,17,""
27,27,26,20,16,16,18,22,10,18,15,15,19,18,14,17,11,15,17,15,13,20,21,29,12,""
28,23,15,14,21,13,27,18,17,21,17,21,18,20,15,14,14,20,13,11,13,19,17,19,19,""
29,25,14,24,13,15,13,17,16,16,16,18,11,17,16,21,17,18,15,11,18,18,17,14,21,""
30,15,18,17,6,11,9,4,8,10,9,22,18,22,16,15,16,11,9,11,17,20,12,17,18,""
31,20,13,20,22,29,22,20,26,21,12,21,24,13,13,17,10,13,12,14,18,21,20,12,5,""
