nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,124,140,20,1,4,7,1,4,0,1,2,189,174,255,214,160,581,364,112,105,92,126,127,108
02,124,144,159,186,181,162,175,208,270,238,197,161,129,134,162,190,174,161,54,1,5,2,2,4
03,6,23,7,1,4,5,1,5,3,0,60,194,163,147,172,134,108,15,2,0,3,1,3,2
04,1,3,2,5,6,4,2,5,2,6,169,164,159,129,106,133,82,103,91,72,57,2,3,0
05,3,121,6,3,4,3,1,7,2,5,119,150,105,110,130,112,83,82,68,54,94,72,81,119
06,97,117,122,184,117,4,4,6,3,135,125,1,100,120,127,82,74,61,2,0,2,1,1,5
07,2,3,6,11,6,2,4,70,176,151,145,120,94,104,95,94,129,152,73,88,74,104,94,78
08,89,105,110,146,172,129,143,172,181,193,187,130,90,109,101,93,112,127,75,91,85,110,77,116
09,109,136,144,33,4,2,0,1,67,124,129,154,100,69,75,65,59,48,58,46,63,68,62,80
10,125,95,118,140,154,162,166,181,168,247,279,229,212,197,169,139,93,89,103,106,128,105,71,71
11,75,106,233,183,167,123,113,121,114,263,233,212,191,156,94,79,58,46,53,95,58,73,63,73
12,120,185,215,202,192,138,156,204,176,136,0,153,185,201,184,116,114,96,98,86,96,143,120,140
13,158,146,152,128,156,151,120,172,178,178,189,104,137,14,53,107,93,37,2,4,6,8,5,28
14,23,30,24,8,6,28,61,61,92,156,131,64,86,17,2,5,4,2,52,26,25,28,29,22
15,60,66,51,36,17,14,23,42,79,52,84,86,47,16,75,68,64,49,46,52,40,67,90,69
16,59,78,131,133,125,116,153,134,144,136,211,166,151,157,138,92,105,90,82,98,93,119,105,108
17,124,166,216,255,258,223,203,236,235,256,223,187,190,167,122,136,125,92,97,89,116,126,135,170
18,132,145,195,234,252,247,206,226,240,241,279,260,181,183,95,109,133,97,96,110,55,79,104,120
19,145,157,155,169,193,190,260,274,294,299,273,248,220,223,132,114,94,86,80,79,64,113,109,116
20,160,139,153,181,205,176,172,204,193,232,221,197,190,138,133,122,82,89,90,91,105,142,152,146
21,139,141,57,6,6,12,452,54,161,289,202,250,223,181,127,128,102,91,85,89,103,115,164,123
22,158,199,194,202,283,255,240,272,264,258,244,232,224,182,180,148,157,133,128,132,130,134,146,151
23,207,231,224,300,210,6,344,490,259,283,336,236,248,196,194,202,167,152,127,128,101,182,75,73
24,149,179,172,188,218,200,196,211,201,271,259,243,264,334,272,301,260,250,233,240,257,263,280,172
25,147,159,175,179,181,208,179,146,191,214,238,267,205,127,89,84,60,37,40,51,66,66,57,58
26,71,90,144,185,209,200,164,185,162,199,139,125,128,104,85,73,54,56,51,51,42,41,53,59
27,92,10,1,1,0,0,0,1,0,0,56,120,110,92,85,78,59,46,55,51,56,76,53,49
28,62,90,91,130,130,121,126,145,120,129,113,120,169,366,236,211,267,235,194,90,119,122,160,144
29,133,147,180,247,247,206,212,178,160,198,507,179,211,303,107,25,32,6,9,12,7,57,327,537
30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]Cl{ld`l'_h,kh`eefgI`djjl'o{
