Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,0,0,105,284,142,204,242,243
06,396,266,353,210,254,365,185,124,87,8,-1,-1,5,0,54,53,57,30,331,275,204,82,101,70
07,176,277,353,321,352,136,84,63,27,164,153,295,46,1,60,52,46,129,58,305,206,146,305,206
08,356,288,190,179,217,383,115,105,42,169,113,-1,304,6,1,42,55,221,388,396,503,543,438,235
09,-1,-1,-1,366,337,429,225,152,149,77,12,35,6,27,36,27,5,5,0,12,1,2,2,4
10,48,-1,6,280,508,473,280,187,198,305,6,77,2,51,87,19,3,0,91,0,0,175,3,2
11,-1,2,217,502,406,324,330,284,279,229,10,72,281,313,155,132,0,7,12,1,0,12,8,1
12,2,43,45,-1,409,260,285,235,191,215,2,315,60,27,41,46,1,3,-1,1,2,2,3,2
13,2,1,1,3,0,2,1,302,199,44,0,221,280,243,31,84,199,164,105,1,0,0,0,4
14,0,0,0,0,3,0,227,350,354,348,346,329,320,272,63,2,0,0,0,266,297,346,366,344
15,355,382,414,439,401,403,399,330,284,276,342,361,216,25,33,14,161,178,189,218,272,326,407,380
16,417,402,457,410,446,405,352,338,318,310,229,156,180,188,239,137,163,126,146,223,232,270,304,301
17,421,403,405,396,397,358,421,353,336,297,340,325,245,280,187,194,232,261,212,0,0,0,0,0
18,353,421,420,416,329,373,323,309,301,293,290,286,294,268,271,209,213,213,244,274,288,322,397,372
19,366,349,395,412,375,279,398,332,315,167,375,340,303,206,195,166,155,145,157,253,261,331,363,379
20,374,441,438,426,391,401,363,380,333,369,311,325,246,123,197,129,115,133,125,154,208,271,348,356
21,363,357,388,420,419,413,373,355,324,314,336,258,198,151,178,164,134,131,159,140,176,276,356,374
22,388,387,394,379,435,379,375,332,334,338,331,284,244,219,167,153,140,175,289,188,231,292,354,390
23,411,404,368,369,392,394,363,321,320,336,311,303,219,169,201,143,122,128,96,101,138,169,201,0
24,44,320,322,310,321,335,309,286,254,239,227,219,202,153,140,111,100,114,127,147,172,199,277,346
25,332,348,337,344,411,406,330,268,291,199,230,246,222,209,162,124,110,115,54,153,176,215,281,348
26,374,353,306,300,348,338,340,308,269,263,244,234,165,142,150,125,78,71,78,110,173,256,309,347
27,373,403,23,0,0,0,0,0,0,1,0,0,0,71,188,147,127,133,94,43,132,263,349,389
28,374,385,381,416,414,370,391,348,176,0,0,179,216,201,227,140,152,134,156,151,209,278,322,377
29,400,401,393,423,152,4,0,0,0,0,0,0,246,11,188,120,136,159,29,0,0,0,0,0
30,0,2,2,305,447,76,0,0,0,0,210,371,300,303,285,135,154,158,157,137,241,278,369,376
