nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,81,115,145,159,152,149,198,216,197,245,273,279,238,252,279,-1,-1,163,112,130,90,90,79,77
02,60,56,114,121,134,138,154,214,241,238,219,272,240,248,220,215,205,193,157,125,130,117,126,110
03,100,108,150,162,170,166,191,221,160,-1,-1,187,235,216,209,173,196,203,196,145,132,85,91,98
04,105,88,133,162,169,146,163,218,219,209,202,222,205,199,227,209,233,187,147,135,138,95,98,98
05,119,99,128,159,168,151,186,168,199,208,221,241,229,255,238,228,205,184,173,113,104,96,101,89
06,106,104,136,161,141,185,156,188,200,202,214,234,220,207,227,184,174,184,158,142,126,105,92,90
07,88,121,141,162,151,148,171,200,204,245,209,195,245,211,187,202,192,199,167,118,146,118,108,96
08,98,113,113,123,148,127,159,165,225,222,224,221,254,213,190,216,183,200,160,134,107,126,114,118
09,85,112,153,155,177,172,219,215,229,224,225,250,249,235,246,209,165,214,208,164,160,139,121,107
10,100,105,144,196,190,166,219,214,231,255,267,250,233,280,289,208,223,-1,-1,-1,65,66,51,64
11,64,87,90,117,119,185,166,205,245,260,270,248,227,236,262,206,221,182,122,114,105,94,89,95
12,92,118,116,126,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,177,204,117,117,-1,125
13,123,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,123,113,106,142,162,147,201,195,197,246,243,270,300,287,276,251,299,230,233,179,116,132,141,72
15,79,123,103,136,160,197,209,200,262,257,249,242,301,260,299,284,220,246,207,142,142,131,132,102
16,90,121,120,199,211,207,261,280,229,288,307,339,347,337,302,284,245,205,203,139,164,133,98,75
17,99,116,132,160,170,169,176,199,183,208,224,264,276,272,277,260,283,280,167,149,126,100,96,88
18,90,89,122,123,155,116,139,205,234,235,297,271,282,317,305,341,336,311,222,161,203,124,99,91
19,66,78,106,147,167,181,212,254,267,278,252,272,287,315,307,275,250,218,218,214,232,154,106,99
20,83,94,91,135,186,190,258,221,231,344,357,336,348,290,338,317,251,270,218,184,152,98,113,104
21,86,117,140,181,204,178,190,182,211,163,246,310,316,277,258,306,304,292,200,149,147,120,104,70
22,61,50,61,86,73,86,123,141,136,173,173,217,243,185,182,157,195,192,141,151,120,102,63,74
23,60,78,92,92,121,137,160,189,180,213,235,236,236,215,213,241,214,214,133,132,117,98,67,65
24,53,58,65,119,94,123,149,142,176,175,211,244,216,217,175,186,208,204,177,123,135,86,46,45
25,61,54,65,96,101,130,127,123,157,155,213,221,228,220,193,220,191,216,169,119,108,73,81,83
26,55,49,66,103,142,120,167,162,167,213,202,231,251,215,211,239,182,159,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,102,118,124,121,167,198,205,210,215,228,252,248,231,219,204,180,167,109,95,87,77,71
28,64,62,91,122,149,154,181,174,184,190,204,247,249,251,283,229,225,200,169,140,122,100,97,62
29,73,87,71,105,135,139,143,160,157,156,178,195,218,214,234,221,188,198,147,124,106,86,67,54
30,35,51,73,111,109,120,138,150,162,178,190,198,213,250,222,214,229,228,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
