Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,20,28,206,166,161,183,169,116,6,-1,-1,1,197,53,67,70,50,-1,91,6,161,63,-1,147,""
2,164,-1,-1,68,129,154,210,59,66,235,9,13,113,127,52,43,43,136,50,37,270,215,66,86,""
3,124,78,1,52,145,151,118,106,108,89,94,65,83,59,38,-1,-1,172,48,86,110,129,274,511,""
4,450,118,5,124,162,100,95,487,328,163,187,49,46,51,52,36,30,60,28,35,33,51,63,76,""
5,-1,-1,-1,102,141,130,125,149,75,81,86,44,33,48,40,43,22,20,17,32,31,40,75,82,""
6,42,-1,-1,124,138,141,128,149,103,40,1,-1,82,48,45,127,15,84,57,30,49,59,73,80,""
7,5,-1,1,105,132,115,137,110,58,-1,-1,-1,-1,-1,-1,60,18,29,189,9,51,80,140,240,""
8,-1,1,-1,102,121,106,131,115,109,78,79,79,88,69,61,41,31,19,22,16,49,74,95,116,""
9,97,72,29,81,116,98,95,126,97,88,105,202,46,21,35,32,29,24,37,76,58,63,93,115,""
10,157,25,2,44,111,127,116,137,95,82,75,36,51,90,121,187,89,74,49,4,40,64,102,116,""
11,121,-1,-1,102,92,126,139,112,166,225,114,46,33,39,43,39,21,29,14,20,45,294,93,102,""
12,34,-1,1,94,115,131,123,109,90,78,87,64,35,38,40,43,43,24,143,149,52,60,90,140,""
13,121,63,-1,128,158,138,111,154,107,92,66,-1,66,73,177,49,125,178,147,119,210,82,312,106,""
14,31,-1,-1,98,129,96,129,97,71,111,63,57,51,33,31,23,33,41,45,72,76,81,142,40,""
15,85,-1,-1,119,131,124,172,193,119,96,62,102,54,131,-1,-1,-1,65,105,150,24,84,195,173,""
16,70,-1,3,46,128,78,89,225,185,304,118,37,121,229,-1,42,44,23,-1,-1,72,155,95,118,""
17,155,111,-1,41,108,113,102,108,83,87,53,52,50,53,38,30,35,23,28,53,58,106,143,49,""
18,339,59,-1,81,150,149,95,107,80,179,216,115,160,61,68,97,34,28,21,36,69,67,84,94,""
19,36,-1,1,110,125,118,114,99,86,62,66,-1,132,57,132,49,27,35,2,23,65,73,92,90,""
20,133,-1,-1,76,136,136,123,94,95,85,63,76,65,54,54,84,44,36,35,35,44,106,75,101,""
21,102,39,-1,79,147,116,93,87,106,88,161,66,42,30,71,48,63,28,50,92,63,64,99,79,""
22,-1,-1,-1,105,150,128,110,127,122,104,82,35,35,39,47,64,63,40,114,132,73,89,109,124,""
23,116,4,-1,37,161,127,77,86,93,71,93,89,47,43,75,36,29,29,24,49,38,78,112,163,""
24,102,1,-1,45,142,98,79,107,81,86,62,73,97,56,32,33,35,16,29,88,115,283,145,137,""
25,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,151,182,73,""
30,190,163,-1,75,199,137,162,148,89,68,26,50,44,-1,84,-1,-1,-1,-1,-1,64,124,310,209,""
31,223,242,2,67,178,141,123,87,103,96,79,42,58,37,37,31,31,36,36,43,62,102,137,186,""
