oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,22,16,21,22,28,32,39,24,35,13,27,20,21,27,14,24,9,6,9,16,14,18,17,13
02,14,23,28,26,26,27,23,29,17,31,19,29,24,20,15,9,11,6,14,13,21,16,17,22
03,20,24,30,25,20,28,36,33,33,28,22,28,17,17,11,8,13,5,17,7,16,10,16,14
04,22,18,22,24,25,16,20,36,26,27,25,20,20,18,12,8,9,6,4,12,7,19,18,10
05,23,19,22,26,25,28,24,34,21,20,20,18,16,13,12,13,17,7,13,14,16,16,15,21
06,27,12,25,20,26,25,27,35,24,20,33,18,15,16,18,5,7,8,10,7,8,19,13,17
07,22,15,29,27,19,18,16,17,25,28,16,23,16,23,13,9,11,2,11,6,11,16,13,12
08,12,20,10,24,22,26,29,29,23,23,27,12,13,10,11,8,5,13,13,12,10,16,14,11
09,21,18,19,19,24,26,24,19,16,28,20,35,26,12,15,10,12,12,7,15,14,23,22,21
10,26,20,21,24,20,25,27,11,20,21,13,15,9,14,11,15,9,8,6,7,15,18,18,14
11,20,16,30,28,20,17,16,18,12,15,22,25,17,21,10,8,9,10,8,6,10,23,21,16
12,13,15,15,25,20,20,29,24,16,14,13,20,13,18,7,9,23,9,9,8,8,16,13,13
13,10,10,9,14,19,18,13,14,14,20,14,22,18,9,8,9,7,2,7,9,11,14,15,14
14,16,17,25,28,29,24,20,16,21,19,25,22,15,15,6,11,6,4,5,9,16,22,8,20
15,15,36,17,29,34,30,30,20,34,25,17,21,18,17,18,9,9,13,10,11,8,19,11,10
16,3,15,8,21,16,20,14,15,15,16,12,15,15,8,13,5,1,2,8,7,10,10,14,9
17,5,18,15,16,17,12,19,17,17,15,14,10,11,7,1,10,5,5,2,11,15,15,14,18
18,19,20,20,18,15,24,20,15,9,15,15,10,9,15,11,9,16,11,12,17,12,15,13,13
19,28,30,21,23,15,22,24,22,19,27,28,17,17,13,5,7,7,9,8,11,18,19,18,12
20,26,19,34,26,27,9,21,25,18,18,20,15,11,17,11,17,5,7,7,10,9,13,16,21
21,20,24,43,26,31,26,20,21,26,22,24,13,10,22,10,14,1,10,2,7,17,11,10,16
22,22,22,20,26,23,20,14,18,16,30,23,11,13,15,9,14,7,9,10,20,23,16,17,20
23,29,32,29,34,45,34,26,26,29,19,20,18,21,17,21,12,14,8,16,20,22,16,22,22
24,23,26,29,25,24,33,21,16,27,3,16,26,20,14,13,11,11,10,18,14,20,25,16,12
25,31,26,29,34,33,28,24,27,29,20,25,24,18,19,12,9,7,4,8,12,15,13,9,12
26,21,20,20,15,25,19,20,20,28,29,20,18,17,18,13,13,15,51,42,8,13,19,15,38
27,44,43,31,32,28,17,21,26,34,24,23,29,23,13,17,17,8,15,9,22,23,27,25,28
28,25,30,34,35,41,53,33,27,30,28,28,13,21,14,9,7,7,11,16,17,24,23,24,17
29,20,13,26,21,28,28,28,20,13,9,16,5,23,11,15,10,8,9,8,9,18,22,16,21
30,26,28,38,36,25,34,27,18,22,23,21,42,16,13,8,13,21,47,13,8,8,9,10,21
31,15,14,22,21,27,29,24,23,32,21,28,26,17,18,14,17,11,11,17,15,24,16,15,18
