oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,31,30,24,20,32,22,22,23,25,23,18,29,27,34,31,-1,34,34,29,54,36,32,32,44
02,27,25,27,20,26,24,-1,-1,13,26,27,17,-1,34,-1,32,38,47,39,56,68,46,49,24
03,34,19,21,17,42,28,23,-1,-1,20,-1,-1,-1,-1,-1,32,31,46,46,48,50,52,36,44
04,42,30,33,27,31,22,-1,-1,-1,17,16,-1,-1,39,49,41,-1,-1,-1,-1,-1,57,48,38
05,32,18,19,30,18,-1,-1,-1,-1,-1,25,22,-1,-1,-1,42,29,35,39,46,47,60,36,39
06,27,24,18,22,25,18,24,19,20,19,24,26,22,-1,-1,-1,40,40,48,58,58,63,45,28
07,28,22,27,29,23,15,-1,14,-1,-1,-1,20,-1,-1,-1,-1,38,35,42,55,59,52,31,35
08,40,44,39,29,24,28,-1,-1,19,11,29,19,-1,-1,-1,-1,-1,43,47,-1,-1,-1,37,35
09,37,34,30,26,35,12,22,16,18,17,22,21,20,38,29,35,40,39,58,53,54,60,63,42
10,39,37,23,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,34,48,31,48,46,55,48,35
11,36,30,19,22,30,20,18,-1,-1,16,25,-1,-1,-1,-1,-1,-1,-1,-1,56,60,49,55,41
12,40,15,22,17,31,20,27,18,14,28,17,23,28,-1,36,-1,54,52,30,53,56,45,34,34
13,26,-1,26,33,38,16,30,-1,-1,-1,36,24,-1,-1,33,36,-1,32,34,56,40,41,53,31
14,28,29,16,27,23,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,36,46,51,42,45,51,55,48,36
15,25,16,-1,-1,-1,24,26,17,12,-1,-1,-1,-1,-1,-1,36,34,25,43,60,54,41,38,29
16,35,35,30,20,29,20,20,16,-1,18,11,20,-1,-1,-1,-1,32,45,42,39,45,46,41,46
17,30,29,30,25,34,19,24,18,10,16,12,-1,-1,-1,-1,24,48,46,55,55,52,51,35,44
18,47,40,33,32,29,17,19,11,18,17,14,-1,-1,-1,-1,-1,42,36,45,52,46,58,54,40
19,34,29,18,23,16,16,10,10,12,13,15,30,-1,-1,20,27,37,40,46,49,52,54,43,30
20,25,24,18,20,22,26,15,14,12,12,22,-1,-1,-1,-1,29,33,36,43,48,34,55,38,38
21,41,-1,25,30,19,13,20,16,-1,14,13,19,-1,-1,24,30,25,38,41,45,41,38,34,36
22,-1,20,16,20,25,22,15,17,18,13,14,-1,24,-1,37,34,29,43,48,41,45,43,38,-1,-1
23,-1,-1,-1,19,22,10,-1,13,14,-1,-1,14,-1,-1,-1,41,31,29,35,33,36,40,37,34
24,26,28,26,13,23,19,12,18,13,15,19,-1,-1,-1,-1,-1,-1,43,41,38,47,46,43,33
25,26,25,10,11,15,10,16,14,14,11,-1,-1,-1,-1,-1,-1,30,41,45,38,39,32,41,30
26,15,13,11,17,12,19,19,14,12,19,-1,-1,-1,-1,-1,-1,-1,29,41,37,35,47,31,27
27,24,22,13,10,14,18,16,10,11,9,22,14,-1,-1,-1,-1,26,41,56,38,43,48,34,32
28,26,23,16,15,20,12,-1,11,16,7,16,12,20,23,32,24,19,30,39,36,30,38,39,31
29,-1,-1,-1,20,22,11,22,12,14,12,20,25,-1,-1,30,26,31,30,30,41,31,38,30,12
30,14,16,19,15,14,-1,-1,-1,-1,16,22,-1,-1,-1,24,26,25,42,42,40,43,34,26,23
31,16,25,17,15,-1,-1,-1,-1,-1,-1,22,18,-1,-1,-1,26,-1,23,41,28,31,36,43,24
