Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,6,8,11,16,25,13,16,14,26,31,63,68,52,30,26,12,9,9,16,18,13,7
2,9,78,-1,-1,-1,20,10,19,19,30,28,41,121,48,47,36,25,18,5,11,15,8,11,7
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,35,17,16,25,11,12,13
4,1,9,5,4,15,11,19,18,17,20,31,46,32,49,56,18,20,9,7,5,4,6,10,8
5,5,6,12,8,25,16,31,24,33,33,50,70,94,86,67,59,41,35,12,29,38,41,36,27
6,17,6,10,21,26,22,26,25,28,27,38,57,66,70,71,54,38,22,28,27,40,24,13,14
7,10,5,12,9,14,13,24,39,38,24,47,57,67,97,89,65,29,13,21,14,27,19,20,8
8,8,27,10,12,14,21,17,25,20,31,56,64,78,88,111,70,30,16,21,14,19,28,16,14
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,28,20,14,10,6,16
10,4,12,16,23,22,33,21,32,38,76,69,78,97,44,28,17,9,37,24,27,14,14,14,10
11,13,12,13,18,29,32,20,44,40,72,84,15,42,32,64,30,9,-1,-1,-1,-1,-1,-1,-1,-1
12,5,4,11,5,15,14,12,16,16,18,25,37,109,121,54,69,39,20,14,24,12,13,16,9
13,12,8,8,13,11,18,12,10,6,18,29,47,73,53,85,126,-1,-1,15,19,24,21,23,15
14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,9,6,10,7,19,8,27,27,15,9,46,49,68,70,74,31,19,157,66,52,39,26,23,11
16,7,7,5,4,12,15,16,16,24,20,33,56,53,55,33,24,19,6,5,12,15,24,30,17
17,7,3,1,16,10,13,14,13,19,28,42,44,54,57,41,17,9,23,3,19,14,8,14,4
18,4,1,-1,9,15,13,34,24,30,25,52,35,52,45,28,24,27,17,19,13,29,11,10,11
19,6,2,4,5,11,16,12,18,23,28,26,33,12,23,39,46,23,31,15,9,12,15,11,146
20,133,215,28,8,16,17,31,26,32,20,43,39,30,75,88,68,32,14,6,8,12,1,8,10
21,11,5,9,6,12,27,30,22,19,10,32,38,60,37,42,26,32,52,22,11,20,14,14,22
22,14,9,11,11,21,22,18,27,26,33,43,56,61,56,43,103,45,26,20,12,18,15,15,9
23,8,7,2,8,18,20,19,28,23,33,37,51,53,55,36,23,34,15,13,34,23,25,20,30
24,20,5,10,12,12,13,19,41,27,37,26,45,49,55,48,34,34,18,16,138,26,13,26,26
25,13,6,12,16,24,20,26,25,35,28,41,52,39,50,37,162,116,83,19,26,25,26,34,19
26,9,10,5,7,21,16,25,29,26,35,48,45,52,73,54,25,33,16,20,27,33,20,25,15
27,8,6,10,12,14,14,27,18,25,34,29,35,15,46,27,42,51,74,12,20,22,21,17,17
28,13,10,9,9,11,18,19,12,25,27,41,38,60,44,74,111,172,33,28,8,22,22,17,21
29,8,3,15,16,20,20,31,30,26,23,26,58,56,23,28,35,35,9,6,5,14,8,17,10
30,6,2,5,7,17,28,22,24,38,41,34,29,53,52,44,26,27,11,6,7,7,10,9,13
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
