Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,8,5,9,18,17,9,20,13,29,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,6,5,7,5,3
2,3,6,38,23,15,21,7,11,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,2,11
3,7,7,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,-1,6,13,3
4,14,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,29,15,29,14,14,10,2,8,10,7,2,8
5,8,45,-1,-1,-1,37,25,-1,-1,-1,-1,43,21,23,-1,-1,-1,-1,3,6,3,3,1,5
6,4,9,14,21,5,7,-1,-1,-1,-1,-1,-1,24,30,-1,-1,-1,-1,-1,-1,-1,-1,20,35
7,2,2,7,35,32,-1,-1,-1,-1,-1,27,43,-1,-1,-1,32,-1,-1,-1,2,1,5,-1,7
8,14,18,34,-1,47,-1,62,40,27,35,47,-1,-1,44,-1,-1,10,-1,-1,-1,-1,3,2,4
9,10,15,15,25,28,13,43,54,39,33,37,40,38,49,21,22,-1,-1,-1,9,3,3,10,2
10,11,7,18,19,21,17,16,29,37,-1,-1,-1,-1,17,34,-1,-1,-1,-1,-1,-1,-1,5,3
11,5,11,13,23,41,46,32,75,70,53,49,41,22,24,10,9,7,-1,-1,-1,-1,49,7,3
12,6,22,15,23,24,22,35,-1,-1,-1,39,30,43,20,9,9,8,13,4,2,4,3,2,4
13,4,11,23,35,19,14,17,24,41,32,35,27,25,12,10,7,16,12,8,4,2,7,3,4
14,7,7,21,30,23,18,23,18,24,33,33,29,24,15,16,13,-1,-1,-1,-1,1,1,4,2
15,6,6,13,11,11,19,14,20,20,27,26,27,15,25,21,22,5,6,4,5,2,4,5,4
16,5,8,8,12,27,11,12,56,36,16,22,40,22,18,11,13,10,18,25,43,3,5,5,4
17,7,11,13,14,12,6,23,18,20,18,18,-1,-1,12,13,-1,-1,-1,1,2,3,1,5,2
18,3,7,16,19,13,10,9,24,15,40,17,14,21,16,22,7,12,4,15,2,4,1,1,4
19,8,28,20,17,4,10,9,17,16,-1,-1,19,17,-1,-1,-1,-1,-1,-1,6,2,8,5,7
20,15,10,13,25,15,14,19,17,34,24,20,21,11,4,12,5,4,16,50,12,3,3,2,5
21,6,17,22,21,17,10,16,29,12,22,13,25,25,30,16,10,9,13,2,2,6,3,8,4
22,7,14,24,29,19,16,21,25,17,26,24,32,30,21,9,11,11,11,13,2,3,6,3,3
23,6,8,26,17,13,11,39,54,36,28,35,32,24,29,17,16,18,16,6,4,4,3,3,6
24,20,11,14,21,12,9,13,36,-1,-1,22,23,28,10,10,11,42,7,4,1,5,6,2,7
25,8,12,41,32,25,31,26,18,46,33,45,24,22,20,26,13,27,3,8,6,3,6,3,4
26,11,19,44,35,21,21,27,30,34,-1,-1,50,-1,31,28,41,22,9,5,-1,4,2,5,6
27,8,14,16,42,27,26,30,26,15,24,20,25,20,14,17,19,30,10,6,4,5,7,3,5
28,9,13,28,40,25,30,32,36,32,51,27,36,21,23,14,13,13,5,11,4,4,6,4,7
29,5,16,24,43,40,36,-1,-1,-1,46,-1,-1,-1,32,15,11,-1,-1,-1,-1,-1,-1,5,7
30,13,35,7,18,22,17,26,46,26,45,46,20,34,28,12,14,14,12,10,6,7,8,3,5
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
