Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,75,""
2,69,70,77,78,97,78,85,75,70,-1,-1,-1,60,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,39,""
3,84,67,76,86,87,75,80,60,62,-1,-1,-1,80,63,-1,-1,-1,-1,16,20,16,-1,-1,60,""
4,80,87,79,104,86,92,99,93,74,-1,-1,73,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,81,""
5,75,81,80,119,107,105,117,96,94,-1,-1,-1,-1,70,62,-1,-1,-1,-1,-1,-1,-1,-1,68,""
6,51,75,87,117,102,118,119,136,139,125,134,-1,-1,120,52,47,26,-1,-1,-1,-1,-1,-1,59,""
7,69,66,84,111,120,131,121,142,125,165,140,129,123,105,83,50,43,22,22,14,27,34,47,32,""
8,48,65,82,98,105,78,117,148,150,98,84,113,77,96,41,67,46,-1,-1,-1,-1,-1,-1,50,""
9,73,69,79,109,117,105,98,-1,-1,119,114,124,125,117,70,49,25,-1,-1,-1,-1,-1,-1,57,""
10,82,69,61,84,91,87,103,121,155,115,99,100,83,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,""
11,68,73,92,102,135,149,142,98,95,88,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,""
12,75,78,79,93,93,103,120,109,101,-1,-1,-1,103,114,83,-1,-1,-1,-1,-1,-1,33,59,64,""
13,78,69,85,110,122,123,118,113,-1,85,90,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,""
14,75,71,81,105,100,103,124,148,149,118,74,77,79,71,72,53,-1,-1,-1,-1,-1,-1,-1,55,""
15,80,76,100,89,96,93,98,106,114,116,82,62,77,69,60,44,29,18,-1,-1,-1,-1,-1,70,""
16,55,63,82,84,110,93,107,129,88,-1,68,77,88,67,63,40,-1,-1,-1,-1,-1,-1,-1,50,""
17,75,74,77,89,92,102,105,128,83,93,72,77,74,70,47,38,-1,-1,-1,-1,-1,-1,-1,76,""
18,67,78,74,101,115,98,110,113,96,67,-1,-1,-1,63,51,-1,-1,-1,-1,-1,-1,-1,-1,50,""
19,74,63,60,108,121,115,115,154,92,-1,-1,76,75,-1,-1,37,34,-1,-1,-1,-1,-1,50,77,""
20,78,81,75,72,96,98,101,105,86,64,84,60,78,56,42,30,-1,-1,-1,-1,-1,-1,-1,47,""
21,62,62,73,91,86,84,87,95,63,82,73,64,57,51,45,26,20,13,15,19,35,28,46,47,""
22,73,63,49,75,68,71,73,91,85,61,43,55,55,55,42,31,18,-1,-1,-1,-1,-1,-1,62,""
23,87,94,84,101,133,93,103,123,125,101,76,44,50,44,44,27,-1,-1,-1,-1,-1,-1,-1,61,""
24,63,75,83,114,121,88,107,91,81,108,83,75,53,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,""
25,79,90,77,111,108,105,96,-1,-1,63,63,70,63,56,45,45,33,25,-1,-1,-1,-1,-1,51,""
26,51,72,66,63,79,80,72,69,-1,59,-1,51,63,79,48,36,-1,-1,-1,-1,-1,-1,-1,64,""
27,64,73,62,76,82,77,71,77,77,58,53,80,61,-1,-1,-1,27,25,-1,-1,-1,-1,-1,59,""
28,62,73,94,93,88,88,91,90,92,103,76,62,72,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,23,32,0,0,56,72,""
30,69,67,80,73,79,69,61,80,78,64,56,53,47,63,43,33,28,25,20,25,-1,-1,-1,68,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
