jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,11,21,7,21,65,137,155,129,143,184,195,191,222,150,53,51,64,66,51,42,24,19,20,""
02,13,29,81,21,64,30,77,122,135,135,168,197,203,236,222,244,204,138,204,194,105,105,108,88,""
03,23,9,21,34,34,33,69,172,177,179,153,202,213,244,254,246,239,214,193,152,159,80,94,89,""
04,46,20,20,19,51,35,114,132,165,160,159,192,260,251,246,248,256,262,257,217,174,125,70,20,""
05,6,8,15,14,25,23,32,42,164,180,185,197,236,275,240,243,243,222,280,135,48,36,22,29,""
06,25,22,21,18,18,30,90,99,160,133,156,178,214,229,197,92,87,91,78,68,77,46,38,32,""
07,14,1,1,0,0,3,0,3,0,1,1,2,0,4,1,2,1,0,0,0,0,1,1,1,""
08,3,1,8,2,0,3,2,4,3,3,3,1,1,2,3,1,1,1,2,3,0,2,3,0,""
09,1,3,2,1,1,1,1,3,1,1,2,2,1,0,2,2,1,1,1,3,1,1,2,0,""
10,2,1,8,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,2,0,0,""
11,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,4,1,0,2,0,2,3,""
12,2,1,4,0,2,1,2,1,0,0,0,0,2,0,1,1,4,0,2,3,0,1,0,0,""
13,1,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,151,200,174,161,200,161,133,66,""
14,66,75,70,67,86,115,140,144,153,174,174,235,252,284,281,102,110,109,95,69,66,33,23,32,""
15,20,18,15,14,21,33,144,189,195,214,210,215,225,245,257,252,268,264,275,232,221,166,125,100,""
16,26,20,13,18,30,28,134,168,157,184,228,226,250,256,244,258,234,230,250,236,203,173,128,91,""
17,83,100,68,99,99,123,126,164,167,169,202,238,260,272,244,252,250,272,225,218,199,135,108,18,""
18,31,31,33,20,28,40,97,130,159,167,178,227,233,215,194,113,81,84,87,67,56,40,21,8,""
19,26,26,17,21,41,35,104,176,171,213,205,211,266,294,276,265,265,262,236,214,199,172,141,95,""
20,91,97,85,89,80,90,100,115,147,120,148,199,214,213,209,202,205,215,172,152,135,110,99,63,""
21,93,99,135,99,75,90,138,145,165,154,169,189,227,264,256,228,160,74,93,135,100,73,69,53,""
22,32,16,48,56,46,74,90,157,201,212,228,234,255,270,249,243,228,216,154,87,64,55,56,37,""
23,43,45,28,38,34,45,129,142,148,160,134,158,184,158,168,166,90,79,108,79,52,156,78,71,""
24,73,65,84,70,98,117,139,148,164,159,155,208,207,222,205,222,182,174,185,177,139,108,102,35,""
25,31,42,43,46,44,47,68,146,166,183,203,220,226,211,184,206,157,131,108,88,86,107,64,43,""
26,31,58,51,39,36,60,71,103,96,107,112,95,124,152,137,118,136,88,104,81,70,39,33,36,""
27,119,31,36,26,40,76,112,109,110,64,67,94,95,115,97,104,104,93,82,90,71,69,56,29,""
28,15,20,21,43,28,29,130,54,57,109,66,63,77,98,94,78,75,89,103,108,128,135,116,97,""
29,60,62,77,75,57,91,117,119,180,168,175,189,199,212,202,181,128,136,172,171,158,131,108,80,""
30,96,80,51,64,71,32,51,65,58,72,67,95,56,91,103,89,97,75,55,55,62,65,76,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
