jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,34,49,76,89,151,269,245,-1,0,156,188,162,176,190,179,115,91,108,72,-1,86,50,44,""
02,35,35,44,59,58,80,264,-1,0,135,158,138,119,131,110,80,59,109,134,84,43,63,84,50,""
03,48,38,45,57,56,141,265,284,247,197,-1,0,143,88,68,104,132,160,117,50,33,43,-1,60,""
04,41,34,31,29,51,73,244,238,201,214,-1,0,124,171,125,123,113,85,43,53,20,68,62,51,""
05,55,35,-1,101,76,135,171,148,-1,-1,-1,-1,-1,-1,-1,-1,0,117,-1,-1,-1,-1,0,50,""
06,36,-1,87,72,73,182,300,269,228,178,206,183,202,178,127,143,128,95,123,72,61,67,46,40,""
07,55,46,39,59,92,141,237,247,289,217,142,190,39,139,142,90,105,-1,165,117,44,19,21,34,""
08,18,34,40,31,72,169,222,229,164,235,169,130,114,195,133,86,79,78,45,61,33,40,30,20,""
09,27,30,35,60,60,166,246,227,231,248,263,238,162,224,242,118,141,138,107,85,42,68,42,43,""
10,60,61,50,75,114,195,293,259,252,211,181,238,183,133,205,-1,0,132,91,61,46,31,47,40,""
11,34,36,39,57,102,58,200,140,176,111,54,170,70,91,101,46,54,77,28,28,72,74,51,41,""
12,45,36,56,45,115,214,272,246,177,211,222,209,167,-1,267,144,127,79,113,88,44,74,59,40,""
13,42,35,53,69,112,233,281,207,192,-1,0,156,124,169,182,106,162,134,127,79,51,74,60,43,""
14,46,42,28,60,85,0,0,0,0,0,0,0,0,-1,0,176,161,139,106,72,63,51,63,35,""
15,28,34,44,-1,182,217,299,255,205,282,247,240,216,220,154,158,137,163,71,111,55,42,14,23,""
16,29,27,61,41,44,99,173,190,202,222,116,156,175,155,184,111,119,117,86,119,35,51,37,39,""
17,41,33,56,-1,153,179,275,217,217,203,155,194,199,175,169,137,144,170,86,69,64,52,47,49,""
18,41,35,43,87,105,158,162,185,102,108,129,138,97,80,98,82,99,91,75,-1,120,55,34,30,""
19,46,37,43,57,122,146,165,157,137,-1,204,81,86,60,116,92,84,86,65,64,40,66,28,39,""
20,33,36,33,47,72,122,199,163,156,189,114,119,98,91,65,119,133,98,99,64,43,27,22,20,""
21,19,31,29,28,64,-1,271,189,212,237,142,186,145,199,216,161,129,79,116,78,18,21,40,28,""
22,10,10,6,10,65,177,209,196,129,246,234,232,189,171,157,128,161,106,65,77,64,46,59,34,""
23,53,-1,119,90,71,176,200,187,143,186,136,150,152,119,-1,162,98,103,62,58,22,27,56,10,""
24,10,24,21,16,35,113,269,171,196,217,169,110,120,129,122,-1,214,-1,229,69,52,59,66,56,""
25,39,37,15,18,53,141,173,170,156,168,133,144,119,108,136,72,114,70,107,127,90,83,28,27,""
26,18,30,30,39,73,-1,-1,0,199,147,109,167,173,179,211,119,175,170,145,84,-1,89,25,30,""
27,38,41,54,63,135,188,275,253,251,232,229,183,155,250,0,207,152,143,150,141,97,56,46,46,""
28,49,46,69,60,110,152,183,237,239,240,170,214,122,154,117,103,20,7,63,75,31,32,60,60,""
29,55,41,61,-1,161,94,104,221,238,239,252,224,110,196,208,100,139,131,128,125,100,81,77,43,""
30,46,65,60,67,80,186,250,255,190,225,189,176,152,147,146,27,-1,120,60,81,84,72,52,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
