jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,30,32,37,81,70,76,74,66,48,43,39,30,39,31,26,22,28,26,20,19,21,26,23,24,""
02,31,36,32,42,50,52,68,61,43,35,34,34,35,41,53,44,55,38,24,23,15,23,45,26,""
03,28,32,34,40,48,79,68,58,45,57,53,44,49,34,51,46,38,44,21,29,27,20,41,36,""
04,30,28,33,55,60,53,77,79,50,51,59,55,63,56,53,61,61,37,29,23,19,23,36,35,""
05,25,40,31,41,63,84,54,65,59,37,48,38,41,39,40,40,36,17,14,21,17,22,24,25,""
06,29,47,48,47,61,77,78,68,60,55,57,61,33,44,30,36,33,20,16,32,32,29,25,23,""
07,28,49,58,81,82,81,84,80,74,45,43,44,41,45,49,45,25,25,18,25,20,37,51,40,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,40,88,54,""
11,-1,-1,-1,-1,-1,-1,53,90,92,108,85,80,68,67,66,53,40,23,25,31,27,33,53,45,""
12,47,55,88,95,112,117,98,79,72,73,73,71,62,78,72,76,40,28,31,20,26,27,39,53,""
13,46,49,69,94,120,120,121,102,92,91,45,57,65,59,62,68,50,26,26,33,22,28,31,40,""
14,46,49,69,86,112,110,85,99,88,57,61,42,77,83,69,62,43,27,23,21,24,34,24,58,""
15,48,59,85,104,106,115,95,88,65,70,58,57,57,80,72,50,45,38,24,24,18,40,38,52,""
16,55,61,96,120,141,137,120,87,99,69,55,66,83,58,63,50,42,24,22,26,27,39,43,41,""
17,57,67,81,113,125,102,114,116,97,78,83,79,73,63,52,47,43,30,33,25,30,33,47,58,""
18,51,68,76,83,112,108,106,90,65,61,44,38,46,66,46,42,37,25,36,12,21,25,37,39,""
19,49,66,64,74,100,121,104,119,78,71,65,45,46,62,50,41,35,29,17,31,30,25,42,48,""
20,55,70,73,89,82,121,102,61,55,54,61,42,58,45,35,36,28,31,25,22,30,18,45,38,""
21,40,54,64,77,65,68,91,68,67,55,45,43,46,52,41,43,34,22,29,18,33,33,26,49,""
22,70,58,55,74,71,80,89,93,72,71,63,48,42,50,61,50,33,37,18,16,23,30,50,65,""
23,74,68,78,96,106,89,90,103,71,56,60,75,47,45,53,30,47,23,24,26,29,26,46,45,""
24,42,58,71,81,96,78,90,92,62,67,48,58,60,52,56,46,30,31,28,22,30,57,97,70,""
25,67,77,93,96,103,125,99,91,63,61,64,47,53,46,32,47,55,29,24,32,39,49,82,73,""
26,61,80,62,69,67,84,118,82,51,76,55,34,64,42,50,45,45,28,23,28,33,39,70,59,""
27,90,95,82,92,113,107,97,109,76,70,67,76,65,77,55,61,45,36,30,32,37,44,77,62,""
28,64,64,76,88,103,89,110,101,85,80,54,52,49,61,48,47,56,57,43,22,28,45,65,70,""
29,68,68,58,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,48,30,70,74,71,""
30,81,73,89,-1,-1,86,96,78,78,50,61,57,77,67,62,41,29,39,42,35,35,43,62,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
