jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,6,11,5,12,11,63,6,3,22,6,10,7,7,1,2,3,2,7,5,8,5,5,9,""
02,10,11,9,6,17,10,15,15,21,17,15,9,7,7,42,11,72,203,5,3,7,4,6,4,""
03,9,12,15,13,17,11,64,206,15,19,23,10,5,7,1,2,22,0,0,10,5,2,11,7,""
04,12,14,15,12,11,16,14,12,16,27,19,35,6,6,2,5,6,2,3,6,4,5,9,9,""
05,9,16,14,20,17,17,12,7,23,21,22,13,10,7,5,2,1,2,5,7,3,5,6,9,""
06,16,11,9,16,13,9,14,19,31,25,26,30,21,5,3,2,1,1,6,4,6,8,7,4,""
07,13,12,14,17,11,17,10,18,35,33,34,11,11,8,5,3,5,3,2,6,9,11,8,16,""
08,20,24,14,14,24,28,41,26,24,30,43,38,22,12,6,7,19,7,15,11,5,12,19,10,""
09,19,27,19,35,42,34,27,30,39,62,73,35,27,14,4,9,1,4,9,9,8,18,14,13,""
10,25,35,18,29,34,36,37,37,53,108,63,28,16,5,8,8,1,9,3,6,11,7,11,10,""
11,29,24,12,23,21,35,38,28,35,50,43,19,29,14,8,4,3,3,2,1,5,11,19,19,""
12,21,20,16,18,19,31,38,22,27,41,42,16,18,3,3,0,2,2,5,4,4,15,8,19,""
13,22,24,19,18,26,27,35,37,62,46,37,36,19,6,7,0,5,3,8,6,13,8,12,22,""
14,24,23,41,23,30,39,33,31,53,45,45,28,26,11,9,5,1,7,5,11,8,24,14,10,""
15,25,29,36,24,33,28,41,41,32,34,45,24,21,8,6,4,8,3,3,8,11,18,19,23,""
16,33,38,32,19,32,32,31,40,48,46,49,19,8,7,6,2,4,9,6,9,7,14,16,20,""
17,27,41,32,23,33,36,48,90,38,41,49,34,15,12,4,4,0,3,7,6,8,6,16,21,""
18,31,19,17,20,16,26,23,22,29,30,21,19,20,12,5,1,4,2,4,4,9,5,19,16,""
19,27,11,23,18,24,21,17,58,31,24,36,19,16,6,5,0,5,5,6,8,3,9,27,20,""
20,16,20,20,18,12,17,23,36,28,40,29,16,23,8,6,4,5,5,6,8,13,9,19,24,""
21,25,22,14,17,29,13,38,32,28,42,27,16,13,7,3,2,3,3,2,5,9,9,13,22,""
22,25,26,11,31,25,23,17,28,31,36,21,22,17,11,8,4,3,3,2,8,8,17,15,13,""
23,27,26,25,73,33,18,93,15,27,21,23,247,148,25,10,109,1,3,0,3,8,11,12,11,""
24,13,29,12,18,35,22,18,32,13,20,18,20,11,10,9,6,2,4,6,4,12,9,17,14,""
25,25,18,26,22,31,22,20,17,21,37,34,27,19,17,6,4,5,6,7,13,13,21,11,31,""
26,32,29,21,20,27,24,24,17,35,27,32,28,12,19,4,3,3,7,7,10,14,11,21,26,""
27,23,22,25,22,26,25,15,27,25,29,80,121,15,13,7,2,93,43,21,5,8,8,16,16,""
28,25,22,33,23,28,23,38,26,16,33,41,41,16,6,8,62,50,4,19,10,6,15,25,20,""
29,23,22,25,16,62,32,29,37,88,133,14,17,13,4,8,17,11,12,5,3,14,13,13,16,""
30,22,20,25,16,20,30,44,24,26,20,49,27,12,6,4,0,0,5,4,15,6,5,10,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
