jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,2,3,7,14,16,27,23,11,7,7,4,21,22,31,40,7,4,4,-1,3,4,6,5,""
02,14,9,12,11,10,19,15,18,10,8,5,8,10,8,5,3,4,11,5,6,5,11,5,11,""
03,11,18,18,15,20,23,31,37,11,6,21,2,3,24,6,5,5,8,6,5,13,9,11,5,""
04,11,8,6,14,29,34,42,30,19,8,12,28,31,30,8,5,5,8,3,7,4,9,12,8,""
05,4,9,7,14,23,31,33,29,13,2,2,11,8,11,10,4,3,5,2,5,8,14,9,2,""
06,7,10,10,17,24,30,24,19,5,9,4,21,6,7,7,6,11,13,7,7,8,6,8,8,""
07,11,13,11,14,13,38,48,37,30,27,23,30,25,16,10,12,16,2,5,3,2,1,8,6,""
08,7,5,6,18,25,24,37,41,14,13,9,4,4,3,4,3,4,4,3,8,3,8,2,7,""
09,3,4,6,10,34,26,29,28,17,11,4,2,7,6,7,8,5,6,7,2,2,6,9,6,""
10,7,16,14,22,35,32,35,25,5,4,4,0,0,1,4,1,4,6,3,3,4,5,6,2,""
11,2,4,4,24,30,32,30,26,14,6,5,3,11,12,6,8,11,10,2,7,6,4,6,8,""
12,4,7,6,3,20,22,27,26,15,8,3,1,3,5,6,4,4,10,6,6,4,5,1,4,""
13,7,12,13,14,30,34,46,30,13,6,10,12,22,14,10,5,7,11,9,5,2,16,11,16,""
14,12,12,21,18,22,34,39,18,14,7,7,12,1,2,5,8,7,3,5,3,1,5,1,2,""
15,3,8,6,16,17,25,35,22,15,8,6,8,6,14,8,7,4,12,3,7,6,6,6,9,""
16,1,11,8,11,20,25,24,18,14,4,7,0,2,2,2,3,2,1,3,5,7,1,7,2,""
17,7,7,8,12,16,15,16,14,3,3,6,0,0,1,1,0,6,8,4,4,4,2,3,1,""
18,2,1,8,16,23,21,13,19,4,3,2,1,0,2,2,2,4,3,5,10,3,3,2,5,""
19,5,12,9,9,10,13,19,13,19,4,1,3,5,1,7,8,9,12,8,6,2,2,6,11,""
20,9,10,10,10,22,15,21,19,18,15,12,7,5,3,4,5,5,8,8,5,8,5,7,11,""
21,10,8,11,13,16,19,23,28,13,4,0,1,2,3,0,11,8,6,2,4,5,10,14,12,""
22,14,7,8,14,26,26,25,26,14,3,5,2,8,2,13,13,6,5,1,1,4,1,7,4,""
23,8,12,12,10,19,19,32,19,10,6,5,4,3,6,9,5,10,6,2,3,0,6,9,8,""
24,7,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,7,10,12,""
25,7,16,15,15,14,21,21,18,15,8,5,6,2,4,7,9,8,7,8,2,8,5,11,8,""
26,13,12,8,11,20,26,11,7,7,2,5,3,6,5,2,5,4,4,4,4,7,7,13,13,""
27,5,10,13,13,21,13,17,12,24,4,1,2,0,3,7,4,1,6,6,2,1,7,10,8,""
28,10,5,11,10,16,12,24,12,8,11,15,8,4,8,4,5,6,8,7,6,2,5,4,3,""
29,6,4,5,4,19,14,16,26,15,9,6,11,11,15,5,1,4,5,6,2,1,6,7,10,""
30,5,10,8,3,4,6,9,12,8,7,7,9,1,3,4,7,12,8,10,6,5,7,17,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
