jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,123,95,98,152,134,168,174,174,211,213,205,204,237,233,258,231,215,171,222,174,221,213,176,161,""
02,40,0,21,58,67,162,156,206,196,210,184,134,3,0,0,0,0,0,0,0,0,0,0,0,""
03,0,0,0,0,0,105,121,195,224,209,224,188,113,7,0,0,0,0,1,70,198,178,162,124,""
04,127,92,107,103,128,173,193,228,199,197,206,199,210,216,169,97,184,203,165,212,159,169,185,126,""
05,108,119,74,127,148,191,212,200,208,202,217,203,182,206,210,203,164,192,192,226,196,202,190,161,""
06,115,103,105,116,143,180,207,221,228,220,208,224,204,184,158,175,189,172,199,192,137,193,209,124,""
07,89,103,101,104,135,144,197,209,202,218,207,213,213,226,114,0,103,40,165,118,197,207,198,166,""
08,117,75,18,60,151,135,175,202,204,212,218,241,221,194,100,3,3,66,147,187,138,198,186,174,""
09,96,7,93,147,129,125,186,196,222,193,212,222,194,178,167,60,28,67,84,0,88,186,176,29,""
10,116,85,89,91,149,142,150,207,209,223,226,236,234,208,136,200,86,170,73,72,176,18,0,0,""
11,68,119,102,125,150,170,189,204,216,240,217,220,184,149,72,186,200,174,187,210,201,204,101,125,""
12,113,85,70,90,100,129,154,180,180,209,213,213,223,213,174,14,164,0,0,3,51,174,74,85,""
13,0,0,0,8,89,132,163,199,215,207,183,209,195,183,202,85,2,0,0,20,38,86,119,23,""
14,0,30,82,102,131,144,168,200,185,235,243,229,237,218,93,218,199,146,140,173,194,184,189,0,""
15,0,0,80,139,124,141,169,203,198,207,243,230,221,230,215,230,84,0,14,95,102,136,151,74,""
16,108,112,80,66,99,161,178,177,174,215,199,228,207,205,179,167,157,205,207,205,201,213,194,118,""
17,133,98,133,121,140,156,173,224,49,169,69,216,213,192,201,99,69,151,121,196,191,34,37,117,""
18,29,0,1,0,0,7,23,152,223,209,231,238,142,15,1,0,0,0,0,0,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,107,59,42,30,93,82,-1,152,151,158,14,3,10,74,106,93,92,57,0,""
20,51,34,52,102,124,141,54,170,111,76,79,115,101,123,104,146,116,85,35,36,56,66,75,57,""
21,28,53,75,40,82,83,64,84,71,91,84,96,103,103,126,109,114,57,46,44,30,75,113,38,""
22,25,46,77,64,57,65,82,66,65,63,79,72,95,95,98,53,52,44,39,30,34,52,84,1,""
23,48,88,26,45,56,69,103,93,53,66,53,110,121,88,110,84,55,48,36,39,51,60,0,9,""
24,26,71,23,87,76,72,78,78,85,72,81,95,83,17,87,99,63,44,63,48,69,87,59,47,""
25,41,36,59,67,81,98,119,101,105,97,112,106,103,132,68,0,0,51,53,63,70,74,64,54,""
26,40,50,71,58,74,81,84,93,88,110,102,-1,102,101,96,94,70,39,69,57,73,87,101,89,""
27,60,111,100,47,70,86,84,74,72,73,74,87,75,79,77,86,69,63,56,53,57,57,31,0,""
28,95,47,80,50,84,87,76,98,81,86,77,85,95,87,114,82,102,57,51,60,43,81,67,65,""
29,46,45,53,-1,129,88,93,106,111,106,109,92,109,119,102,76,88,99,81,69,70,70,68,75,""
30,46,32,53,52,72,82,102,100,103,99,91,92,94,142,131,135,72,1,0,142,89,71,70,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
