Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,68,78,78,93,84,92,119,122,122,93,65,85,56,62,37,57,38,26,20,25,31,29,48,63,""
2,78,75,85,96,124,123,97,121,113,93,73,91,115,111,77,57,45,31,17,27,36,47,64,57,""
3,83,76,77,92,105,125,103,107,107,80,-1,-1,-1,-1,-1,-1,-1,39,29,25,29,37,58,55,""
4,58,65,43,109,97,125,94,107,93,72,70,83,94,94,67,74,51,35,26,29,32,37,50,69,""
5,58,65,87,82,107,103,93,122,94,77,80,75,104,80,79,57,58,-1,-1,-1,-1,40,60,63,""
6,63,75,72,76,77,91,129,115,125,82,85,96,90,89,83,57,49,26,22,31,34,28,47,55,""
7,52,64,67,89,87,141,125,122,119,92,73,50,121,132,96,72,57,47,25,30,38,38,57,54,""
8,58,66,71,97,102,150,143,114,138,111,115,105,118,107,105,65,40,29,15,35,26,33,52,60,""
9,69,54,69,84,124,108,156,145,105,103,90,130,144,131,94,70,44,36,30,35,29,49,47,75,""
10,78,86,107,115,133,156,170,125,99,92,101,98,155,152,103,83,48,30,28,23,19,36,51,54,""
11,67,68,97,115,119,108,138,166,104,72,85,73,111,124,122,64,60,24,36,16,34,30,43,60,""
12,89,91,96,92,121,123,136,144,91,68,90,118,121,124,97,89,50,54,31,34,41,49,44,61,""
13,98,75,86,113,111,145,146,143,95,84,113,88,117,102,-1,-1,-1,-1,39,32,58,51,68,66,""
14,94,87,86,98,131,144,147,130,101,81,58,96,116,129,79,66,43,26,32,21,22,37,50,57,""
15,61,65,92,102,99,102,138,104,81,51,63,97,90,74,78,39,39,29,19,16,22,31,35,53,""
16,56,64,80,96,118,118,114,109,102,73,66,103,120,108,91,66,41,34,30,28,39,41,50,65,""
17,73,74,85,98,97,117,96,110,86,61,65,72,91,95,75,47,33,33,21,31,16,35,36,53,""
18,41,45,95,82,101,92,77,111,111,71,57,74,86,92,85,69,59,34,21,23,33,31,30,52,""
19,65,76,79,99,99,95,98,78,65,48,58,68,80,79,79,62,37,31,19,32,20,35,52,53,""
20,60,76,82,84,108,104,90,88,83,54,46,58,42,56,55,37,32,36,30,35,37,25,37,37,""
21,80,73,72,92,82,102,83,104,80,69,58,53,81,82,67,51,36,21,19,22,26,45,52,66,""
22,69,64,84,92,114,88,81,111,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,30,36,36,35,58,51,""
25,64,80,73,76,93,96,74,82,73,57,45,73,65,65,55,54,35,30,14,33,26,40,32,39,""
26,51,63,60,86,79,94,78,75,64,46,54,50,50,56,40,32,23,19,17,15,21,35,41,48,""
27,69,71,60,66,65,74,67,42,38,54,50,35,55,41,48,35,26,19,27,20,20,28,41,42,""
28,68,62,74,76,74,62,80,59,79,60,63,61,64,78,49,41,33,36,20,28,26,35,40,42,""
29,58,75,83,85,77,79,68,83,66,51,40,62,67,77,54,60,39,32,29,29,25,35,60,62,""
30,65,71,74,89,90,93,71,87,87,56,64,78,60,74,60,51,47,20,30,27,38,48,58,70,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
