jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,14,12,13,20,10,11,11,15,11,4,0,0,2,3,8,3,7,0,2,10,12,12,12,""
02,6,17,14,13,11,10,12,10,12,6,16,11,6,10,27,19,5,0,6,2,10,10,14,15,""
03,21,21,26,18,20,17,16,13,11,9,28,13,11,12,10,12,4,5,3,0,0,0,0,0,""
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,""
06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
07,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,""
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,""
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,13,13,14,""
11,19,16,16,3,7,7,2,0,1,6,20,9,11,2,10,9,0,5,2,3,10,15,10,14,""
12,18,23,21,16,32,15,7,13,18,21,19,6,7,5,10,8,10,7,3,4,13,-1,9,18,""
13,18,17,26,21,21,16,6,10,15,17,25,25,14,1,6,6,5,7,0,5,11,13,9,7,""
14,6,13,14,16,17,6,8,5,19,8,13,7,5,14,8,8,1,1,4,1,6,15,10,8,""
15,9,7,22,13,18,12,4,4,3,8,2,5,5,4,3,0,2,3,2,1,1,2,2,6,""
16,8,9,9,15,15,6,5,3,12,5,9,2,3,1,2,0,6,2,0,0,6,7,6,5,""
17,6,10,24,21,12,9,2,1,2,0,5,1,8,0,1,2,0,3,0,2,6,3,9,13,""
18,7,13,12,11,15,3,1,8,5,0,5,5,4,2,3,3,5,4,2,3,0,7,7,15,""
19,19,18,23,19,18,11,6,6,6,7,13,6,7,5,8,3,3,4,5,1,1,14,3,8,""
20,12,13,13,23,22,13,8,11,10,9,14,5,20,2,1,5,2,2,5,3,5,5,9,10,""
21,13,13,8,15,15,6,7,4,5,3,5,13,7,6,2,2,0,4,0,0,12,8,13,5,""
22,20,15,15,17,15,6,4,5,5,3,10,5,4,6,5,3,0,0,0,0,9,5,12,18,""
23,11,17,6,14,19,13,3,1,4,4,7,5,10,2,0,0,1,3,0,3,10,13,18,29,""
24,18,24,20,25,19,13,3,3,3,2,9,3,12,0,0,0,3,0,1,0,4,8,12,18,""
25,11,22,12,18,12,6,6,2,2,1,10,5,6,6,3,4,2,2,0,2,9,7,12,12,""
26,22,25,23,27,13,7,8,5,2,3,9,2,2,1,0,4,0,0,0,0,0,0,0,1,""
27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
28,0,0,0,0,0,3,5,2,2,7,7,8,12,2,0,2,3,1,3,2,3,2,8,6,""
29,11,18,12,20,18,8,5,1,6,1,5,4,4,7,3,2,2,2,0,1,11,10,25,16,""
30,22,21,14,21,23,11,1,3,4,4,10,4,9,5,5,1,2,2,0,0,5,4,8,2,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]cfahg'jf,"zzlgzIzbpgl}'kl"
