jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,61,88,111,110,148,112,114,116,123,86,92,78,70,58,35,47,22,20,16,28,19,48,57,63
02,88,89,95,96,132,141,118,98,86,85,81,68,67,89,43,45,23,10,17,17,25,51,54,69
03,91,65,127,134,98,102,111,146,109,123,113,113,79,117,76,115,47,72,26,13,33,53,67,72
04,113,193,196,263,373,408,586,469,391,277,510,507,472,266,128,95,42,26,18,27,26,49,43,78
05,92,89,126,116,128,170,130,204,162,155,145,152,126,80,56,43,46,33,16,24,25,45,50,67
06,72,91,98,143,143,129,121,118,107,103,95,97,68,129,153,87,37,14,13,22,27,39,246,349
07,92,91,87,133,121,90,131,89,67,89,90,90,68,44,33,39,26,23,16,18,30,46,63,68
08,57,100,99,133,115,74,95,77,95,91,78,93,55,52,42,28,28,18,25,30,19,41,69,65
09,79,111,101,107,107,117,110,108,109,103,109,99,89,59,50,20,27,16,14,17,19,41,58,69
10,81,90,109,108,105,121,116,140,153,94,113,85,89,59,46,48,23,25,31,12,24,54,67,63
11,99,110,146,221,153,130,121,107,70,134,123,91,89,56,31,40,25,25,18,18,29,51,64,87
12,83,89,138,146,121,142,110,90,113,117,109,84,61,81,34,28,41,23,34,17,28,55,57,68
13,99,86,98,172,153,151,97,109,75,113,88,119,80,68,55,41,31,21,24,15,26,39,61,84
14,86,93,111,168,114,109,100,74,97,135,82,112,61,53,59,69,33,22,15,12,27,33,62,52
15,76,82,107,134,137,149,116,125,121,93,109,107,76,70,33,36,31,21,17,14,19,38,51,80
16,75,64,72,100,113,106,114,107,90,97,74,129,86,62,43,34,28,15,18,16,18,37,60,61
17,63,93,114,134,147,125,102,80,108,114,178,108,98,71,50,50,25,29,334,196,51,70,315,98
18,74,117,145,187,146,141,150,135,102,119,120,174,118,65,59,416,625,747,9,115,72,51,131,147
19,131,287,290,6,6,8,20,450,392,172,612,462,275,98,59,117,46,40,28,26,40,48,68,84
20,106,141,178,176,178,172,151,124,122,109,117,120,128,74,66,82,57,34,17,25,20,63,63,93
21,119,115,133,146,126,123,101,122,85,112,98,85,88,64,39,34,29,32,19,20,17,44,58,86
22,84,72,109,143,108,136,119,102,110,101,76,112,93,82,52,59,33,8,9,21,20,40,62,61
23,73,87,96,109,122,100,101,93,133,116,102,94,99,70,29,55,29,14,24,18,25,50,39,62
24,85,113,98,96,99,93,97,114,85,115,92,82,84,84,43,48,34,41,82,24,32,45,50,71
25,84,95,108,101,105,95,86,104,91,88,86,85,78,81,40,50,33,28,18,16,24,49,61,76
26,76,82,105,118,116,98,84,71,116,143,83,108,92,57,42,35,27,27,12,13,23,37,55,67
27,77,77,88,158,115,112,73,75,70,87,60,118,88,42,35,20,41,15,14,10,20,39,35,59
28,63,74,104,81,88,112,79,73,57,98,81,88,74,65,17,16,15,16,9,16,13,32,51,40
29,74,92,82,95,58,66,73,110,73,60,85,76,56,58,29,20,12,12,8,13,11,31,36,55
30,51,56,71,55,70,80,56,73,108,72,735,284,73,48,26,14,14,8,10,15,353,163,36,70
31,59,61,64,57,39,71,39,62,48,45,53,35,73,47,36,25,14,19,12,15,27,36,57,68
