jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,39,69,51,66,48,78,61,49,80,13,74,32,13,77,90,50,-1,-1,-1,-1,-1,-1,35,36
02,31,25,18,11,18,19,20,30,53,64,130,110,92,103,80,91,42,40,78,-1,76,132,16,41
03,30,10,16,12,9,13,8,20,27,48,176,105,138,129,141,122,118,108,88,173,135,148,105,85
04,174,192,210,257,217,205,255,252,220,228,209,175,83,137,134,147,171,166,28,37,98,123,38,64
05,59,83,60,67,40,78,39,82,165,126,50,47,47,53,36,42,16,15,60,102,79,72,104,91
06,70,34,32,46,37,36,33,47,159,161,200,23,17,30,26,26,42,18,20,19,51,71,41,84
07,63,34,33,48,38,51,53,72,121,98,83,7,3,0,8,27,22,31,45,31,27,31,42,34
08,25,10,16,13,24,18,19,15,37,49,56,4,31,30,28,21,19,27,3,15,23,26,30,44
09,16,9,6,12,14,17,19,20,54,97,176,68,32,20,21,15,10,12,6,14,6,9,35,23
10,23,18,12,14,15,14,23,40,95,64,64,51,27,17,16,34,23,12,9,10,17,15,11,23
11,22,13,14,10,7,10,15,19,25,33,93,59,39,34,17,24,24,32,26,47,57,55,44,43
12,49,61,88,96,126,55,41,46,120,92,46,46,32,24,19,31,34,55,16,46,120,44,32,48
13,86,62,68,105,82,130,148,137,105,151,106,21,29,28,34,38,37,71,20,21,51,51,30,64
14,43,49,50,49,47,123,141,92,87,109,152,87,38,45,29,23,14,41,33,21,22,56,63,67
15,39,65,88,85,115,116,112,154,77,101,61,10,10,75,59,32,58,87,117,33,56,58,60,36
16,46,28,32,62,90,115,122,95,116,84,81,59,21,23,18,27,8,13,9,16,21,29,38,34
17,40,80,82,115,99,101,86,159,96,78,84,114,32,19,49,39,78,104,3,31,27,59,58,37
18,30,53,56,62,31,48,45,47,36,15,55,43,40,6,27,84,38,42,14,28,38,19,55,48
19,28,42,48,39,45,33,57,37,35,46,31,67,139,147,79,30,27,4,16,26,9,20,24,32
20,23,40,59,94,93,103,124,73,68,37,33,42,72,105,28,14,14,43,23,31,37,22,8,15
21,21,11,25,51,50,69,49,64,60,26,84,60,59,60,11,51,19,5,7,12,20,8,18,32
22,37,29,49,89,55,77,54,33,46,101,76,118,123,19,44,56,19,64,38,73,63,16,30,25
23,29,27,41,73,64,68,159,111,22,52,25,121,114,58,13,84,137,80,57,13,21,16,13,12
24,17,11,21,27,19,48,61,32,36,55,131,85,95,307,82,31,8,11,27,7,1,12,28,21
25,26,28,41,76,60,133,79,77,53,98,65,56,36,18,41,85,59,46,50,36,24,18,6,9
26,13,9,3,13,13,15,4,18,7,8,10,8,12,8,3,5,6,4,7,8,7,11,22,23
27,19,21,26,15,36,37,24,40,34,84,-1,5,17,7,4,22,23,1,1,4,4,6,11,13
28,5,3,1,5,3,3,3,4,14,23,71,118,23,6,0,8,0,7,5,5,9,10,1,11
29,6,8,10,5,4,9,10,4,19,34,39,27,29,15,14,14,3,7,17,22,30,76,75,67
30,57,49,55,115,88,135,106,92,101,147,173,90,84,64,69,59,82,59,47,80,73,65,83,53
31,60,59,69,71,91,103,91,89,83,96,96,62,78,57,57,45,44,15,53,38,41,71,79,-1,-1
