jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,21,7,3,9,5,17,15,7,15,13,6,5,4,5,6,8,4,2,11,14,8,15,13,16
02,17,19,16,23,11,6,9,9,15,11,12,14,8,4,5,8,6,4,7,11,9,15,19,9
03,17,17,25,23,21,22,11,17,16,9,9,6,7,6,8,4,17,10,12,18,19,23,30,41
04,37,41,53,54,64,68,59,24,14,15,6,19,18,8,7,13,8,6,4,7,6,10,18,11
05,10,13,23,25,18,22,17,10,11,12,8,4,8,1,6,2,1,2,2,6,4,20,17,12
06,15,7,26,28,21,23,14,18,14,17,8,14,2,6,8,6,3,6,9,5,10,9,17,12
07,18,11,10,9,13,9,5,8,5,9,2,3,3,4,1,1,2,7,7,7,9,16,22,13
08,11,13,10,20,23,20,10,9,5,2,7,12,6,8,8,3,7,8,5,6,9,5,15,10
09,8,8,6,8,10,6,9,16,5,6,3,1,2,4,2,6,3,4,4,9,9,15,10,10
10,13,12,10,14,20,14,9,7,10,14,6,0,4,6,2,4,8,3,7,15,19,9,17,11
11,7,8,25,27,22,19,19,7,8,7,5,7,2,5,1,0,3,4,-1,8,1,1,5,6
12,17,8,6,19,21,16,3,2,11,5,3,2,1,0,1,1,2,6,6,3,13,8,14,7
13,7,7,23,24,22,11,10,5,5,4,8,8,2,5,3,1,1,4,4,9,15,23,13,22
14,8,17,24,8,22,28,18,8,10,14,3,0,3,13,6,0,1,4,8,5,13,11,11,11
15,10,7,11,19,27,15,10,11,7,6,10,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,5,8
16,10,8,4,14,10,9,6,8,7,3,2,1,4,2,6,2,2,3,7,12,3,11,5,1
17,6,6,10,8,9,8,8,6,2,4,4,3,3,4,4,2,2,4,5,8,6,10,5,5
18,13,8,11,13,11,6,4,4,2,2,4,2,2,2,3,4,2,5,3,2,12,13,11,19
19,16,24,10,21,28,19,15,13,7,15,7,8,7,9,2,4,7,1,2,7,1,12,5,10
20,6,5,10,12,9,5,9,9,5,4,8,7,4,1,3,2,1,0,7,14,10,8,10,20
21,16,9,11,14,13,14,9,10,16,9,8,11,8,7,10,4,3,2,7,10,10,11,17,13
22,17,12,19,15,20,14,9,11,16,7,10,8,5,1,5,6,6,5,9,11,8,16,14,12
23,12,14,12,26,13,7,10,19,11,11,7,13,6,5,1,3,5,2,10,10,11,16,11,14
24,15,14,13,19,13,12,6,17,9,8,13,10,10,5,4,7,5,3,1,8,6,12,11,11
25,16,12,15,17,25,21,10,6,10,8,11,7,4,8,1,5,5,5,3,5,10,15,11,15
26,14,14,8,14,12,9,9,11,14,7,7,12,2,7,6,4,2,4,7,7,8,12,16,16
27,20,10,17,21,12,8,8,10,11,13,18,2,9,7,5,0,4,5,6,7,13,16,18,14
28,15,16,9,12,11,17,14,15,8,14,9,6,2,7,2,3,3,10,4,13,5,12,15,15
29,20,13,10,14,23,13,11,17,17,9,10,12,5,3,3,4,6,7,6,13,8,17,12,18
30,19,13,13,19,19,15,10,11,11,6,12,11,5,7,4,5,11,2,3,4,7,13,14,23
31,15,8,21,14,16,10,10,9,9,10,8,8,8,12,7,3,5,1,2,10,9,-1,-1,-1,-1
