feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,3,6,3,4,6,3,2,1,0,5,4,4,1,2,2,0,2,1,0,1,1,1,2
02,3,5,3,4,3,3,4,2,5,4,5,2,3,1,0,1,1,0,2,0,1,3,3,1
03,2,5,6,6,4,3,4,3,4,2,4,1,1,1,0,1,1,1,1,0,0,2,3,2
04,1,3,5,3,3,3,3,5,4,6,5,3,1,1,0,1,0,0,4,0,3,2,3,1
05,6,2,3,3,3,4,4,1,4,3,2,2,0,3,0,0,0,1,0,2,0,1,4,2
06,1,4,6,1,7,4,5,5,2,5,5,1,3,1,0,0,1,2,1,3,2,1,3,2
07,3,2,3,4,3,5,1,2,2,0,0,1,3,1,0,1,1,1,0,0,2,3,0,4
08,1,1,6,3,4,4,2,1,3,2,1,5,3,2,1,2,0,1,3,2,0,3,0,5
09,5,3,6,6,1,2,1,4,3,2,2,2,1,0,3,2,0,0,1,2,2,1,5,1
10,7,8,5,2,6,2,4,5,0,2,4,4,1,2,0,0,1,0,1,2,2,3,3,4
11,5,3,4,5,2,4,1,3,5,3,2,3,2,3,2,0,0,1,1,0,1,0,3,7
12,1,5,5,2,2,6,2,1,3,3,4,2,3,2,1,1,1,0,1,1,1,2,2,3
13,4,5,2,4,1,1,0,1,1,1,2,2,0,3,1,1,0,0,3,2,2,3,4,3
14,3,4,1,3,4,2,2,0,3,3,2,0,1,2,4,1,1,2,1,2,5,2,1,0
15,1,1,1,1,3,4,2,4,0,2,3,2,2,0,0,1,0,1,0,0,2,1,0,3
16,0,4,2,1,2,2,3,6,4,1,1,1,0,2,1,0,0,0,1,0,1,1,2,1
17,2,3,3,3,4,2,4,5,1,2,2,1,2,1,1,1,0,0,1,0,1,0,1,2
18,3,3,3,9,3,2,6,3,2,3,5,1,3,1,1,0,0,1,2,0,1,0,2,2
19,4,2,5,6,5,3,2,4,3,2,0,0,1,0,1,0,0,0,0,1,1,2,1,1
20,1,2,2,4,3,4,1,4,1,3,4,5,1,1,1,1,0,0,0,0,1,2,0,4
21,2,2,6,3,3,4,2,5,6,1,0,1,-1,1,0,2,1,0,0,0,1,1,5,0
22,5,0,1,4,3,2,5,1,0,1,2,2,1,2,0,1,2,1,1,0,1,2,2,3
23,2,4,4,3,3,2,3,4,1,1,1,2,1,0,0,0,1,0,0,1,0,1,1,3
24,3,4,2,4,4,5,2,0,1,0,4,3,0,3,3,1,2,0,1,1,0,2,1,0
25,4,5,1,4,0,1,4,1,2,2,0,1,1,1,0,2,0,0,2,2,0,1,1,2
26,1,0,1,1,2,2,1,2,3,3,0,1,2,2,0,0,0,1,2,0,1,1,0,3
27,2,2,1,5,5,3,1,3,1,2,0,2,1,2,0,1,1,0,1,0,0,1,1,2
28,0,4,2,6,1,2,2,4,3,2,1,1,0,1,0,0,1,2,2,0,0,0,1,2
29,2,1,5,1,2,2,1,4,4,3,1,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
