feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,134,141,150,141,124,117,124,104,92,111,91,116,94,77,73,41,27,40,28,59,53,84,106,87
02,123,139,140,135,134,87,97,140,77,61,74,65,77,64,63,29,19,21,20,31,66,65,82,97
03,112,130,132,155,137,119,103,100,94,-1,99,70,68,59,44,40,39,32,32,43,67,53,80,93
04,101,116,134,112,141,126,115,104,107,96,103,53,94,80,52,47,38,24,30,39,53,65,86,98
05,112,127,124,126,119,130,122,123,104,92,105,90,107,95,82,51,34,42,35,-1,0,46,-1,15
06,73,95,86,85,82,82,69,-1,84,83,96,119,86,70,50,40,32,26,33,23,54,59,73,80
07,81,99,97,113,87,87,90,96,108,103,105,98,67,57,54,39,31,27,28,38,34,45,69,82
08,123,119,111,137,141,126,96,97,73,121,84,98,86,73,57,49,71,100,16,33,57,72,74,81
09,106,96,95,92,95,84,84,97,-1,49,77,77,100,70,80,60,75,27,24,40,34,58,-1,-1
10,-1,80,89,67,98,75,81,80,71,76,83,71,78,55,43,25,64,37,31,36,39,67,48,77
11,83,73,76,75,76,85,66,75,57,85,90,99,83,49,40,35,24,27,-1,34,33,51,41,78
12,79,77,80,65,71,72,66,51,68,80,64,84,61,40,31,34,17,25,23,21,43,45,72,103
13,84,90,91,76,77,104,81,73,87,91,91,86,55,70,39,33,19,21,20,31,28,-1,29,129
14,110,97,117,95,68,83,75,64,92,80,84,73,75,55,45,33,31,27,21,55,49,57,72,95
15,105,90,105,91,100,98,93,104,127,99,104,110,56,56,49,56,35,24,66,34,34,58,71,108
16,103,131,116,113,97,89,90,86,84,86,89,61,101,64,49,29,14,17,18,30,42,58,75,91
17,131,113,157,135,80,69,99,100,126,91,88,74,65,55,42,30,30,31,21,16,38,56,71,78
18,112,101,79,115,116,141,79,111,105,97,80,88,68,48,37,33,22,8,-1,46,64,85,96,97
19,103,94,108,101,110,81,90,110,95,72,68,77,57,51,42,53,38,22,22,50,57,61,85,92
20,122,106,98,71,85,121,79,75,88,74,68,80,68,55,48,32,27,28,36,40,41,67,81,80
21,107,92,114,109,96,97,77,84,95,54,59,57,42,56,9,27,30,21,37,47,75,62,84,120
22,104,99,106,67,88,79,76,83,52,52,63,57,60,55,54,37,38,33,31,27,48,67,78,89
23,145,121,121,104,93,91,79,81,66,74,60,58,63,50,55,28,31,24,35,30,54,73,86,79
24,81,103,79,80,87,84,81,96,90,60,72,43,60,59,31,57,41,21,26,36,58,-1,-1,-1
25,37,129,124,155,133,129,116,112,92,-1,-1,77,70,-1,36,43,31,19,38,39,50,57,53,95
26,75,74,53,44,82,93,114,65,97,109,111,122,92,93,76,49,41,38,30,41,44,12,86,11
27,96,115,106,107,96,102,97,114,112,103,114,98,113,76,71,81,28,33,37,36,59,70,72,103
28,81,104,117,129,83,86,83,99,106,102,103,85,79,70,52,43,75,38,28,28,47,59,92,99
29,87,130,140,119,82,114,130,102,117,150,101,103,114,74,57,98,32,27,23,39,54,65,81,066
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]hgmpI}lel`z`fg'o0'jf',b
