Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,3,4,4,10,11,15,9,8,15,17,15,18,17,2,1,7,2,3,3,5,5,6,5,2
2,3,5,10,15,13,15,-1,21,15,20,5,20,5,27,3,2,4,2,3,5,7,6,6,1
3,4,9,10,5,11,12,15,17,8,25,26,10,14,5,4,4,4,2,3,6,4,10,8,3
4,8,8,3,4,18,7,14,11,5,23,24,8,8,1,1,1,1,-1,3,2,4,4,4,2
5,4,3,8,2,7,8,11,13,8,10,7,16,8,1,3,5,2,2,3,1,3,6,5,4
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,4,3,2,2,2,2,7,9,5,3
7,2,4,9,13,23,15,16,24,12,12,9,17,7,2,6,4,3,1,3,2,6,7,6,1
8,2,10,5,10,11,9,10,27,13,11,9,15,7,2,4,1,2,4,6,6,6,7,5,2
9,4,4,4,8,7,11,12,19,14,13,23,14,8,5,3,2,5,2,2,2,4,7,7,3
10,6,6,8,13,6,8,10,8,24,12,24,14,4,7,3,3,3,4,9,5,8,8,5,2
11,1,3,3,8,15,6,13,10,13,12,5,21,15,8,4,4,1,2,1,5,6,6,5,1
12,2,2,2,4,10,4,20,23,8,6,7,6,3,4,2,3,4,2,6,2,4,10,5,1
13,2,2,4,7,10,10,8,14,19,7,15,14,6,4,3,2,1,1,2,5,3,3,3,2
14,3,3,7,3,6,10,9,17,6,5,7,5,3,1,6,1,1,1,1,2,6,2,3,3
15,1,3,5,6,8,9,19,45,4,11,3,4,6,2,2,1,1,-1,4,5,3,7,5,1
16,5,8,2,6,6,8,6,3,9,8,8,15,14,6,7,2,2,2,2,3,4,3,3,3
17,2,7,19,10,16,9,30,6,10,12,10,12,10,3,4,2,3,5,2,3,5,8,4,2
18,2,3,7,4,6,13,19,17,16,13,6,3,2,5,3,4,1,3,3,2,4,5,4,3
19,1,4,2,2,10,7,7,12,9,9,5,4,4,12,1,1,1,3,2,3,2,4,6,2
20,1,1,2,5,4,9,12,14,4,14,11,3,7,2,3,2,1,1,12,6,5,5,6,-1,-1
21,2,1,2,6,6,8,10,8,10,7,18,9,7,6,13,1,2,-1,3,1,3,4,3,2
22,2,3,3,3,5,8,4,13,7,3,3,23,13,6,3,4,1,1,2,1,2,5,4,1
23,3,7,2,2,6,13,10,11,15,12,7,8,37,4,8,5,1,3,2,2,5,5,4,3
24,3,4,4,5,6,10,9,4,6,20,13,15,4,6,5,2,1,1,1,3,3,5,3,3
25,4,3,3,14,12,13,21,11,18,14,12,17,-1,-1,-1,-1,-1,1,2,2,4,5,3,2
26,3,3,1,5,3,4,6,10,8,10,3,12,16,20,10,5,2,3,2,4,3,1,6,2
27,3,2,2,4,12,8,6,8,4,9,7,5,7,6,1,2,1,2,5,4,5,8,11,2
28,3,4,5,9,16,9,12,10,16,19,32,9,10,9,5,3,6,-1,2,3,10,4,6,5
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
