Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,19,35,43,66,75,105,100,89,87,85,119,117,132,119,109,113,116,90,78,74,45,39,24
2,25,39,34,41,58,67,89,76,93,77,83,97,105,122,111,121,109,90,92,84,89,62,38,38
3,23,25,33,62,72,76,97,93,91,107,104,108,92,124,111,125,109,138,85,81,63,54,30,27
4,44,32,32,54,56,81,84,102,88,93,98,106,116,120,127,91,135,101,99,98,82,73,47,54
5,80,35,78,70,84,95,76,90,102,99,127,145,147,162,143,136,141,102,110,103,86,72,44,40
6,36,37,52,62,75,77,84,103,91,105,102,139,131,127,122,137,124,106,85,106,54,63,52,27
7,22,27,37,57,76,96,92,83,79,107,98,137,138,132,129,133,109,125,115,98,85,76,62,31
8,38,48,51,62,65,85,84,96,71,97,113,135,144,136,129,130,121,116,96,91,51,39,35,20
9,18,22,27,28,45,48,53,54,70,71,-1,-1,-1,-1,-1,122,156,130,120,101,94,70,61,51
10,43,56,63,82,102,108,108,124,84,112,138,119,152,161,172,162,130,150,141,122,76,73,41,40
11,92,39,45,56,77,87,118,107,96,90,109,123,175,141,163,136,116,131,111,75,81,55,34,26
12,18,25,35,46,71,87,71,95,74,86,103,109,128,139,131,130,111,117,104,81,75,58,42,38
13,24,37,46,47,67,79,93,71,71,79,98,111,150,141,129,131,121,97,99,91,86,53,46,28
14,32,40,38,47,54,79,68,73,74,86,87,117,136,132,125,115,115,122,92,114,59,55,55,35
15,30,45,52,53,84,65,96,89,84,91,99,105,125,141,126,152,126,134,103,112,71,53,42,43
16,28,42,34,47,63,75,88,72,90,102,84,96,106,149,139,118,116,101,106,101,80,61,38,29
17,24,45,31,49,51,71,80,89,94,83,87,99,116,132,129,111,125,97,112,94,96,61,42,42
18,26,31,42,58,51,71,89,71,72,74,101,106,136,124,132,144,146,129,110,100,68,52,37,30
19,26,33,38,39,59,56,80,99,82,72,81,128,121,125,147,127,112,122,87,102,76,49,49,38
20,23,29,56,46,52,52,80,75,60,87,83,112,130,119,143,143,121,115,107,96,69,55,44,33
21,33,46,37,40,41,86,71,72,74,85,81,108,131,132,126,133,125,126,84,102,97,51,39,27
22,20,27,38,70,70,58,97,88,73,88,84,131,117,135,132,105,130,111,93,95,67,46,41,25
23,35,35,36,43,47,66,77,75,71,69,67,92,112,144,133,119,103,103,104,98,82,62,56,29
24,49,26,30,44,57,68,76,88,74,61,74,80,80,111,128,122,120,115,108,123,80,58,30,33
25,14,98,98,76,89,69,90,83,85,86,74,116,126,122,156,129,114,125,110,77,69,58,44,34
26,31,26,37,110,47,75,76,77,87,85,83,112,120,122,124,136,105,116,98,84,92,62,60,26
27,26,28,45,37,57,84,70,95,79,107,98,136,138,131,124,142,129,121,127,107,95,53,43,38
28,30,33,48,45,62,82,78,91,59,72,72,115,133,125,116,126,126,95,106,83,88,59,53,52
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
