may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,110,82,152,201,108,121,114,50,62,43,38,50,46,34,22,50,35,54,145,130,150,92,97,74
02,204,160,189,210,196,204,212,188,97,36,43,29,24,24,26,29,32,43,48,132,122,77,91,153
03,169,153,90,90,92,96,141,58,63,33,42,80,35,38,41,30,47,26,16,28,33,29,61,33
04,63,77,60,38,63,91,114,58,31,18,29,28,11,28,93,88,78,44,16,40,47,40,34,73
05,98,54,105,51,72,48,51,39,38,16,56,70,37,53,70,61,70,44,32,33,62,68,120,139
06,112,120,95,102,105,107,86,77,63,46,35,52,23,18,22,43,51,40,28,25,35,25,101,96
07,68,55,96,102,94,111,127,84,64,33,23,21,17,16,13,28,25,29,33,66,107,95,86,66
08,35,25,17,175,210,211,232,198,58,50,35,20,13,8,6,16,16,14,24,25,30,44,103,130
09,65,58,97,115,121,133,161,130,77,59,61,32,21,17,11,14,15,25,31,33,37,52,83,139
10,-1,-1,-1,15,172,160,116,55,38,27,29,30,37,25,18,31,39,45,45,61,107,99,85,109
11,70,48,54,33,72,85,132,33,33,38,39,46,28,21,30,27,26,24,45,24,73,77,72,85
12,80,82,75,89,124,91,110,110,54,95,61,156,186,142,133,128,169,135,109,92,145,51,19,19
13,16,16,26,32,60,104,107,73,81,76,55,79,113,83,95,143,173,168,124,79,220,186,197,162
14,85,75,36,59,110,76,97,60,54,49,41,40,34,39,32,23,37,50,60,87,163,160,100,101
15,103,111,76,39,52,54,117,95,21,21,18,18,28,41,59,79,48,64,102,84,93,101,105,55
16,98,141,84,79,153,164,119,125,37,52,21,26,23,16,34,47,22,10,14,12,25,17,22,61
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27,54,73,74,101,128,141,143,117,119
18,224,183,150,158,157,218,233,201,116,43,49,68,53,57,41,57,62,59,66,89,110,94,136,102
19,134,114,156,117,142,172,116,84,57,51,50,40,29,56,66,126,91,70,68,80,118,178,151,150
20,173,185,199,187,228,137,185,117,74,59,49,82,75,83,85,109,115,132,114,78,103,80,112,105
21,105,86,43,53,71,110,93,94,71,62,107,50,52,34,10,28,68,57,56,33,72,101,183,126
22,155,129,128,122,107,138,133,110,69,98,72,132,135,75,104,98,79,56,36,54,51,42,53,92
23,130,143,172,151,189,224,197,121,117,165,121,84,35,38,28,53,71,35,57,64,71,92,104,74
24,105,114,55,83,109,111,118,54,63,48,40,60,51,44,40,32,15,18,22,41,61,145,120,46
25,107,121,116,97,116,98,65,170,90,18,23,14,13,15,7,40,65,83,59,124,188,182,201,221
26,252,166,234,196,129,100,90,88,166,121,52,17,59,42,39,56,48,59,95,137,160,156,212,233
27,228,147,164,204,207,198,164,45,42,20,35,52,42,26,39,35,56,248,184,118,135,166,41,75
28,73,51,168,124,153,85,164,153,99,20,84,97,92,53,42,58,47,30,12,27,86,103,61,41
29,54,100,60,19,22,54,31,34,48,90,97,110,45,33,77,17,83,107,97,73,22,23,18,19
30,31,45,53,60,145,181,126,52,117,108,89,120,50,30,32,30,31,31,21,29,54,42,14,74
31,151,66,32,6,48,59,37,25,15,15,25,27,25,24,30,14,26,37,19,41,121,93,182,111
