Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,88,87,122,178,149,109,102,107,115,90,70,48,56,71,36,18,22,35,23,39,43,27,33,31
2,39,70,95,121,133,109,94,87,55,97,102,48,18,33,59,20,26,28,37,54,47,34,32,27
3,20,69,193,98,112,100,30,44,107,83,98,-1,56,79,58,51,46,45,22,28,32,29,29,30
4,88,88,103,153,132,109,90,51,51,43,84,45,28,22,34,33,15,14,9,19,13,15,14,20
5,45,27,33,62,55,44,26,13,32,36,26,16,13,23,22,17,10,13,12,33,41,9,11,28
6,29,25,38,64,56,43,20,16,42,44,39,29,-1,38,30,22,18,16,22,18,13,16,12,11
7,26,34,47,34,50,70,44,35,47,53,33,27,18,44,26,23,25,4,12,38,46,47,38,37
8,29,42,53,72,66,57,24,24,28,45,39,46,41,49,49,48,30,29,31,27,37,31,22,11
9,43,52,63,75,55,62,63,43,41,29,46,46,42,38,25,34,31,35,37,42,40,16,19,21
10,37,49,56,79,78,67,70,30,57,55,43,46,45,36,44,23,35,31,17,16,15,15,6,9
11,23,42,52,65,88,64,44,50,71,60,45,39,37,25,36,23,29,43,27,21,23,-1,-1,28
12,28,32,39,65,70,51,52,32,74,-1,65,56,42,28,48,31,20,31,28,20,42,32,8,16
13,40,43,39,71,70,52,41,33,60,56,36,68,87,40,56,32,45,48,26,19,43,23,13,8
14,24,23,14,35,63,66,31,75,100,84,72,72,59,75,49,43,33,24,41,21,35,35,13,27
15,40,45,58,56,72,54,49,17,47,77,61,70,24,41,33,39,32,18,7,34,29,17,15,12
16,11,21,55,62,72,62,53,50,41,62,53,32,38,39,38,28,25,25,28,26,31,17,11,12
17,31,23,38,46,51,44,49,32,57,72,36,33,15,16,21,10,24,18,16,10,13,19,14,11
18,10,32,24,23,53,59,40,36,78,64,21,35,28,45,26,18,23,26,20,17,41,14,12,23
19,18,45,76,87,73,75,72,61,70,99,47,35,32,42,23,30,36,24,26,12,43,41,23,24
20,11,42,52,64,59,47,54,32,53,60,42,39,34,37,30,57,-1,-1,-1,-1,12,11,13,22
21,17,49,91,47,46,71,32,30,35,58,26,34,23,44,36,24,37,29,33,20,71,70,63,73
22,141,122,154,135,100,97,45,29,32,94,73,62,39,62,53,50,51,26,16,20,31,23,45,58
23,74,65,65,80,86,77,58,92,83,68,90,25,58,68,50,40,45,38,33,38,63,52,19,59
24,64,72,86,100,111,142,74,76,110,121,107,76,65,89,55,43,54,67,31,26,26,23,15,32
25,48,69,64,102,118,102,58,-1,-1,-1,-1,77,64,65,71,50,53,49,37,48,25,19,29,17
26,35,38,53,73,95,74,42,65,78,62,56,29,45,42,47,44,35,32,19,40,21,12,22,18
27,42,38,43,60,74,97,46,28,80,65,57,45,41,61,47,32,41,37,42,43,31,4,7,10
28,13,22,65,67,70,66,51,36,55,52,36,44,40,31,34,32,29,30,13,40,50,48,21,33
29,42,46,47,80,65,55,25,41,32,56,37,64,27,10,27,23,29,30,19,8,12,14,10,11
30,25,43,44,57,59,55,41,61,55,50,64,47,21,27,14,41,22,21,19,28,27,9,15,32
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
