feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,16,25,28,30,16,23,22,12,12,18,12,10,10,12,14,16,5,7,12,17,18,25,18,""
02,18,24,17,19,21,18,16,15,16,14,12,15,16,13,4,10,11,13,9,11,12,22,10,16,""
03,29,16,20,20,16,18,18,18,20,17,20,6,-1,-1,5,6,4,13,7,11,19,21,21,12,""
04,15,14,22,31,19,17,13,17,16,11,11,12,18,7,12,10,8,16,9,14,8,14,15,17,""
05,15,14,22,20,19,22,13,16,17,12,12,6,16,9,9,10,1,11,8,27,11,12,19,20,""
06,16,14,19,22,14,20,14,11,9,11,16,9,13,4,11,2,-1,-1,-1,-1,-1,-1,-1,0,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,12,19,13,12,16,7,9,6,10,18,19,13,17,""
08,19,14,21,18,17,18,24,14,18,21,19,18,6,13,8,2,10,7,14,6,16,16,17,11,""
09,19,19,14,13,19,11,10,12,12,13,19,14,16,8,11,6,11,8,6,12,16,18,15,23,""
10,12,13,17,21,28,20,12,14,13,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,18,17,19,9,7,13,10,11,13,16,25,18,""
14,14,21,20,15,26,23,21,19,19,29,20,12,16,15,10,10,12,10,9,14,17,15,27,25,""
15,21,23,24,32,25,16,16,11,20,14,12,21,12,10,7,11,11,7,11,14,17,17,13,32,""
16,18,24,21,25,21,21,22,17,13,15,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,24,15,""
17,24,15,21,37,21,18,23,18,15,13,22,11,10,15,14,7,10,9,7,12,14,17,24,23,""
18,30,19,27,23,15,21,10,14,16,15,17,15,12,5,14,15,12,12,11,15,8,15,20,19,""
19,14,22,21,26,31,22,18,12,12,21,21,14,10,15,13,8,8,13,14,8,21,9,-1,0,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,13,19,17,21,10,14,8,12,9,27,21,25,20,""
21,17,14,21,20,28,15,15,21,22,21,9,18,22,14,18,11,15,13,15,8,19,21,29,20,""
22,24,17,20,24,20,19,17,21,18,16,14,17,16,16,7,12,10,10,16,16,21,24,16,24,""
23,23,24,23,30,26,27,22,15,16,21,29,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,25,20,16,16,14,20,8,14,8,18,20,20,22,23,""
25,20,28,31,23,20,29,29,22,30,22,21,24,14,14,12,17,12,12,14,7,13,23,28,25,""
26,19,23,20,30,25,24,15,16,20,20,17,16,17,11,9,11,12,8,7,11,20,19,24,19,""
27,18,26,27,13,28,23,12,15,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,23,""
29,22,26,27,30,26,19,30,15,21,14,14,17,17,11,12,11,10,11,8,12,11,17,21,3,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
