feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,""
03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,4,1,0,0,0,""
06,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
08,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,8,-1,6,1,0,""
09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,""
10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,""
12,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,14,8,0,0,0,""
13,0,0,-1,1,0,0,0,0,0,1,13,35,11,1,0,0,0,0,0,0,2,0,1,2,""
14,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,""
15,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,""
16,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,""
17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,26,12,17,""
18,9,6,2,4,4,9,6,6,10,7,3,1,1,0,0,0,1,3,2,2,7,3,3,7,""
19,2,3,2,3,1,2,1,6,7,3,1,3,3,0,0,0,2,3,5,6,4,6,5,5,""
20,8,2,2,2,3,1,0,2,0,0,0,0,0,0,0,1,0,38,24,11,14,16,25,16,""
21,12,1,0,1,1,2,4,0,0,1,0,0,0,1,19,8,6,32,11,2,4,3,2,6,""
22,1,2,0,0,0,3,-1,0,0,0,0,0,0,6,44,22,16,7,16,-1,23,4,2,1,""
23,1,1,2,1,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,""
24,0,1,2,0,0,2,0,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,""
25,0,6,0,0,1,0,0,1,0,1,1,0,0,0,6,14,5,2,2,49,17,33,26,29,""
26,18,23,35,24,23,25,30,72,22,38,35,15,33,13,9,48,11,1,1,17,15,27,20,14,""
27,10,25,15,20,19,38,30,34,-1,54,34,22,16,8,14,16,45,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
