feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,113,126,157,142,156,147,144,147,151,162,149,155,160,197,178,133,173,132,109,82,86,57,74,""
02,79,105,118,150,131,148,133,141,128,113,136,139,152,158,165,148,132,150,118,87,80,85,66,65,""
03,91,101,144,129,142,124,141,129,124,128,143,136,160,162,160,163,120,125,141,121,94,76,74,67,""
04,77,105,129,154,146,150,151,127,119,143,114,128,154,156,140,136,148,169,140,107,91,74,74,58,""
05,73,108,113,125,179,176,184,146,139,121,118,153,142,177,208,221,165,137,113,77,92,99,74,75,""
06,96,108,117,170,180,210,231,195,203,227,248,216,193,230,234,189,171,174,159,138,114,90,74,88,""
07,95,133,157,190,181,180,208,184,199,198,181,190,209,220,211,229,171,185,160,131,102,85,71,83,""
08,101,100,133,132,124,204,186,176,157,179,184,170,198,194,205,172,176,200,188,121,101,83,74,71,""
09,69,118,134,177,197,192,201,182,190,151,162,172,152,176,217,195,158,165,154,126,112,76,78,88,""
10,81,102,123,125,151,146,174,184,177,177,187,122,138,139,148,129,152,152,132,116,78,70,58,73,""
11,80,87,123,123,161,178,192,188,177,186,124,187,184,181,170,180,164,143,113,94,62,88,76,71,""
12,67,105,125,133,188,181,185,169,158,146,132,169,157,132,179,177,138,148,122,77,79,69,80,67,""
13,80,105,121,154,132,156,208,127,171,148,186,155,227,241,271,206,204,205,199,176,108,106,89,95,""
14,107,145,182,236,204,231,226,217,187,210,226,213,206,210,281,252,170,227,180,143,104,89,95,93,""
15,94,128,134,160,163,169,179,168,138,146,153,162,176,202,180,200,134,164,129,94,97,69,70,55,""
16,68,164,219,244,286,317,310,263,289,294,317,268,283,269,300,283,258,258,251,189,137,136,119,122,""
17,140,165,214,269,242,284,324,271,287,265,281,323,296,303,303,365,279,295,252,193,151,106,132,113,""
18,139,182,242,284,277,269,296,252,243,255,244,293,313,301,309,290,299,275,189,158,120,102,106,112,""
19,133,154,194,228,270,270,306,292,265,223,217,313,250,314,304,260,238,250,215,170,129,122,106,96,""
20,139,158,207,278,269,270,270,267,249,263,311,309,353,296,287,285,259,269,219,207,174,122,119,113,""
21,139,144,193,254,265,307,315,300,337,337,363,301,300,284,315,305,241,268,225,183,186,145,103,109,""
22,138,188,192,244,245,300,324,293,279,256,287,259,253,247,316,257,212,224,209,184,145,109,116,119,""
23,119,143,224,226,258,306,296,249,243,244,289,233,247,283,284,302,243,232,234,191,118,118,107,104,""
24,119,168,187,225,239,275,253,257,236,242,266,228,294,261,334,281,221,230,198,154,139,121,104,109,""
25,114,144,225,254,255,274,281,237,204,241,178,236,266,267,281,245,282,219,178,149,133,90,94,107,""
26,95,164,228,257,264,317,326,276,260,213,223,266,261,284,288,305,284,251,192,182,139,100,100,122,""
27,113,164,210,289,281,314,290,291,254,244,294,245,51,42,50,44,28,38,30,25,19,8,14,19,""
28,11,19,25,27,47,33,32,30,20,32,18,33,7,31,41,26,24,28,25,20,13,16,10,13,""
29,11,21,18,30,33,37,34,23,14,12,14,26,29,31,36,39,22,29,24,16,11,9,6,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
