feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,3,2,3,3,2,7,2,5,1,2,8,1,2,2,2,4,2,1,4,1,1,3,2,""
02,2,3,4,5,2,5,2,5,3,6,7,2,1,1,4,1,3,0,2,1,5,3,1,0,""
03,3,2,4,5,5,4,4,4,2,3,3,3,1,3,1,0,1,1,2,0,2,1,4,2,""
04,3,8,3,7,5,3,3,5,4,2,1,1,3,0,0,4,0,2,0,1,2,2,2,2,""
05,1,3,9,4,2,4,3,2,5,3,6,1,5,5,1,1,2,1,2,2,3,5,2,4,""
06,3,1,1,0,3,6,2,2,4,3,1,1,0,3,3,2,2,0,0,4,0,4,1,1,""
07,0,3,3,4,2,3,3,4,3,2,0,1,4,0,2,0,0,0,2,1,1,2,2,3,""
08,1,1,3,6,4,6,3,2,4,2,6,1,1,2,1,2,1,2,1,2,3,2,0,0,""
09,6,2,0,5,2,3,3,5,2,3,3,1,1,0,0,0,0,2,4,1,2,3,3,6,""
10,4,8,2,2,5,2,1,6,2,1,3,3,1,2,3,0,0,1,0,1,1,1,1,5,""
11,1,1,3,2,3,3,4,1,7,5,6,2,2,1,2,3,2,1,2,2,1,1,1,0,""
12,4,9,3,2,2,2,3,6,8,3,3,2,6,0,1,1,0,0,2,4,3,1,1,1,""
13,2,4,2,1,3,2,4,5,1,6,0,1,2,3,1,2,1,1,1,1,1,1,1,3,""
14,3,2,3,2,6,3,3,5,4,3,5,1,5,3,1,1,1,3,0,0,1,1,1,1,""
15,1,2,0,2,0,2,1,1,2,4,6,0,2,0,3,0,1,2,0,0,0,1,1,1,""
16,5,5,4,5,4,3,6,3,4,1,1,0,2,3,3,4,3,0,0,2,0,0,0,1,""
17,0,1,0,1,2,3,0,4,0,0,2,1,0,0,1,0,0,5,0,1,1,2,1,1,""
18,3,2,3,2,2,3,2,3,4,2,5,1,3,1,2,0,0,0,2,0,2,0,0,0,""
19,2,1,1,3,1,2,3,0,0,1,3,2,2,3,3,1,0,2,0,2,2,2,2,3,""
20,3,1,2,5,1,1,1,2,1,0,2,3,4,2,2,1,2,0,2,1,1,0,0,2,""
21,2,4,1,2,3,2,5,6,3,3,2,0,2,0,1,0,0,0,1,2,0,1,2,0,""
22,0,1,1,5,3,4,5,4,6,2,1,0,1,1,4,0,1,3,0,2,1,3,3,2,""
23,3,2,6,2,1,0,4,3,0,1,2,4,2,2,2,1,0,1,1,2,2,0,2,0,""
24,1,2,1,0,0,5,1,2,1,2,0,2,0,2,0,0,1,2,2,0,2,3,1,2,""
25,1,2,5,2,3,5,4,1,3,2,1,2,3,2,0,1,1,0,0,2,1,3,2,2,""
26,6,3,1,2,1,6,2,2,1,5,4,0,2,2,0,1,0,3,0,3,2,2,4,0,""
27,1,1,6,4,3,2,2,7,3,2,1,6,0,4,1,0,1,1,1,0,2,0,1,0,""
28,2,3,2,5,2,2,1,2,0,2,1,0,2,2,1,1,1,0,0,2,3,1,3,3,""
29,1,2,3,0,0,0,2,1,2,4,1,3,2,2,2,1,2,1,2,4,4,4,5,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
