dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,2,4,5,7,14,18,26,37,44,37,42,44,43,53,15,21,19,20,9,4,3,2,""
02,0,1,3,4,3,5,12,14,19,45,47,30,48,55,40,36,19,15,17,25,8,7,3,0,""
03,4,6,7,32,25,22,32,17,19,52,56,45,32,31,25,29,31,15,23,15,7,2,7,5,""
04,1,3,3,3,14,32,32,17,27,34,39,31,28,48,40,36,26,14,35,16,11,10,6,5,""
05,6,5,3,3,8,9,10,6,8,37,35,30,33,57,47,35,19,5,9,10,-1,7,4,2,""
06,3,0,5,8,16,27,22,31,35,50,43,29,37,34,28,25,33,27,18,15,13,10,8,3,""
07,5,1,1,7,11,19,29,23,18,23,33,38,28,40,38,31,20,14,12,4,1,4,1,4,""
08,3,6,13,31,6,9,15,21,17,49,39,52,56,65,70,44,38,22,16,31,7,18,5,3,""
09,28,45,10,15,42,43,23,23,28,26,31,37,32,35,39,29,28,23,59,33,10,5,5,5,""
10,2,2,4,6,4,18,53,50,36,51,63,41,18,19,23,47,23,13,23,17,8,11,7,3,""
11,3,1,4,3,8,16,32,43,31,31,26,28,34,46,22,27,21,14,12,5,3,2,3,0,""
12,1,1,1,4,10,9,27,72,49,26,65,69,52,67,53,21,22,8,10,3,3,0,7,0,""
13,1,1,17,7,18,39,98,145,111,40,58,94,131,121,64,35,21,5,9,2,3,3,2,2,""
14,1,7,14,32,58,70,103,187,179,92,95,98,139,106,80,33,16,10,8,9,3,5,1,1,""
15,0,2,4,5,12,14,15,16,24,32,23,35,28,31,36,31,24,15,10,8,11,6,0,0,""
16,2,1,4,2,14,15,10,25,35,38,28,34,22,26,18,23,20,17,19,19,17,5,3,2,""
17,2,4,3,6,12,8,15,14,17,34,37,35,17,20,26,22,25,16,14,14,10,3,0,1,""
18,0,3,2,3,3,9,15,5,10,21,33,26,20,27,34,21,12,12,11,15,2,2,4,3,""
19,3,2,2,8,10,7,18,11,20,42,38,36,26,18,26,25,9,11,12,10,9,4,5,2,""
20,2,2,1,2,2,6,2,6,11,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,""
21,0,-1,0,0,0,0,13,13,17,21,33,24,34,30,43,41,33,17,23,16,8,5,5,1,""
22,4,1,1,6,10,6,8,7,9,13,14,36,26,38,52,22,22,31,18,16,5,5,3,6,""
23,5,4,6,12,23,27,21,18,29,27,34,31,37,33,52,26,28,30,32,21,16,5,2,1,""
24,2,4,3,8,19,25,13,8,21,33,37,27,25,23,43,32,29,19,8,20,8,6,7,2,""
25,0,3,2,3,10,14,17,8,18,24,25,37,26,30,42,48,43,20,28,12,9,4,2,1,""
26,-1,-1,10,-1,-1,-1,25,8,17,29,26,36,25,29,22,26,19,20,11,20,5,9,4,-1,""
27,6,-1,-1,3,16,13,6,8,6,8,19,24,20,21,19,13,14,6,8,18,4,3,1,1,""
28,3,4,1,2,3,5,4,3,8,11,19,21,28,39,33,20,17,15,9,6,5,2,2,3,""
29,0,0,5,6,10,12,14,16,7,20,19,22,24,24,26,43,16,18,7,8,3,4,2,3,""
30,0,3,3,8,7,12,15,16,13,26,26,25,23,30,36,17,18,15,12,9,11,2,1,3,""
31,5,5,0,0,6,12,16,11,19,18,29,17,22,37,35,27,7,8,5,9,6,1,0,-1,""
