dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,63,52,78,71,81,120,124,128,135,144,177,146,180,139,136,137,85,79,63,77,76,64,61,72,""
02,61,59,73,65,80,97,124,119,102,91,101,123,103,117,115,113,91,83,83,62,51,78,64,87,""
03,67,57,69,73,59,88,106,110,109,119,116,138,131,102,86,78,37,51,44,75,64,56,49,56,""
04,60,60,77,95,103,95,111,93,87,83,82,89,87,94,73,103,58,29,37,34,42,36,38,39,""
05,47,49,67,70,74,99,89,107,109,108,107,112,166,153,104,70,53,48,58,40,49,43,32,36,""
06,29,35,55,75,94,119,130,115,106,99,94,113,120,92,95,78,50,34,41,31,61,28,34,31,""
07,34,42,70,148,106,129,146,111,136,85,101,117,131,104,92,117,113,87,80,59,53,64,46,55,""
08,40,50,72,58,90,78,86,88,73,76,85,85,79,67,71,82,65,82,62,54,40,31,31,37,""
09,16,57,38,35,56,68,99,80,84,75,75,76,65,54,62,62,19,23,22,12,19,9,10,12,""
10,13,15,31,35,33,43,58,70,66,62,69,57,58,40,34,44,41,41,35,27,17,20,10,17,""
11,28,25,26,42,49,50,76,75,56,39,39,49,53,42,48,35,47,34,30,19,9,19,11,17,""
12,13,18,42,52,68,92,149,107,52,27,36,41,40,64,52,89,78,56,45,26,24,14,12,20,""
13,18,24,39,77,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,50,50,86,73,43,35,20,20,13,""
14,34,56,57,95,101,171,219,185,105,90,81,108,124,74,33,26,38,25,35,28,-1,-1,17,16,""
15,60,72,120,119,116,148,148,152,170,125,106,121,131,98,92,103,85,112,82,58,77,92,60,56,""
16,66,81,91,119,119,134,151,177,172,128,146,134,135,114,147,160,161,121,100,86,97,71,55,72,""
17,57,70,100,101,109,126,155,167,150,136,131,131,140,136,122,136,147,163,176,172,140,124,115,111,""
18,122,160,173,187,189,207,249,230,227,236,265,249,231,220,213,165,198,150,154,144,132,116,93,75,""
19,99,114,159,183,196,199,223,242,243,243,254,282,233,237,227,238,248,202,187,172,151,119,117,104,""
20,134,164,183,216,230,247,242,253,236,244,262,275,270,244,226,226,213,189,213,152,135,124,107,159,""
21,171,172,186,231,256,272,309,329,339,281,326,326,342,331,332,301,276,247,210,203,191,182,180,189,""
22,170,194,187,247,259,283,309,327,320,289,328,330,353,355,349,338,287,272,231,197,198,175,177,144,""
23,175,200,214,244,264,242,295,329,310,304,328,311,326,337,332,319,332,284,263,208,186,163,165,169,""
24,167,198,208,250,274,270,299,330,311,305,333,326,310,315,295,305,299,254,239,222,180,163,143,151,""
25,176,182,215,255,263,265,292,339,316,334,286,128,74,52,119,247,304,320,266,241,209,183,156,163,""
26,176,182,225,247,284,288,306,346,315,310,328,340,279,348,307,336,306,249,234,206,187,182,147,163,""
27,139,177,207,228,250,263,320,319,300,297,297,294,344,336,296,278,250,229,196,174,183,188,148,177,""
28,129,168,178,201,229,245,294,336,341,320,327,333,331,333,333,287,278,265,238,216,226,175,155,181,""
29,137,152,195,231,232,272,296,330,347,306,298,336,323,357,326,339,314,282,252,212,187,157,157,160,""
30,157,180,189,224,247,259,278,306,293,291,296,334,344,324,343,310,128,169,143,131,127,106,78,83,""
31,74,102,109,110,126,167,192,186,179,190,204,218,221,222,249,-1,6,116,-1,94,114,0,50,-1,""
