dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,105,101,39,23,21,10,""
04,22,16,26,34,27,26,36,21,60,56,60,60,64,41,47,61,16,53,53,57,37,44,23,29,""
05,24,28,40,40,434,590,631,698,516,386,299,289,245,224,74,50,63,64,84,36,31,28,10,13,""
06,9,11,25,6,7,8,4,4,13,36,12,15,11,9,11,10,8,9,10,22,28,27,31,17,""
07,42,4,10,5,8,2,5,4,9,10,4,13,6,9,3,5,1,4,7,3,11,2,6,2,""
08,2,0,3,12,9,6,8,6,20,8,8,14,10,16,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,129,0,0,0,0,0,0,0,0,0,0,""
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,""
17,0,0,0,505,746,665,432,352,347,390,381,385,187,102,94,-1,-1,-1,-1,-1,-1,4,23,7,""
18,10,30,22,44,57,76,56,80,93,102,114,107,107,103,511,528,496,476,488,330,292,110,0,0,""
19,3,23,67,93,121,136,100,119,134,173,185,178,167,187,274,188,187,153,10,13,2,3,0,0,""
20,0,7,59,119,129,136,116,114,156,178,170,184,255,327,233,210,190,167,158,77,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,413,201,130,104,79,62,""
23,43,71,72,91,118,112,95,97,121,155,147,152,179,205,217,410,297,194,207,180,135,116,67,75,""
24,66,64,98,114,142,140,132,114,139,164,174,182,186,228,239,231,165,170,162,207,160,109,78,54,""
25,74,70,117,134,151,165,193,219,147,193,191,193,167,199,236,225,231,207,205,226,198,119,118,75,""
26,69,84,105,132,159,314,148,139,156,178,215,207,223,253,246,328,227,228,234,237,178,1,0,1,""
27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,4,9,65,49,62,58,71,191,""
28,503,99,59,54,94,42,27,14,22,15,31,20,15,15,27,16,35,155,42,51,108,33,47,59,""
29,47,65,58,41,35,33,221,153,81,142,192,85,62,213,46,43,87,62,110,76,128,161,111,72,""
30,74,136,124,153,44,25,35,47,25,12,37,18,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
