dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,10,6,3,4,2,2,2,4,5,1,8,7,16,8,12,10,20,24,12,14,14,8,10,""
02,7,9,10,5,3,5,1,3,1,5,5,3,7,19,5,5,8,15,16,14,7,17,11,10,""
03,21,9,2,5,2,6,5,2,2,3,7,3,9,12,7,10,7,12,22,21,13,6,14,6,""
04,13,9,6,12,14,4,4,-1,4,8,5,4,11,18,9,15,16,10,16,5,18,8,12,19,""
05,6,6,2,1,6,-1,1,2,7,5,4,2,9,11,6,11,15,9,14,22,16,15,10,15,""
06,12,13,4,5,2,4,1,1,3,1,6,2,8,8,7,8,14,5,8,6,12,5,13,6,""
07,9,7,7,4,3,3,2,2,5,4,5,6,4,10,10,7,16,8,12,13,17,14,26,14,""
08,16,4,5,2,-1,1,-1,5,4,4,6,4,8,13,24,12,9,14,23,12,24,16,17,30,""
09,18,16,20,7,3,1,5,5,3,4,5,16,20,17,30,14,13,20,17,15,22,14,14,23,""
10,10,13,3,3,2,8,10,10,3,2,8,8,6,17,12,16,8,19,19,27,19,20,10,16,""
11,8,8,4,6,5,-1,4,2,-1,1,9,11,15,18,25,15,4,8,8,14,15,11,12,13,""
12,10,6,2,6,2,1,2,2,7,26,33,11,24,38,31,29,8,11,15,20,28,27,20,21,""
13,12,2,3,4,4,3,3,3,2,8,21,37,37,63,73,43,13,8,9,23,40,40,28,34,""
14,8,6,4,7,2,3,1,3,7,13,16,22,31,37,43,26,18,22,15,27,26,31,12,12,""
15,15,7,6,8,5,4,1,4,5,15,25,18,14,19,13,26,11,18,21,23,23,11,13,3,""
16,6,2,2,-1,1,4,1,2,1,6,3,5,14,5,13,10,16,14,16,24,21,15,12,17,""
17,11,9,10,2,-1,-1,1,1,3,6,6,7,7,5,13,16,13,18,20,12,21,16,18,21,""
18,12,7,10,11,9,4,-1,-1,2,5,3,14,4,11,10,12,11,11,14,16,12,23,8,13,""
19,13,16,17,7,7,5,2,1,2,2,6,7,2,5,7,17,7,11,20,11,15,22,11,18,""
20,14,7,5,6,-1,5,2,2,4,2,3,4,9,5,7,10,15,20,14,19,17,13,10,9,""
21,14,3,8,6,7,5,5,5,1,2,2,10,14,9,7,12,8,9,7,15,13,14,7,8,""
22,11,5,10,4,7,4,4,4,1,7,6,13,13,15,4,9,7,14,17,14,14,20,12,11,""
23,9,7,5,8,7,9,3,4,4,4,2,3,8,12,12,7,12,16,20,24,20,7,8,3,""
24,2,4,4,2,2,2,3,1,1,3,8,6,5,6,10,8,12,13,19,16,16,16,6,4,""
25,2,5,2,6,3,-1,5,7,7,2,3,3,8,9,11,8,9,6,8,7,13,7,9,3,""
26,6,5,10,6,1,-1,-1,-1,1,4,2,7,3,10,9,10,9,10,19,19,27,12,14,14,""
27,14,8,7,10,7,4,2,3,2,1,3,8,9,7,6,9,17,15,14,16,15,15,15,8,""
28,11,11,5,5,1,1,2,1,1,5,5,7,5,9,12,18,13,5,14,22,28,7,9,9,""
29,14,5,6,3,2,-1,-1,-1,1,2,4,4,7,9,12,6,8,10,22,15,13,7,13,6,""
30,18,3,1,3,2,2,2,2,-1,1,2,5,6,14,5,8,10,10,15,13,21,13,8,6,""
31,9,14,2,3,1,1,-1,4,-1,1,5,3,8,14,6,8,7,12,17,14,16,19,18,12,""
