mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,10,15,9,14,21,13,20,11,12,15,16,20,15,12,9,4,4,4,6,5,10,8,7,""
02,13,26,14,20,13,19,22,17,13,10,13,21,10,10,12,8,6,5,4,4,3,7,8,16,""
03,14,16,23,15,17,14,16,11,10,13,5,13,13,10,10,11,11,4,4,3,3,6,8,6,""
04,9,20,15,16,14,12,8,18,10,11,17,13,7,14,8,13,5,1,3,2,5,6,6,12,""
05,9,15,9,16,20,15,20,15,11,24,14,20,17,15,7,8,3,7,3,3,5,14,7,8,""
06,10,18,18,17,15,16,10,17,20,11,13,20,13,5,7,7,5,3,3,2,3,1,4,6,""
07,9,15,19,10,18,15,18,21,18,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,5,10,11,""
08,11,15,28,9,22,15,15,14,11,24,7,11,14,13,8,7,5,9,3,3,5,3,10,11,""
09,8,9,20,13,26,11,26,16,14,12,23,12,9,12,9,10,3,2,4,6,2,4,5,12,""
10,16,25,21,21,19,18,13,15,15,18,16,16,12,21,8,8,5,5,6,4,6,3,11,9,""
11,12,23,16,13,19,14,10,12,15,16,19,16,14,17,6,9,1,3,8,3,2,7,14,11,""
12,10,15,16,16,17,16,17,11,16,13,11,19,18,18,11,6,9,4,2,1,4,4,5,10,""
13,17,17,21,18,17,13,14,10,20,16,10,17,13,6,15,5,6,1,4,3,2,7,9,11,""
14,10,17,21,22,21,22,15,21,15,15,20,15,17,4,11,4,8,6,5,3,5,4,6,11,""
15,13,15,17,12,26,23,16,28,23,11,12,13,12,20,9,3,7,9,5,10,6,7,12,20,""
16,12,25,25,14,29,29,29,16,23,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,24,17,13,8,16,15,7,10,11,10,18,""
18,20,18,14,17,16,17,22,20,22,34,21,18,25,13,18,10,16,7,10,6,11,7,6,16,""
19,18,26,21,14,8,19,21,13,16,20,17,14,10,11,13,8,8,5,3,8,8,8,6,11,""
20,16,18,14,13,14,19,19,14,17,21,22,24,20,8,12,14,9,3,2,8,3,9,8,19,""
21,16,14,22,17,20,18,25,17,14,16,15,19,20,18,17,14,8,9,12,5,6,6,5,11,""
22,14,17,15,17,21,22,16,17,25,17,18,17,12,15,9,13,7,7,5,5,5,8,6,16,""
23,21,27,22,22,19,19,25,17,15,16,28,14,11,15,19,4,9,3,4,7,8,9,3,11,""
24,14,15,18,14,21,29,19,17,13,19,24,17,19,12,15,12,6,5,3,2,5,6,13,16,""
25,17,22,15,22,20,19,11,17,15,23,22,25,24,12,20,27,5,5,7,3,5,9,9,14,""
26,22,22,19,23,19,21,25,27,31,26,29,21,19,19,17,17,6,3,6,5,8,6,9,17,""
27,17,23,-1,20,19,15,15,16,15,25,25,27,26,18,16,10,19,10,9,7,5,7,8,16,""
28,16,14,18,17,11,15,23,13,18,17,27,26,20,16,22,14,10,9,5,4,7,8,6,6,""
29,9,21,15,17,21,14,21,15,22,14,19,14,19,18,19,15,15,7,8,6,3,8,8,16,""
30,16,17,16,26,27,24,13,18,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]c,e`lgIk{,"pehgm'kl"
