mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,27,35,21,22,20,18,15,7,3,4,3,2,6,2,2,1,7,3,13,16,29,36,31,""
02,24,23,30,29,25,15,19,1,5,2,2,1,1,4,4,1,2,24,11,14,7,12,13,21,""
03,20,34,31,29,16,14,13,3,3,2,0,2,0,2,5,1,8,14,8,11,23,24,22,34,""
04,11,21,35,33,31,25,12,3,5,1,3,4,4,2,0,3,0,11,5,14,14,21,21,22,""
05,18,26,33,24,29,22,20,11,3,6,5,2,6,4,2,0,2,25,19,39,42,36,38,21,""
06,25,20,34,31,28,17,14,2,11,4,4,5,4,2,5,0,2,8,12,25,22,16,41,47,""
07,26,39,46,38,32,30,11,0,1,3,3,4,5,4,1,2,2,2,30,11,19,17,14,24,""
08,18,38,30,26,43,21,5,3,2,4,2,4,3,0,2,0,1,14,17,34,22,13,33,14,""
09,23,28,34,25,24,28,19,0,0,11,6,6,3,2,4,6,3,12,18,33,18,16,23,28,""
10,36,26,34,23,33,36,20,5,2,0,9,15,4,6,6,2,5,14,14,21,7,27,27,16,""
11,21,28,19,27,22,26,5,2,3,7,2,0,0,3,1,0,1,12,5,14,10,9,14,12,""
12,15,21,28,22,13,25,11,3,2,0,3,2,0,4,3,5,0,7,15,12,9,18,6,18,""
13,24,17,31,22,20,28,26,22,16,9,3,5,2,3,9,8,3,33,8,15,23,19,16,23,""
14,22,24,35,38,22,26,8,16,7,7,10,5,7,1,4,0,1,7,11,17,8,10,24,15,""
15,18,21,30,25,36,20,5,6,12,6,5,2,5,2,1,0,-1,-1,-1,3,8,18,14,31,""
16,30,35,25,34,28,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,12,8,7,20,14,""
17,21,19,15,21,25,19,20,8,7,3,2,3,2,6,0,1,2,13,18,4,3,9,10,8,""
18,13,15,16,10,10,9,4,8,8,3,3,3,8,3,5,2,1,5,15,13,20,19,13,25,""
19,13,26,37,24,18,21,10,6,12,6,10,3,9,3,3,1,0,4,7,8,19,12,13,13,""
20,13,16,23,17,11,5,7,6,11,13,3,4,7,3,3,2,9,-1,0,-1,38,29,33,15,""
21,14,23,19,21,20,23,1,3,5,6,7,6,8,5,8,7,4,6,11,10,8,7,19,12,""
22,20,16,22,17,16,11,3,9,6,3,10,12,6,5,1,5,3,6,15,35,17,11,20,28,""
23,25,29,31,34,31,27,12,10,4,9,7,10,11,2,3,2,5,6,21,22,12,24,27,21,""
24,23,20,26,40,30,19,10,4,8,6,3,5,4,5,4,0,2,3,11,3,29,16,20,33,""
25,33,28,25,38,24,32,8,8,7,10,10,8,4,9,8,1,0,2,8,29,16,25,13,22,""
26,21,30,35,27,22,27,6,12,5,3,2,13,8,4,1,2,2,4,10,13,18,7,15,36,""
27,28,37,40,32,39,38,12,14,17,13,3,6,4,4,3,6,0,2,9,3,6,11,15,12,""
28,12,14,12,19,16,15,4,2,1,3,0,2,3,2,4,1,1,2,5,13,9,17,9,17,""
29,15,20,19,17,25,15,4,7,5,2,6,2,3,3,1,1,0,4,17,7,7,18,18,10,""
30,14,15,20,19,21,16,16,2,3,2,0,4,1,0,3,2,5,5,15,6,4,6,9,7,""
31,11,17,23,12,23,15,15,11,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
