mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,30,49,33,45,46,44,30,42,39,51,35,38,24,17,11,11,19,15,24,22,26,32,34,""
02,41,42,63,60,49,47,34,43,33,28,37,31,29,35,31,21,19,11,15,13,12,24,39,35,""
03,41,54,52,52,55,39,45,35,40,29,22,34,23,22,15,12,9,8,12,9,18,25,26,26,""
04,32,37,40,42,40,33,40,37,34,37,34,19,29,18,22,11,5,11,5,12,13,16,28,29,""
05,37,43,45,42,48,33,37,29,39,43,40,31,35,14,11,9,11,16,9,10,15,23,20,27,""
06,29,34,46,40,40,39,34,21,15,26,22,30,23,22,16,14,8,10,10,11,12,19,23,30,""
07,47,48,49,57,49,30,40,29,44,34,32,24,26,24,10,17,12,16,20,36,12,19,24,26,""
08,19,34,33,43,45,34,20,37,44,34,34,32,23,22,16,9,12,12,12,6,15,27,28,32,""
09,31,44,39,50,44,33,26,18,27,40,30,33,21,19,17,16,8,10,15,14,18,16,25,36,""
10,31,45,43,54,43,34,37,37,43,43,44,41,38,34,16,19,19,15,11,12,20,29,41,40,""
11,53,36,45,63,41,33,44,37,48,34,41,34,47,27,30,10,10,13,17,20,22,26,33,43,""
12,44,61,81,47,56,46,40,38,33,39,36,38,30,25,18,21,16,7,17,11,30,32,35,36,""
13,45,41,51,47,45,38,34,39,51,32,44,36,39,20,24,14,8,9,10,8,29,27,22,39,""
14,47,63,69,67,50,42,44,50,36,46,57,36,29,38,21,13,12,11,16,14,22,27,25,30,""
15,36,46,49,51,48,34,41,40,56,48,47,49,58,42,25,23,17,22,16,26,30,36,42,56,""
16,66,67,61,75,60,53,36,50,43,40,53,40,45,27,50,17,23,9,21,27,33,37,42,47,""
17,83,59,71,56,67,54,52,43,61,54,43,50,44,31,27,19,16,20,16,20,26,40,38,35,""
18,54,57,67,50,56,37,39,37,50,78,55,55,52,35,37,27,13,11,10,10,16,27,38,42,""
19,43,48,53,49,49,55,43,34,33,29,28,31,22,26,12,13,15,17,20,18,27,23,31,38,""
20,34,43,36,31,39,41,35,42,42,51,38,30,20,28,20,35,12,11,13,9,17,31,36,40,""
21,53,60,64,60,48,51,42,42,50,36,44,40,47,42,28,24,18,22,20,24,21,35,44,54,""
22,48,60,50,67,43,43,39,46,51,38,38,43,42,33,31,21,15,12,17,16,26,28,36,47,""
23,61,44,59,53,54,50,49,40,55,68,47,42,37,36,22,24,14,14,14,26,20,34,40,49,""
24,53,55,65,54,66,63,50,55,53,57,45,41,42,32,25,14,14,15,14,23,26,41,42,57,""
25,57,44,53,51,43,47,54,57,55,51,42,38,41,30,29,16,17,15,13,13,18,37,34,42,""
26,43,44,48,42,44,54,40,44,67,51,52,48,37,34,30,14,13,16,13,16,22,24,37,45,""
27,52,58,54,61,50,35,35,54,58,51,58,45,45,32,43,16,13,7,12,16,25,38,33,51,""
28,45,46,46,53,52,44,34,37,44,53,34,36,36,33,26,13,16,19,14,19,23,41,54,67,""
29,55,57,51,65,61,41,55,49,59,58,55,45,47,37,30,24,17,17,18,27,30,37,40,47,""
30,48,62,71,39,45,43,36,40,55,45,42,51,44,28,30,15,14,7,13,22,21,33,44,49,""
31,40,53,65,47,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
