mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,26,29,14,12,15,12,20,12,12,6,9,10,6,8,8,0,4,3,3,6,24,29,19,""
02,25,26,30,31,23,14,14,9,19,8,13,9,7,11,8,7,6,10,3,2,9,8,13,14,""
03,23,27,21,24,12,9,14,13,12,10,11,13,7,7,9,1,2,1,6,6,7,13,12,17,""
04,19,21,-1,41,16,6,13,14,7,9,18,11,11,9,3,8,4,7,5,5,8,11,17,29,""
05,29,32,27,14,16,9,21,5,10,6,16,10,19,23,14,8,11,14,9,7,14,8,15,13,""
06,19,27,30,23,24,-1,28,17,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,12,14,6,10,9,6,-1,20,""
13,36,22,27,32,36,14,20,21,21,13,12,7,12,8,16,12,8,2,4,3,4,9,8,8,""
14,25,20,22,-1,68,20,15,12,15,9,14,9,9,9,5,7,8,6,5,3,6,-1,14,14,""
15,17,24,22,20,19,23,13,14,14,10,14,-1,21,9,9,2,11,3,5,13,3,5,17,7,""
16,18,22,-1,49,30,20,23,13,19,15,19,11,13,16,13,17,4,9,-1,-1,-1,56,9,-1,""
17,-1,33,-1,19,29,21,29,-1,-1,11,17,-1,-1,41,15,8,7,6,7,13,9,8,13,15,""
18,17,29,30,26,22,20,22,-1,28,24,7,13,11,23,12,12,5,1,9,9,7,9,13,14,""
19,12,8,19,21,17,16,20,17,11,14,10,16,9,11,8,6,4,5,10,9,16,-1,30,22,""
20,20,30,32,36,30,17,16,21,12,16,19,10,9,10,1,8,4,6,5,7,7,2,15,26,""
21,25,31,23,23,31,22,24,13,5,8,8,7,3,7,11,17,7,7,8,12,8,6,14,26,""
22,22,26,31,28,29,24,9,11,24,12,-1,18,13,9,7,5,6,10,7,11,6,7,25,19,""
23,-1,61,26,28,22,10,16,15,9,17,16,22,19,7,11,5,4,5,7,9,7,16,22,14,""
24,22,21,25,32,20,11,10,18,12,15,4,12,6,13,14,2,4,7,8,1,7,7,-1,42,""
25,23,26,25,29,17,18,17,15,17,13,16,10,11,11,3,11,1,10,5,12,11,12,-1,34,""
26,23,20,27,21,13,21,9,10,8,7,6,3,-1,25,7,3,5,5,-1,7,7,9,7,-1,""
27,44,29,27,26,31,-1,-1,47,6,7,4,9,7,3,3,4,1,0,1,1,5,9,26,13,""
28,-1,49,29,24,13,6,11,13,8,8,12,10,15,15,8,-1,6,2,3,3,8,15,10,26,""
29,29,22,24,29,14,11,22,18,10,10,13,6,13,15,10,6,4,5,10,7,7,22,21,9,""
30,7,0,8,15,13,8,18,11,7,15,13,20,-1,11,6,2,3,2,4,2,6,14,17,11,""
31,25,23,33,-1,55,15,21,21,6,13,17,16,8,10,9,3,3,11,7,5,3,7,18,-1,""
