sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,9,7,13,7,6,13,7,8,12,14,17,""
03,18,13,13,17,23,26,14,17,26,29,27,13,11,12,20,12,13,6,10,4,9,12,9,8,""
04,17,20,19,9,26,35,9,4,20,16,21,10,13,17,11,9,16,5,10,8,7,11,20,14,""
05,15,25,17,21,22,30,12,10,10,11,10,16,14,16,14,12,2,4,3,6,9,11,20,9,""
06,17,11,18,23,30,22,7,8,28,7,24,23,10,9,10,19,2,3,19,13,33,14,12,17,""
07,19,33,60,50,44,45,27,16,30,25,22,15,22,12,-1,2,13,8,7,17,3,23,13,30,""
08,54,27,65,50,43,17,14,28,8,6,22,31,23,24,9,17,5,9,15,27,26,29,26,19,""
09,45,44,30,41,39,54,16,1,14,25,18,18,13,5,18,4,5,6,5,28,38,33,23,26,""
10,22,30,35,49,58,48,26,35,37,30,25,21,9,33,27,14,18,21,14,22,6,11,16,18,""
11,23,28,36,34,33,43,38,35,32,23,36,26,24,26,23,28,15,7,11,15,15,11,16,34,""
12,32,37,45,38,37,36,31,24,25,29,37,16,26,39,35,27,22,5,17,24,12,9,12,18,""
13,21,23,16,11,8,5,25,38,38,2,1,5,4,14,3,2,-1,12,12,5,1,2,3,6,""
14,3,2,1,1,4,2,14,17,5,5,5,4,1,0,1,1,3,4,2,0,3,9,5,11,""
15,29,27,34,27,24,34,16,12,11,4,4,5,11,17,2,4,5,3,12,12,5,15,14,16,""
16,30,25,22,28,22,24,7,11,3,2,15,10,6,11,2,2,3,5,1,20,26,8,7,16,""
17,22,32,25,20,20,25,2,36,35,30,14,19,17,12,19,10,0,8,10,16,19,14,20,21,""
18,39,32,45,41,34,46,21,27,39,39,29,22,11,6,15,23,20,12,14,21,28,19,27,36,""
19,39,56,36,38,50,45,39,36,31,22,37,45,37,44,29,33,11,17,14,39,27,21,27,19,""
20,26,24,47,43,24,55,43,31,29,37,25,16,17,11,8,6,15,19,23,27,19,26,28,28,""
21,37,49,39,33,16,15,15,14,16,11,10,7,13,14,9,14,11,20,15,12,17,10,8,21,""
22,25,32,37,27,35,34,27,18,23,25,21,19,10,20,14,19,24,26,18,17,12,14,13,20,""
23,25,21,28,28,26,49,27,18,3,3,9,12,14,18,20,21,22,21,28,51,11,21,19,18,""
24,25,50,31,45,37,42,32,17,0,0,1,33,18,12,9,14,24,31,29,29,52,23,16,20,""
25,33,35,31,51,50,48,33,49,33,32,39,31,18,5,11,16,26,21,21,14,21,15,11,16,""
26,45,49,54,46,61,55,27,41,39,42,48,47,55,22,36,33,30,21,27,31,22,23,24,21,""
27,39,46,56,62,24,22,31,37,49,53,27,25,40,24,16,20,19,16,30,28,19,21,23,30,""
28,27,29,34,33,38,54,45,15,26,24,23,30,52,26,14,18,24,8,25,25,20,18,14,16,""
29,24,37,38,41,48,39,30,16,21,24,29,27,14,17,22,11,15,10,24,21,18,19,23,18,""
30,15,21,38,37,33,27,4,19,23,30,22,31,48,21,32,34,28,22,14,29,17,19,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
