sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,35,37,31,15,32,34,42,77,44,70,65,""
02,72,49,47,40,68,88,65,63,64,62,67,59,59,30,57,55,65,48,47,26,28,79,68,96,""
03,94,112,101,115,106,76,73,63,61,44,50,86,85,51,41,54,74,62,56,48,61,78,73,97,""
04,100,107,97,135,120,96,117,53,62,69,72,60,77,43,36,82,64,48,41,20,20,76,77,84,""
05,131,92,117,127,124,104,81,77,78,72,65,55,44,56,70,71,76,52,59,51,81,27,57,88,""
06,96,110,122,133,132,114,122,54,33,80,79,87,84,80,47,26,57,56,69,65,86,77,85,88,""
07,78,112,85,63,35,43,42,106,73,70,56,36,109,101,63,71,73,86,75,53,48,56,75,83,""
08,97,114,139,140,144,100,80,88,67,70,43,43,61,81,77,73,79,73,29,36,72,61,76,79,""
09,98,78,83,63,58,55,96,52,56,6,34,14,31,50,51,52,45,81,107,19,35,120,104,83,""
10,79,87,75,47,43,53,64,60,54,51,46,56,39,41,60,57,51,52,53,28,31,27,24,33,""
11,28,39,39,43,45,39,49,38,35,27,24,23,28,23,26,24,30,28,32,20,22,40,25,28,""
12,39,82,86,65,46,30,49,34,19,38,41,57,42,37,39,26,43,37,41,48,64,61,54,23,""
13,59,81,98,78,95,72,63,40,35,35,47,40,42,51,61,65,51,53,59,50,68,23,43,51,""
14,50,67,63,75,80,107,103,64,41,41,63,53,51,56,50,42,47,43,42,65,62,33,23,67,""
15,81,93,106,115,105,84,80,46,57,28,39,40,38,37,43,35,26,20,29,34,25,24,29,21,""
16,64,101,94,116,127,93,69,41,34,28,54,46,57,40,39,48,36,27,63,83,81,80,93,74,""
17,100,117,125,123,110,57,42,85,53,74,39,53,74,71,52,42,42,47,53,85,89,85,72,110,""
18,106,114,125,75,43,59,52,108,79,58,76,75,76,46,33,42,67,59,68,72,87,75,77,82,""
19,101,121,132,74,53,54,63,92,48,90,66,80,82,53,57,56,124,32,26,38,38,56,77,107,""
20,87,82,103,65,51,53,44,92,78,65,71,91,74,79,63,65,48,58,52,89,85,75,56,80,""
21,54,39,68,68,124,101,83,67,48,52,71,42,49,69,67,52,43,48,24,38,59,73,72,92,""
22,89,102,86,49,59,94,60,62,65,47,37,64,44,42,55,27,32,28,60,33,20,42,34,47,""
23,55,65,70,41,77,50,70,65,88,53,66,66,56,47,53,36,50,0,4,75,73,52,29,38,""
24,91,122,131,132,143,113,89,59,16,6,0,2,60,56,52,62,56,62,58,67,48,72,74,78,""
25,114,118,137,127,135,111,87,60,68,40,46,58,67,64,63,73,55,60,42,40,26,72,70,78,""
26,109,107,120,147,146,118,73,58,58,54,66,83,56,50,55,58,61,40,39,75,72,63,87,70,""
27,88,120,122,90,92,59,72,70,73,66,53,37,61,73,61,55,67,46,24,50,72,72,72,77,""
28,95,116,138,98,124,91,83,82,63,70,64,54,60,67,46,55,55,49,30,62,77,91,76,94,""
29,107,126,123,130,109,77,53,61,66,60,61,67,73,80,62,51,38,48,55,61,57,66,69,85,""
30,107,123,142,143,127,101,94,49,70,67,53,71,77,71,61,44,57,48,62,91,83,79,42,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
