sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,16,33,48,68,51,58,41,31,42,34,37,36,57,49,40,32,24,23,13,16,11,16,9,""
02,9,24,16,39,50,45,28,35,23,42,43,41,31,34,27,30,23,15,4,9,8,11,8,18,""
03,10,18,15,19,34,28,15,21,26,18,22,18,21,25,25,10,13,9,7,7,6,4,7,8,""
04,1,3,12,25,31,26,26,19,19,12,15,9,11,9,23,25,14,20,3,1,5,3,13,6,""
05,3,8,11,37,24,29,32,28,26,23,17,18,18,14,23,24,26,14,7,12,6,-1,6,6,""
06,2,8,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,3,""
08,10,5,11,11,18,11,18,12,8,14,11,19,16,8,13,3,-1,-1,5,8,5,5,4,3,""
09,6,10,7,14,20,15,20,16,12,13,14,19,12,8,7,17,5,5,9,5,2,3,3,6,""
10,9,16,12,13,21,20,11,12,20,17,10,15,10,11,12,13,11,8,9,8,3,4,1,3,""
11,6,9,17,20,23,8,15,14,15,19,26,17,14,17,28,23,23,20,12,7,6,7,6,3,""
12,5,13,14,21,28,35,32,39,23,28,23,24,16,15,23,27,21,11,8,4,5,17,10,8,""
13,13,9,27,32,46,35,40,31,36,26,23,31,29,29,33,28,41,26,9,8,8,8,4,7,""
14,8,16,13,30,27,23,28,29,25,19,23,30,21,25,26,26,20,13,10,6,9,8,6,10,""
15,12,15,16,30,39,40,32,28,37,23,26,25,23,24,18,33,24,17,22,7,8,9,12,5,""
16,9,10,25,26,20,36,25,23,18,24,17,20,18,21,34,27,25,16,11,9,6,5,6,10,""
17,15,8,11,18,34,20,29,21,31,31,23,22,13,18,26,28,22,9,13,7,6,10,10,4,""
18,9,13,15,26,31,39,19,20,20,22,13,20,9,17,15,10,10,19,8,3,13,7,26,12,""
19,11,9,14,25,31,40,25,16,33,24,28,34,25,20,47,27,28,15,21,35,4,-1,2,0,""
20,0,0,0,0,0,0,0,0,0,5,16,13,17,21,13,6,10,7,6,11,8,12,3,6,""
21,3,8,11,22,27,32,20,17,14,13,11,20,23,26,14,25,17,12,5,6,11,9,6,5,""
22,6,10,10,22,36,24,32,28,15,24,15,19,17,20,44,26,24,10,21,2,4,0,1,3,""
23,8,13,15,12,20,21,11,21,16,16,7,9,8,17,17,16,15,11,7,4,6,5,2,1,""
24,5,13,3,11,24,12,11,11,9,13,19,20,18,14,34,15,20,9,4,5,4,5,1,3,""
25,5,2,4,14,12,21,20,18,12,12,19,14,7,31,15,26,11,10,9,12,4,3,10,1,""
26,3,4,7,18,23,19,17,8,9,16,16,28,22,23,23,24,13,16,6,0,8,2,4,2,""
27,3,3,6,8,20,20,9,9,15,6,16,16,16,16,24,23,15,8,3,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,27,35,11,22,8,3,10,9,""
29,3,3,7,8,17,14,13,13,11,36,27,51,47,58,66,63,45,76,22,1,3,18,12,8,""
30,13,23,58,73,84,56,68,59,66,36,24,39,37,61,51,48,31,21,21,15,8,22,14,4,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
