May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,58,128,203,223,167,195,219,260,284,267,235,224,200,155,160,135,130,98,129,114,137,160,172,223
2,204,231,195,217,188,249,272,321,264,301,280,269,218,205,140,57,106,6,68,131,138,146,180,209
3,225,223,291,228,273,313,347,351,299,303,273,230,196,213,184,163,124,139,141,137,124,166,184,187
4,197,249,261,295,307,291,345,368,371,386,321,276,250,222,183,107,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,116,152,152,176,142,163,193
6,211,234,311,342,341,343,421,412,382,327,343,283,230,175,147,140,112,113,124,139,159,175,156,123
7,146,210,206,235,227,228,231,270,259,249,258,214,158,176,141,133,102,120,18,118,158,155,186,194
8,114,144,233,298,262,208,228,330,281,227,223,202,190,170,168,139,123,109,129,146,149,146,138,188
9,-1,-1,-1,-1,-1,-1,-1,-1,149,331,252,104,-1,81,161,140,143,156,130,146,143,152,178,174
10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,182,207,226
11,197,172,174,324,329,356,384,402,305,317,289,260,233,173,195,106,129,118,122,125,165,191,202,200
12,192,282,245,247,291,303,332,263,317,331,278,237,231,190,163,163,141,136,132,131,135,170,196,187
13,147,217,280,337,307,306,291,310,253,311,221,229,223,181,142,145,133,116,125,139,157,182,171,182
14,221,207,194,176,239,210,215,277,243,337,282,234,231,186,170,129,98,122,77,129,145,136,133,150
15,208,242,267,279,188,157,165,229,264,250,282,248,202,159,146,136,136,113,138,160,160,184,178,186
16,176,219,127,262,327,387,422,359,361,359,354,307,293,225,197,194,164,163,153,134,153,137,166,131
17,214,259,335,347,350,349,333,357,355,365,342,276,279,229,210,166,161,174,153,149,165,194,230,247
18,232,317,303,325,346,333,360,407,363,373,327,285,291,215,204,175,169,135,110,163,168,185,204,199
19,167,206,251,278,334,349,352,358,369,374,354,254,298,224,180,166,128,119,161,160,179,177,154,187
20,202,274,262,322,328,344,322,374,345,350,304,283,249,212,170,212,160,185,155,181,147,194,209,222
21,224,221,263,268,328,368,332,378,436,353,324,273,266,228,176,143,116,131,153,169,149,176,184,205
22,130,79,90,194,288,327,366,327,296,258,285,291,259,209,134,148,147,170,143,176,159,200,195,181
23,261,284,295,253,223,46,233,305,308,333,287,268,242,238,212,202,140,136,172,167,161,181,151,214
24,196,271,339,326,337,213,297,348,322,324,300,312,252,181,188,205,156,136,124,141,188,185,187,151
25,187,222,249,167,280,352,322,308,326,336,278,239,277,203,200,207,139,174,152,152,175,195,232,185
26,113,106,164,300,323,410,397,321,256,283,312,260,262,254,201,188,189,161,173,189,152,188,145,161
27,203,196,48,71,164,172,122,164,223,286,253,187,168,120,140,128,102,80,136,115,88,164,218,202
28,80,20,83,227,155,253,320,340,327,322,247,216,243,252,212,180,160,119,142,133,180,187,216,191
29,150,191,229,177,269,301,272,233,286,300,249,254,202,179,155,132,119,135,100,90,146,173,168,112
30,221,246,282,292,316,364,382,375,351,422,332,273,276,263,225,176,174,161,158,172,146,151,166,215
31,193,214,241,326,240,245,308,359,352,313,245,251,252,260,224,178,185,173,156,217,185,232,207,210
