May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,7,12,20,38,26,30,19,38,43,32,50,18,8
2,40,41,-1,-1,-1,9,8,-1,7,4,7,6,18,21,27,44,35,41,35,46,58,41,48,41
3,39,-1,24,11,9,8,-1,-1,-1,-1,2,6,15,15,26,31,39,28,38,48,48,48,35,29
4,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,4,14,13,17,25,21,27,23,36,44,46,45,30
5,15,27,-1,19,-1,-1,-1,-1,-1,-1,6,8,12,20,18,20,21,20,16,23,38,28,49,20
6,40,27,32,22,20,15,8,9,2,-1,5,4,9,20,22,19,29,24,30,32,34,30,45,29
7,32,27,41,31,21,10,7,6,5,3,1,15,16,12,18,21,27,29,30,24,43,48,36,28
8,20,38,28,31,25,17,12,10,6,5,3,7,15,19,23,32,27,32,40,26,32,43,29,38
9,28,14,-1,-1,-1,14,-1,-1,-1,-1,2,4,14,18,17,28,25,20,21,41,30,65,42,51
10,28,15,15,26,18,11,4,-1,-1,12,2,10,13,14,18,23,21,33,36,33,49,33,41,31
11,25,29,27,25,9,9,7,12,3,7,4,7,11,14,18,21,38,27,29,44,49,61,41,46
12,20,30,34,20,31,14,13,9,4,3,4,4,14,17,25,25,40,51,29,42,56,69,45,37
13,41,28,25,24,19,11,7,11,2,4,1,6,12,14,29,36,24,35,25,39,52,50,50,31
14,29,24,28,32,20,7,11,9,7,7,3,5,9,17,26,34,23,35,30,26,38,56,38,39
15,22,30,30,26,24,13,10,7,10,6,-1,8,10,21,22,29,22,29,34,29,40,43,36,43
16,27,18,36,-1,18,9,14,4,6,3,3,6,16,21,22,27,32,31,32,35,34,50,35,35
17,30,19,24,25,23,14,11,-1,5,6,8,7,15,22,19,23,29,35,25,27,53,52,33,28
18,24,27,33,24,20,7,-1,-1,-1,-1,-1,9,13,12,25,21,17,28,36,29,35,61,37,19
19,26,31,48,28,22,16,7,12,10,-1,5,6,10,24,23,22,28,30,30,21,18,36,20,40
20,-1,-1,-1,-1,26,15,14,5,5,7,3,3,17,17,21,23,37,28,20,49,35,51,47,28
21,24,19,26,34,12,13,9,7,2,7,5,2,16,25,26,23,21,24,38,33,45,42,27,32
22,27,27,-1,9,18,8,12,-1,-1,-1,12,3,17,18,30,38,31,19,28,24,42,45,43,32
23,24,15,-1,-1,17,17,11,10,7,2,-1,6,14,15,28,24,33,26,22,32,38,47,33,37
24,28,18,24,22,22,10,7,-1,10,2,-1,7,13,19,43,26,22,8,39,35,35,50,35,31
25,24,15,-1,6,13,-1,10,5,6,3,4,9,11,19,35,42,34,36,32,43,42,51,37,30
26,12,-1,-1,36,22,18,9,9,4,4,1,12,12,17,17,33,34,30,24,37,46,40,48,32
27,28,21,30,10,18,15,7,10,5,9,3,9,12,14,21,33,33,41,39,33,32,50,39,38
28,-1,-1,26,19,14,10,8,8,3,2,5,9,13,20,24,17,21,26,17,31,36,42,36,19
29,-1,17,20,19,11,11,7,-1,8,1,-1,5,7,17,23,27,25,25,27,35,36,58,40,-1,-1
30,10,9,11,20,16,8,9,-1,-1,4,3,11,7,21,36,25,34,32,22,28,40,51,27,13
31,15,13,28,28,22,16,16,8,6,-1,4,9,23,20,32,24,18,30,36,34,31,40,35,19
